geo_code_long,GEO_NAME,year,raceth,racethd,immig,sex,racethdimmigsex,phhnocar_acsglyt,nhhnocar_acsglyt,phhrent_acsglyt,pbaplus_acsglyt,pnhw_acsglyt,pnhb_acsglyt,phis_acsglyt,pnhapi_acsglyt,pnaian_acsglyt,pnhoo_acsglyt,ppoc_acsglyt
04000000000028025,"Clay, MS",2000,All,All,All,All people,All,.1132,923,.2659,.1460,.4246,.5610,.0086,.0017,.0004,.0036,.5754
04000000000028027,"Coahoma, MS",2000,All,All,All,All people,All,.1904,2008,.4266,.1617,.2906,.6890,.0090,.0048,.0008,.0057,.7094
04000000000028029,"Copiah, MS",2000,All,All,All,All people,All,.1107,1122,.2018,.1158,.4739,.5069,.0115,.0016,.0007,.0054,.5261
04000000000028031,"Covington, MS",2000,All,All,All,All people,All,.0852,607,.1511,.1140,.6312,.3535,.0080,.0013,.0012,.0048,.3688
04000000000028033,"Desoto, MS",2000,All,All,All,All people,All,.0357,1386,.2076,.1433,.8472,.1135,.0235,.0064,.0025,.0070,.1528
04000000000028035,"Forrest, MS",2000,All,All,All,All people,All,.0819,2226,.3959,.2284,.6367,.3337,.0126,.0075,.0018,.0078,.3633
04000000000028037,"Franklin, MS",2000,All,All,All,All people,All,.1100,353,.1390,.1049,.6257,.3608,.0053,.0007,.0021,.0053,.3743
04000000000028039,"George, MS",2000,All,All,All,All people,All,.0400,269,.1374,.0911,.8868,.0878,.0160,.0016,.0024,.0055,.1132
04000000000028041,"Greene, MS",2000,All,All,All,All people,All,.0757,314,.1307,.0796,.7246,.2607,.0080,.0009,.0023,.0035,.2754
04000000000028043,"Grenada, MS",2000,All,All,All,All people,All,.1325,1169,.3088,.1351,.5766,.4075,.0062,.0035,.0014,.0047,.4234
04000000000028045,"Hancock, MS",2000,All,All,All,All people,All,.0502,848,.2036,.1726,.8886,.0681,.0180,.0091,.0058,.0105,.1114
04000000000028047,"Harrison, MS",2000,All,All,All,All people,All,.0658,4704,.3731,.1839,.7180,.2094,.0259,.0265,.0042,.0160,.2820
04000000000028049,"Hinds, MS",2000,All,All,All,All people,All,.0984,8958,.3612,.2719,.3700,.6087,.0079,.0060,.0011,.0063,.6300
04000000000028051,"Holmes, MS",2000,All,All,All,All people,All,.2302,1686,.2683,.1115,.2034,.7798,.0090,.0015,.0011,.0053,.7966
04000000000028053,"Humphreys, MS",2000,All,All,All,All people,All,.1725,648,.3859,.1160,.2682,.7099,.0150,.0027,.0008,.0034,.7318
04000000000028055,"Issaquena, MS",2000,All,All,All,All people,All,.1722,125,.3264,.0710,.3615,.6271,.0044,.0000,.0009,.0062,.6385
04000000000028057,"Itawamba, MS",2000,All,All,All,All people,All,.0617,541,.1751,.0882,.9197,.0636,.0099,.0018,.0013,.0036,.0803
04000000000028059,"Jackson, MS",2000,All,All,All,All people,All,.0595,2839,.2544,.1645,.7416,.2078,.0214,.0158,.0032,.0102,.2584
04000000000028061,"Jasper, MS",2000,All,All,All,All people,All,.1236,827,.1319,.0973,.4616,.5268,.0064,.0009,.0006,.0036,.5384
04000000000028063,"Jefferson, MS",2000,All,All,All,All people,All,.1578,522,.1956,.1063,.1297,.8597,.0066,.0011,.0008,.0022,.8703
04000000000028065,"Jefferson Davis, MS",2000,All,All,All,All people,All,.1163,602,.1549,.1040,.4141,.5702,.0077,.0014,.0009,.0059,.5859
04000000000028067,"Jones, MS",2000,All,All,All,All people,All,.0819,1988,.2318,.1402,.7075,.2622,.0196,.0027,.0037,.0043,.2925
04000000000028069,"Kemper, MS",2000,All,All,All,All people,All,.1369,534,.1610,.1030,.3892,.5767,.0073,.0008,.0204,.0057,.6108
04000000000028071,"Lafayette, MS",2000,All,All,All,All people,All,.0646,929,.3940,.3113,.7127,.2490,.0110,.0167,.0013,.0093,.2873
04000000000028073,"Lamar, MS",2000,All,All,All,All people,All,.0458,660,.2420,.2685,.8469,.1287,.0109,.0064,.0016,.0056,.1531
04000000000028075,"Lauderdale, MS",2000,All,All,All,All people,All,.1190,3569,.3217,.1618,.5960,.3801,.0114,.0052,.0016,.0057,.4040
04000000000028077,"Lawrence, MS",2000,All,All,All,All people,All,.0742,373,.1572,.1195,.6664,.3193,.0067,.0029,.0016,.0032,.3336
04000000000028079,"Leake, MS",2000,All,All,All,All people,All,.1016,772,.1800,.1158,.5554,.3722,.0210,.0016,.0454,.0044,.4446
04000000000028081,"Lee, MS",2000,All,All,All,All people,All,.0807,2357,.3077,.1814,.7309,.2441,.0116,.0053,.0012,.0068,.2691
04000000000028083,"Leflore, MS",2000,All,All,All,All people,All,.1872,2424,.4670,.1587,.2961,.6727,.0190,.0068,.0011,.0043,.7039
04000000000028085,"Lincoln, MS",2000,All,All,All,All people,All,.0821,1030,.2194,.1242,.6894,.2957,.0069,.0025,.0016,.0038,.3106
04000000000028087,"Lowndes, MS",2000,All,All,All,All people,All,.0988,2257,.3342,.2050,.5600,.4138,.0111,.0055,.0016,.0080,.4400
04000000000028089,"Madison, MS",2000,All,All,All,All people,All,.0675,1834,.2919,.3797,.5974,.3736,.0099,.0131,.0011,.0048,.4026
04000000000028091,"Marion, MS",2000,All,All,All,All people,All,.0795,743,.1960,.1149,.6667,.3167,.0062,.0021,.0023,.0061,.3333
04000000000028093,"Marshall, MS",2000,All,All,All,All people,All,.0989,1204,.1946,.0902,.4794,.5000,.0121,.0012,.0015,.0057,.5206
04000000000028095,"Monroe, MS",2000,All,All,All,All people,All,.1003,1464,.2098,.1087,.6795,.3065,.0069,.0018,.0009,.0043,.3205
04000000000028097,"Montgomery, MS",2000,All,All,All,All people,All,.1333,625,.2307,.1097,.5390,.4461,.0085,.0025,.0007,.0033,.4610
04000000000028099,"Neshoba, MS",2000,All,All,All,All people,All,.0908,972,.2047,.1145,.6495,.1923,.0116,.0021,.1367,.0078,.3505
04000000000028101,"Newton, MS",2000,All,All,All,All people,All,.0901,741,.1816,.1213,.6454,.3030,.0091,.0018,.0365,.0043,.3546
04000000000028103,"Noxubee, MS",2000,All,All,All,All people,All,.1802,807,.2028,.1092,.2922,.6881,.0112,.0010,.0015,.0059,.7078
04000000000028105,"Oktibbeha, MS",2000,All,All,All,All people,All,.0881,1405,.4437,.3483,.5821,.3728,.0107,.0255,.0016,.0072,.4179
04000000000028107,"Panola, MS",2000,All,All,All,All people,All,.0988,1208,.2212,.1081,.5016,.4808,.0112,.0016,.0016,.0032,.4984
04000000000028109,"Pearl River, MS",2000,All,All,All,All people,All,.0642,1161,.2020,.1386,.8470,.1211,.0141,.0029,.0044,.0105,.1530
04000000000028111,"Perry, MS",2000,All,All,All,All people,All,.0976,433,.1546,.0774,.7575,.2235,.0101,.0016,.0031,.0042,.2425
04000000000028113,"Pike, MS",2000,All,All,All,All people,All,.1113,1646,.2566,.1252,.5095,.4734,.0073,.0033,.0019,.0046,.4905
04000000000028115,"Pontotoc, MS",2000,All,All,All,All people,All,.0727,733,.2194,.1139,.8357,.1389,.0180,.0010,.0021,.0043,.1643
04000000000028117,"Prentiss, MS",2000,All,All,All,All people,All,.0826,811,.2197,.0994,.8548,.1285,.0069,.0016,.0017,.0065,.1452
04000000000028119,"Quitman, MS",2000,All,All,All,All people,All,.1700,605,.3119,.1054,.3030,.6839,.0054,.0018,.0013,.0046,.6970
04000000000028121,"Rankin, MS",2000,All,All,All,All people,All,.0433,1822,.2284,.2378,.8025,.1705,.0132,.0067,.0016,.0054,.1975
04000000000028123,"Scott, MS",2000,All,All,All,All people,All,.1115,1135,.2158,.0860,.5470,.3850,.0584,.0016,.0028,.0052,.4530
04000000000028125,"Sharkey, MS",2000,All,All,All,All people,All,.1770,380,.3428,.1260,.2904,.6880,.0131,.0026,.0018,.0041,.7096
04000000000028127,"Simpson, MS",2000,All,All,All,All people,All,.0944,951,.1882,.1087,.6399,.3413,.0115,.0014,.0012,.0048,.3601
04000000000028129,"Smith, MS",2000,All,All,All,All people,All,.0825,502,.1308,.0923,.7581,.2304,.0059,.0010,.0010,.0036,.2419
04000000000028131,"Stone, MS",2000,All,All,All,All people,All,.0704,334,.1866,.1244,.7873,.1902,.0125,.0018,.0022,.0061,.2127
04000000000028133,"Sunflower, MS",2000,All,All,All,All people,All,.1412,1359,.3811,.1202,.2851,.6946,.0130,.0040,.0008,.0025,.7149
04000000000028135,"Tallahatchie, MS",2000,All,All,All,All people,All,.1548,817,.2388,.1095,.3937,.5894,.0092,.0035,.0009,.0034,.6063
04000000000028137,"Tate, MS",2000,All,All,All,All people,All,.0773,685,.2172,.1233,.6737,.3092,.0088,.0013,.0019,.0051,.3263
04000000000028139,"Tippah, MS",2000,All,All,All,All people,All,.0797,646,.2188,.0902,.8110,.1587,.0208,.0012,.0018,.0064,.1890
04000000000028141,"Tishomingo, MS",2000,All,All,All,All people,All,.0542,429,.2126,.0871,.9428,.0310,.0179,.0007,.0021,.0054,.0572
04000000000028143,"Tunica, MS",2000,All,All,All,All people,All,.1572,514,.4819,.0915,.2690,.6951,.0253,.0044,.0010,.0052,.7310
04000000000028145,"Union, MS",2000,All,All,All,All people,All,.0764,748,.2236,.1322,.8268,.1492,.0163,.0015,.0013,.0049,.1732
04000000000028147,"Walthall, MS",2000,All,All,All,All people,All,.1018,568,.1678,.1043,.5416,.4350,.0133,.0023,.0012,.0067,.4584
04000000000028149,"Warren, MS",2000,All,All,All,All people,All,.0969,1819,.3172,.2080,.5449,.4299,.0104,.0062,.0022,.0065,.4551
04000000000028151,"Washington, MS",2000,All,All,All,All people,All,.1587,3519,.4046,.1640,.3373,.6430,.0084,.0053,.0009,.0050,.6627
04000000000028153,"Wayne, MS",2000,All,All,All,All people,All,.1067,838,.1507,.0950,.6106,.3779,.0063,.0016,.0007,.0030,.3894
04000000000028155,"Webster, MS",2000,All,All,All,All people,All,.0845,330,.2159,.1304,.7693,.2073,.0169,.0017,.0010,.0038,.2307
04000000000028157,"Wilkinson, MS",2000,All,All,All,All people,All,.1674,603,.1693,.1001,.3105,.6803,.0044,.0002,.0010,.0037,.6895
04000000000028159,"Winston, MS",2000,All,All,All,All people,All,.0967,733,.2044,.1385,.5468,.4309,.0121,.0008,.0063,.0031,.4532
04000000000028161,"Yalobusha, MS",2000,All,All,All,All people,All,.1105,581,.2101,.0957,.5997,.3836,.0097,.0017,.0020,.0033,.4003
04000000000028163,"Yazoo, MS",2000,All,All,All,All people,All,.1518,1402,.3111,.1180,.4106,.5355,.0438,.0035,.0019,.0047,.5894
04000000000029001,"Adair, MO",2000,All,All,All,All people,All,.0796,769,.3963,.2847,.9504,.0117,.0126,.0143,.0023,.0087,.0496
04000000000029003,"Andrew, MO",2000,All,All,All,All people,All,.0441,276,.2003,.1879,.9780,.0041,.0084,.0023,.0031,.0042,.0220
04000000000029005,"Atchison, MO",2000,All,All,All,All people,All,.0727,198,.3082,.1664,.9659,.0205,.0067,.0014,.0019,.0036,.0341
04000000000029007,"Audrain, MO",2000,All,All,All,All people,All,.0976,961,.2587,.1271,.9061,.0715,.0073,.0036,.0026,.0089,.0939
04000000000029009,"Barry, MO",2000,All,All,All,All people,All,.0659,883,.2428,.1073,.9258,.0009,.0504,.0028,.0082,.0119,.0742
04000000000029011,"Barton, MO",2000,All,All,All,All people,All,.0672,329,.2660,.1058,.9631,.0029,.0095,.0033,.0077,.0135,.0369
04000000000029013,"Bates, MO",2000,All,All,All,All people,All,.0631,411,.2502,.1012,.9676,.0061,.0107,.0014,.0053,.0088,.0324
04000000000029015,"Benton, MO",2000,All,All,All,All people,All,.0617,458,.1783,.0880,.9726,.0014,.0089,.0013,.0052,.0106,.0274
04000000000029017,"Bollinger, MO",2000,All,All,All,All people,All,.0599,274,.1844,.0690,.9738,.0021,.0057,.0021,.0069,.0095,.0262
04000000000029019,"Boone, MO",2000,All,All,All,All people,All,.0654,3471,.4250,.4174,.8443,.0847,.0178,.0298,.0039,.0194,.1557
04000000000029021,"Buchanan, MO",2000,All,All,All,All people,All,.0928,3111,.3248,.1686,.9117,.0432,.0243,.0047,.0037,.0124,.0883
04000000000029023,"Butler, MO",2000,All,All,All,All people,All,.1071,1789,.3106,.1162,.9160,.0515,.0101,.0044,.0053,.0127,.0840
04000000000029025,"Caldwell, MO",2000,All,All,All,All people,All,.0669,235,.2258,.1173,.9796,.0013,.0075,.0012,.0032,.0071,.0204
04000000000029027,"Callaway, MO",2000,All,All,All,All people,All,.0545,786,.2320,.1647,.9123,.0565,.0092,.0052,.0049,.0119,.0877
04000000000029029,"Camden, MO",2000,All,All,All,All people,All,.0417,657,.1773,.1772,.9704,.0025,.0093,.0033,.0045,.0099,.0296
04000000000029031,"Cape Girardeau, MO",2000,All,All,All,All people,All,.0745,2010,.3162,.2421,.9160,.0525,.0091,.0077,.0034,.0113,.0840
04000000000029033,"Carroll, MO",2000,All,All,All,All people,All,.0709,294,.2594,.1397,.9644,.0172,.0071,.0014,.0027,.0072,.0356
04000000000029035,"Carter, MO",2000,All,All,All,All people,All,.0648,154,.2325,.1081,.9569,.0005,.0121,.0010,.0126,.0168,.0431
04000000000029037,"Cass, MO",2000,All,All,All,All people,All,.0431,1301,.2044,.1769,.9414,.0140,.0221,.0050,.0054,.0121,.0586
04000000000029039,"Cedar, MO",2000,All,All,All,All people,All,.0858,488,.2171,.1002,.9597,.0032,.0111,.0050,.0064,.0146,.0403
04000000000029041,"Chariton, MO",2000,All,All,All,All people,All,.0764,264,.1944,.1140,.9560,.0313,.0056,.0013,.0015,.0043,.0440
04000000000029043,"Christian, MO",2000,All,All,All,All people,All,.0379,773,.2406,.2091,.9654,.0026,.0132,.0031,.0052,.0106,.0346
04000000000029045,"Clark, MO",2000,All,All,All,All people,All,.0701,208,.2154,.1071,.9835,.0007,.0070,.0008,.0020,.0059,.0165
04000000000029047,"Clay, MO",2000,All,All,All,All people,All,.0465,3376,.2932,.2493,.9046,.0261,.0358,.0142,.0043,.0150,.0954
04000000000029049,"Clinton, MO",2000,All,All,All,All people,All,.0509,364,.2102,.1455,.9585,.0150,.0108,.0017,.0034,.0106,.0415
04000000000029051,"Cole, MO",2000,All,All,All,All people,All,.0680,1838,.3216,.2741,.8640,.0987,.0128,.0090,.0031,.0125,.1360
04000000000029053,"Cooper, MO",2000,All,All,All,All people,All,.0580,343,.2579,.1365,.8855,.0889,.0086,.0022,.0035,.0113,.1145
04000000000029055,"Crawford, MO",2000,All,All,All,All people,All,.0583,516,.2334,.0842,.9771,.0014,.0077,.0018,.0042,.0078,.0229
04000000000029057,"Dade, MO",2000,All,All,All,All people,All,.0509,163,.2124,.0987,.9681,.0027,.0085,.0019,.0071,.0119,.0319
04000000000029059,"Dallas, MO",2000,All,All,All,All people,All,.0753,454,.2083,.0952,.9683,.0012,.0094,.0010,.0075,.0127,.0317
04000000000029061,"Daviess, MO",2000,All,All,All,All people,All,.0906,288,.2322,.1190,.9827,.0005,.0069,.0026,.0035,.0039,.0173
04000000000029063,"DeKalb, MO",2000,All,All,All,All people,All,.0764,271,.2659,.1073,.8838,.0880,.0108,.0017,.0064,.0093,.1162
04000000000029065,"Dent, MO",2000,All,All,All,All people,All,.0868,519,.2588,.1013,.9660,.0037,.0075,.0023,.0070,.0135,.0340
04000000000029067,"Douglas, MO",2000,All,All,All,All people,All,.0775,403,.2096,.0994,.9635,.0011,.0084,.0021,.0092,.0156,.0365
04000000000029069,"Dunklin, MO",2000,All,All,All,All people,All,.1242,1663,.3407,.0907,.8736,.0867,.0249,.0027,.0029,.0093,.1264
04000000000029071,"Franklin, MO",2000,All,All,All,All people,All,.0591,2063,.2198,.1276,.9700,.0094,.0072,.0028,.0023,.0084,.0300
04000000000029073,"Gasconade, MO",2000,All,All,All,All people,All,.0605,359,.1918,.1029,.9843,.0011,.0042,.0016,.0018,.0070,.0157
04000000000029075,"Gentry, MO",2000,All,All,All,All people,All,.0699,192,.2552,.1455,.9799,.0012,.0064,.0032,.0031,.0063,.0201
04000000000029077,"Greene, MO",2000,All,All,All,All people,All,.0709,6939,.3635,.2419,.9254,.0221,.0184,.0117,.0063,.0160,.0746
04000000000029079,"Grundy, MO",2000,All,All,All,All people,All,.0817,357,.2817,.1245,.9670,.0039,.0158,.0016,.0035,.0081,.0330
04000000000029081,"Harrison, MO",2000,All,All,All,All people,All,.0722,264,.2526,.0928,.9779,.0014,.0101,.0020,.0023,.0064,.0221
04000000000029083,"Henry, MO",2000,All,All,All,All people,All,.0691,631,.2696,.1167,.9618,.0096,.0091,.0025,.0068,.0101,.0382
04000000000029085,"Hickory, MO",2000,All,All,All,All people,All,.0435,170,.1552,.0766,.9704,.0008,.0076,.0011,.0063,.0139,.0296
04000000000029087,"Holt, MO",2000,All,All,All,All people,All,.0671,150,.2557,.1167,.9821,.0009,.0039,.0009,.0047,.0075,.0179
04000000000029089,"Howard, MO",2000,All,All,All,All people,All,.0880,338,.2479,.1788,.9075,.0680,.0086,.0020,.0032,.0108,.0925
04000000000029091,"Howell, MO",2000,All,All,All,All people,All,.0754,1113,.2647,.1089,.9566,.0031,.0121,.0038,.0089,.0155,.0434
04000000000029093,"Iron, MO",2000,All,All,All,All people,All,.0864,360,.2405,.0830,.9642,.0152,.0058,.0009,.0033,.0106,.0358
04000000000029095,"Jackson, MO",2000,All,All,All,All people,All,.1079,28734,.3712,.2345,.6771,.2311,.0537,.0144,.0042,.0195,.3229
04000000000029097,"Jasper, MO",2000,All,All,All,All people,All,.0739,3061,.3302,.1648,.9107,.0145,.0345,.0073,.0128,.0202,.0893
04000000000029099,"Jefferson, MO",2000,All,All,All,All people,All,.0427,3050,.1663,.1214,.9680,.0068,.0101,.0036,.0027,.0088,.0320
04000000000029101,"Johnson, MO",2000,All,All,All,All people,All,.0541,942,.3849,.2322,.8870,.0428,.0292,.0154,.0062,.0196,.1130
04000000000029103,"Knox, MO",2000,All,All,All,All people,All,.0870,155,.2292,.1278,.9807,.0009,.0060,.0009,.0002,.0112,.0193
04000000000029105,"Laclede, MO",2000,All,All,All,All people,All,.0712,908,.2722,.1132,.9626,.0042,.0123,.0034,.0046,.0129,.0374
04000000000029107,"Lafayette, MO",2000,All,All,All,All people,All,.0631,792,.2459,.1384,.9493,.0226,.0117,.0027,.0024,.0113,.0507
04000000000029109,"Lawrence, MO",2000,All,All,All,All people,All,.0684,928,.2573,.1214,.9434,.0019,.0339,.0024,.0072,.0111,.0566
04000000000029111,"Lewis, MO",2000,All,All,All,All people,All,.0718,284,.2348,.1300,.9560,.0252,.0073,.0022,.0015,.0078,.0440
04000000000029113,"Lincoln, MO",2000,All,All,All,All people,All,.0537,742,.1922,.0963,.9548,.0173,.0114,.0020,.0035,.0110,.0452
04000000000029115,"Linn, MO",2000,All,All,All,All people,All,.0750,427,.2298,.1080,.9747,.0060,.0076,.0014,.0034,.0070,.0253
04000000000029117,"Livingston, MO",2000,All,All,All,All people,All,.0877,504,.2924,.1315,.9556,.0227,.0065,.0027,.0030,.0095,.0444
04000000000029119,"McDonald, MO",2000,All,All,All,All people,All,.0725,588,.2849,.0702,.8463,.0015,.0936,.0026,.0274,.0286,.1537
04000000000029121,"Macon, MO",2000,All,All,All,All people,All,.0729,474,.2410,.1303,.9562,.0220,.0077,.0017,.0038,.0086,.0438
04000000000029123,"Madison, MO",2000,All,All,All,All people,All,.0890,420,.2400,.0781,.9790,.0013,.0056,.0028,.0025,.0089,.0210
04000000000029125,"Maries, MO",2000,All,All,All,All people,All,.0563,197,.1846,.1092,.9670,.0033,.0116,.0011,.0053,.0118,.0330
04000000000029127,"Marion, MO",2000,All,All,All,All people,All,.0893,988,.2960,.1559,.9274,.0461,.0089,.0033,.0023,.0120,.0726
04000000000029129,"Mercer, MO",2000,All,All,All,All people,All,.0534,86,.2322,.1221,.9859,.0019,.0029,.0000,.0051,.0043,.0141
04000000000029131,"Miller, MO",2000,All,All,All,All people,All,.0642,597,.2503,.1139,.9733,.0027,.0098,.0014,.0042,.0087,.0267
04000000000029133,"Mississippi, MO",2000,All,All,All,All people,All,.1600,860,.3646,.0962,.7754,.2037,.0096,.0011,.0025,.0077,.2246
04000000000029135,"Moniteau, MO",2000,All,All,All,All people,All,.0804,423,.2234,.1303,.9143,.0376,.0293,.0032,.0039,.0117,.0857
04000000000029137,"Monroe, MO",2000,All,All,All,All people,All,.0736,269,.2153,.0950,.9418,.0383,.0056,.0015,.0040,.0088,.0582
04000000000029139,"Montgomery, MO",2000,All,All,All,All people,All,.0657,329,.2179,.1004,.9555,.0202,.0077,.0026,.0024,.0116,.0445
04000000000029141,"Morgan, MO",2000,All,All,All,All people,All,.0756,596,.1715,.1080,.9681,.0050,.0083,.0012,.0062,.0111,.0319
04000000000029143,"New Madrid, MO",2000,All,All,All,All people,All,.1224,959,.3392,.0960,.8272,.1530,.0093,.0014,.0017,.0075,.1728
04000000000029145,"Newton, MO",2000,All,All,All,All people,All,.0551,1110,.2338,.1615,.9241,.0057,.0218,.0059,.0217,.0208,.0759
04000000000029147,"Nodaway, MO",2000,All,All,All,All people,All,.0530,431,.3623,.2356,.9614,.0134,.0071,.0089,.0023,.0069,.0386
04000000000029149,"Oregon, MO",2000,All,All,All,All people,All,.1012,430,.2172,.0911,.9374,.0010,.0109,.0015,.0285,.0208,.0626
04000000000029151,"Osage, MO",2000,All,All,All,All people,All,.0628,310,.1703,.1043,.9821,.0012,.0059,.0010,.0024,.0074,.0179
04000000000029153,"Ozark, MO",2000,All,All,All,All people,All,.0529,209,.1843,.0833,.9693,.0015,.0094,.0008,.0062,.0128,.0307
04000000000029155,"Pemiscot, MO",2000,All,All,All,All people,All,.1432,1128,.4162,.0838,.7105,.2609,.0157,.0028,.0023,.0077,.2895
04000000000029157,"Perry, MO",2000,All,All,All,All people,All,.0591,408,.2006,.0990,.9783,.0018,.0051,.0067,.0023,.0057,.0217
04000000000029159,"Pettis, MO",2000,All,All,All,All people,All,.0767,1194,.2752,.1496,.9088,.0300,.0388,.0044,.0033,.0148,.0912
04000000000029161,"Phelps, MO",2000,All,All,All,All people,All,.0860,1349,.3440,.2104,.9262,.0147,.0122,.0241,.0057,.0172,.0738
04000000000029163,"Pike, MO",2000,All,All,All,All people,All,.0947,612,.2594,.1024,.8779,.0911,.0161,.0019,.0022,.0108,.1221
04000000000029165,"Platte, MO",2000,All,All,All,All people,All,.0400,1171,.3257,.3330,.8977,.0345,.0300,.0167,.0041,.0171,.1023
04000000000029167,"Polk, MO",2000,All,All,All,All people,All,.0553,548,.2703,.1463,.9641,.0044,.0130,.0022,.0065,.0098,.0359
04000000000029169,"Pulaski, MO",2000,All,All,All,All people,All,.0620,833,.4202,.1878,.7579,.1180,.0584,.0255,.0092,.0310,.2421
04000000000029171,"Putnam, MO",2000,All,All,All,All people,All,.0899,201,.2287,.1125,.9870,.0006,.0061,.0013,.0010,.0040,.0130
04000000000029173,"Ralls, MO",2000,All,All,All,All people,All,.0439,164,.1775,.1233,.9758,.0110,.0044,.0008,.0019,.0061,.0242
04000000000029175,"Randolph, MO",2000,All,All,All,All people,All,.0887,817,.2803,.1175,.8987,.0696,.0114,.0039,.0043,.0121,.1013
04000000000029177,"Ray, MO",2000,All,All,All,All people,All,.0549,481,.2054,.1085,.9585,.0146,.0108,.0019,.0034,.0108,.0415
04000000000029179,"Reynolds, MO",2000,All,All,All,All people,All,.0908,247,.2286,.0750,.9517,.0048,.0082,.0019,.0129,.0205,.0483
04000000000029181,"Ripley, MO",2000,All,All,All,All people,All,.0713,386,.2199,.0779,.9637,.0004,.0098,.0024,.0126,.0112,.0363
04000000000029183,"St Charles, MO",2000,All,All,All,All people,All,.0357,3630,.1802,.2632,.9376,.0267,.0147,.0087,.0021,.0103,.0624
04000000000029185,"St Clair, MO",2000,All,All,All,All people,All,.0688,278,.2054,.0900,.9675,.0021,.0098,.0017,.0075,.0115,.0325
04000000000029186,"Ste Genevieve, MO",2000,All,All,All,All people,All,.0577,378,.1765,.0812,.9755,.0069,.0074,.0016,.0025,.0061,.0245
04000000000029187,"St Francois, MO",2000,All,All,All,All people,All,.0698,1454,.2680,.1024,.9566,.0199,.0080,.0033,.0034,.0088,.0434
04000000000029189,"St Louis, MO",2000,All,All,All,All people,All,.0639,25835,.2585,.3541,.7596,.1895,.0143,.0224,.0015,.0127,.2404
04000000000029195,"Saline, MO",2000,All,All,All,All people,All,.0746,674,.3086,.1579,.8807,.0534,.0442,.0055,.0020,.0142,.1193
04000000000029197,"Schuyler, MO",2000,All,All,All,All people,All,.0643,111,.2475,.1160,.9799,.0005,.0065,.0019,.0031,.0082,.0201
04000000000029199,"Scotland, MO",2000,All,All,All,All people,All,.0499,95,.2329,.1122,.9813,.0020,.0084,.0010,.0014,.0058,.0187
04000000000029201,"Scott, MO",2000,All,All,All,All people,All,.0919,1436,.3068,.1065,.8713,.1043,.0111,.0024,.0027,.0082,.1287
04000000000029203,"Shannon, MO",2000,All,All,All,All people,All,.0870,290,.2034,.0765,.9447,.0017,.0093,.0007,.0178,.0258,.0553
04000000000029205,"Shelby, MO",2000,All,All,All,All people,All,.0541,149,.2494,.1253,.9748,.0097,.0063,.0010,.0026,.0054,.0252
04000000000029207,"Stoddard, MO",2000,All,All,All,All people,All,.0802,968,.2769,.1008,.9686,.0090,.0078,.0010,.0037,.0098,.0314
04000000000029209,"Stone, MO",2000,All,All,All,All people,All,.0486,575,.1885,.1425,.9700,.0006,.0104,.0021,.0057,.0112,.0300
04000000000029211,"Sullivan, MO",2000,All,All,All,All people,All,.0971,284,.2831,.0836,.9015,.0012,.0878,.0021,.0017,.0057,.0985
04000000000029213,"Taney, MO",2000,All,All,All,All people,All,.0505,817,.3114,.1493,.9483,.0032,.0242,.0040,.0078,.0125,.0517
04000000000029215,"Texas, MO",2000,All,All,All,All people,All,.0793,744,.2338,.1080,.9579,.0020,.0096,.0036,.0090,.0179,.0421
04000000000029217,"Vernon, MO",2000,All,All,All,All people,All,.0770,613,.2771,.1422,.9652,.0061,.0084,.0034,.0078,.0091,.0348
04000000000029219,"Warren, MO",2000,All,All,All,All people,All,.0439,403,.1690,.1111,.9513,.0193,.0128,.0023,.0042,.0102,.0487
04000000000029221,"Washington, MO",2000,All,All,All,All people,All,.0930,783,.2012,.0752,.9492,.0247,.0073,.0016,.0064,.0108,.0508
04000000000029223,"Wayne, MO",2000,All,All,All,All people,All,.0879,489,.2183,.0687,.9728,.0016,.0049,.0014,.0057,.0135,.0272
04000000000029225,"Webster, MO",2000,All,All,All,All people,All,.0746,825,.2201,.1102,.9537,.0115,.0129,.0028,.0061,.0130,.0463
04000000000029227,"Worth, MO",2000,All,All,All,All people,All,.0637,65,.2324,.1144,.9870,.0017,.0029,.0008,.0034,.0042,.0130
04000000000029229,"Wright, MO",2000,All,All,All,All people,All,.0796,566,.2689,.0990,.9713,.0027,.0077,.0014,.0065,.0103,.0287
04000000000029510,"St Louis City, MO",2000,All,All,All,All people,All,.2517,37026,.5314,.1908,.4289,.5096,.0202,.0198,.0025,.0190,.5711
04000000000030001,"Beaverhead, MT",2000,All,All,All,All people,All,.0494,181,.3633,.2640,.9440,.0013,.0267,.0021,.0139,.0120,.0560
04000000000030003,"Big Horn, MT",2000,All,All,All,All people,All,.0841,330,.3514,.1430,.3517,.0003,.0367,.0023,.5842,.0247,.6483
04000000000030005,"Blaine, MT",2000,All,All,All,All people,All,.0924,229,.3897,.1737,.5236,.0014,.0100,.0011,.4486,.0153,.4764
04000000000030007,"Broadwater, MT",2000,All,All,All,All people,All,.0329,57,.2059,.1488,.9610,.0027,.0132,.0018,.0114,.0098,.0390
04000000000030009,"Carbon, MT",2000,All,All,All,All people,All,.0445,180,.2581,.2324,.9619,.0023,.0177,.0031,.0061,.0089,.0381
04000000000030011,"Carter, MT",2000,All,All,All,All people,All,.0350,19,.2541,.1364,.9846,.0007,.0059,.0015,.0037,.0037,.0154
