geo_code_long,GEO_NAME,year,raceth,racethd,immig,sex,racethdimmigsex,phhnocar_acsglyt,nhhnocar_acsglyt,phhrent_acsglyt,pbaplus_acsglyt,pnhw_acsglyt,pnhb_acsglyt,phis_acsglyt,pnhapi_acsglyt,pnaian_acsglyt,pnhoo_acsglyt,ppoc_acsglyt
04000000000041063,"Wallowa, OR",2017,All,All,All,All people,All,.0601,188,.3209,.2575,.9344,.0022,.0271,.0038,.0017,.0307,.0656
04000000000041065,"Wasco, OR",2017,All,All,All,All people,All,.0772,782,.3590,.1977,.7538,.0037,.1737,.0151,.0360,.0177,.2462
04000000000041067,"Washington, OR",2017,All,All,All,All people,All,.0613,13046,.3920,.4242,.6709,.0186,.1643,.1011,.0029,.0422,.3291
04000000000041069,"Wheeler, OR",2017,All,All,All,All people,All,.0369,25,.2600,.1577,.8905,.0000,.0608,.0035,.0106,.0346,.1095
04000000000041071,"Yamhill, OR",2017,All,All,All,All people,All,.0471,1693,.3205,.2535,.7764,.0086,.1572,.0163,.0084,.0331,.2236
04000000000042001,"Adams, PA",2017,All,All,All,All people,All,.0411,1595,.2222,.2212,.8949,.0138,.0678,.0071,.0003,.0161,.1051
04000000000042003,"Allegheny, PA",2017,All,All,All,All people,All,.1312,70367,.3513,.3998,.7905,.1271,.0196,.0355,.0009,.0265,.2095
04000000000042005,"Armstrong, PA",2017,All,All,All,All people,All,.0783,2211,.2415,.1522,.9725,.0095,.0071,.0024,.0001,.0084,.0275
04000000000042007,"Beaver, PA",2017,All,All,All,All people,All,.0849,5973,.2668,.2402,.8968,.0591,.0148,.0050,.0004,.0240,.1032
04000000000042009,"Bedford, PA",2017,All,All,All,All people,All,.0582,1144,.2046,.1379,.9689,.0042,.0114,.0024,.0012,.0119,.0311
04000000000042011,"Berks, PA",2017,All,All,All,All people,All,.0850,13078,.2780,.2391,.7323,.0409,.1959,.0137,.0008,.0163,.2677
04000000000042013,"Blair, PA",2017,All,All,All,All people,All,.0931,4805,.2993,.2032,.9481,.0148,.0118,.0072,.0002,.0180,.0519
04000000000042015,"Bradford, PA",2017,All,All,All,All people,All,.0704,1749,.2517,.1802,.9609,.0057,.0143,.0062,.0006,.0123,.0391
04000000000042017,"Bucks, PA",2017,All,All,All,All people,All,.0471,11119,.2342,.3939,.8482,.0383,.0501,.0455,.0015,.0164,.1518
04000000000042019,"Butler, PA",2017,All,All,All,All people,All,.0624,4715,.2377,.3463,.9501,.0090,.0139,.0118,.0006,.0147,.0499
04000000000042021,"Cambria, PA",2017,All,All,All,All people,All,.1002,5724,.2572,.2094,.9301,.0315,.0154,.0051,.0004,.0174,.0699
04000000000042023,"Cameron, PA",2017,All,All,All,All people,All,.0815,179,.2791,.1594,.9655,.0107,.0082,.0044,.0021,.0090,.0345
04000000000042025,"Carbon, PA",2017,All,All,All,All people,All,.0666,1729,.2266,.1604,.9242,.0171,.0426,.0046,.0003,.0111,.0758
04000000000042027,"Centre, PA",2017,All,All,All,All people,All,.1013,5848,.3861,.4371,.8579,.0363,.0284,.0603,.0013,.0159,.1421
04000000000042029,"Chester, PA",2017,All,All,All,All people,All,.0471,8893,.2482,.5100,.8023,.0569,.0724,.0489,.0008,.0187,.1977
04000000000042031,"Clarion, PA",2017,All,All,All,All people,All,.0801,1276,.3056,.2183,.9625,.0102,.0080,.0058,.0019,.0116,.0375
04000000000042033,"Clearfield, PA",2017,All,All,All,All people,All,.0813,2534,.2306,.1414,.9313,.0249,.0289,.0058,.0017,.0074,.0687
04000000000042035,"Clinton, PA",2017,All,All,All,All people,All,.0951,1395,.2928,.1797,.9530,.0138,.0142,.0070,.0009,.0110,.0470
04000000000042037,"Columbia, PA",2017,All,All,All,All people,All,.0574,1526,.3097,.2165,.9342,.0176,.0259,.0120,.0013,.0091,.0658
04000000000042039,"Crawford, PA",2017,All,All,All,All people,All,.0988,3467,.2721,.2042,.9506,.0187,.0120,.0042,.0005,.0140,.0494
04000000000042041,"Cumberland, PA",2017,All,All,All,All people,All,.0599,5862,.2929,.3473,.8687,.0352,.0354,.0396,.0009,.0202,.1313
04000000000042043,"Dauphin, PA",2017,All,All,All,All people,All,.1022,11393,.3646,.2983,.6709,.1766,.0853,.0392,.0012,.0268,.3291
04000000000042045,"Delaware, PA",2017,All,All,All,All people,All,.1059,21686,.3041,.3767,.6796,.2068,.0357,.0546,.0009,.0226,.3204
04000000000042047,"Elk, PA",2017,All,All,All,All people,All,.0781,1050,.2119,.1854,.9756,.0050,.0076,.0045,.0023,.0051,.0244
04000000000042049,"Erie, PA",2017,All,All,All,All people,All,.1116,12321,.3390,.2745,.8479,.0679,.0401,.0162,.0024,.0255,.1521
04000000000042051,"Fayette, PA",2017,All,All,All,All people,All,.0897,4850,.2699,.1542,.9209,.0392,.0108,.0042,.0005,.0243,.0791
04000000000042053,"Forest, PA",2017,All,All,All,All people,All,.0577,85,.1460,.0703,.5965,.3082,.0698,.0072,.0018,.0165,.4035
04000000000042055,"Franklin, PA",2017,All,All,All,All people,All,.0573,3443,.2943,.2061,.8865,.0381,.0527,.0101,.0019,.0107,.1135
04000000000042057,"Fulton, PA",2017,All,All,All,All people,All,.0536,319,.2147,.1346,.9628,.0146,.0119,.0016,.0025,.0065,.0372
04000000000042059,"Greene, PA",2017,All,All,All,All people,All,.0888,1286,.2633,.1799,.9359,.0314,.0148,.0035,.0010,.0135,.0641
04000000000042061,"Huntingdon, PA",2017,All,All,All,All people,All,.0710,1203,.2487,.1525,.9093,.0503,.0186,.0051,.0007,.0160,.0907
04000000000042063,"Indiana, PA",2017,All,All,All,All people,All,.0849,2890,.2989,.2274,.9393,.0216,.0127,.0109,.0020,.0135,.0607
04000000000042065,"Jefferson, PA",2017,All,All,All,All people,All,.0884,1632,.2514,.1585,.9733,.0055,.0083,.0029,.0024,.0076,.0267
04000000000042067,"Juniata, PA",2017,All,All,All,All people,All,.0722,676,.2435,.1402,.9482,.0109,.0325,.0034,.0002,.0049,.0518
04000000000042069,"Lackawanna, PA",2017,All,All,All,All people,All,.1061,9112,.3440,.2699,.8665,.0264,.0669,.0251,.0007,.0145,.1335
04000000000042071,"Lancaster, PA",2017,All,All,All,All people,All,.0960,19064,.3183,.2647,.8271,.0359,.1003,.0213,.0010,.0145,.1729
04000000000042073,"Lawrence, PA",2017,All,All,All,All people,All,.0944,3470,.2592,.2076,.9203,.0352,.0130,.0045,.0006,.0264,.0797
04000000000042075,"Lebanon, PA",2017,All,All,All,All people,All,.0675,3565,.3048,.2037,.8335,.0183,.1220,.0131,.0007,.0124,.1665
04000000000042077,"Lehigh, PA",2017,All,All,All,All people,All,.0931,12773,.3475,.2911,.6650,.0540,.2276,.0327,.0010,.0197,.3350
04000000000042079,"Luzerne, PA",2017,All,All,All,All people,All,.1026,13154,.3161,.2280,.8380,.0348,.1011,.0120,.0012,.0128,.1620
04000000000042081,"Lycoming, PA",2017,All,All,All,All people,All,.0848,3902,.3011,.2205,.9074,.0482,.0191,.0061,.0015,.0178,.0926
04000000000042083,"McKean, PA",2017,All,All,All,All people,All,.0948,1630,.2618,.1741,.9353,.0246,.0210,.0048,.0013,.0131,.0647
04000000000042085,"Mercer, PA",2017,All,All,All,All people,All,.0949,4348,.2683,.2229,.9031,.0572,.0139,.0066,.0009,.0183,.0969
04000000000042087,"Mifflin, PA",2017,All,All,All,All people,All,.0966,1829,.2978,.1220,.9613,.0065,.0144,.0057,.0008,.0113,.0387
04000000000042089,"Monroe, PA",2017,All,All,All,All people,All,.0490,2820,.2180,.2399,.6757,.1303,.1493,.0222,.0024,.0201,.3243
04000000000042091,"Montgomery, PA",2017,All,All,All,All people,All,.0590,18459,.2784,.4825,.7658,.0881,.0488,.0734,.0008,.0230,.2342
04000000000042093,"Montour, PA",2017,All,All,All,All people,All,.1020,757,.2869,.3053,.9210,.0178,.0254,.0309,.0001,.0047,.0790
04000000000042095,"Northampton, PA",2017,All,All,All,All people,All,.0711,8088,.2836,.2880,.7794,.0468,.1241,.0277,.0011,.0209,.2206
04000000000042097,"Northumberland, PA",2017,All,All,All,All people,All,.1042,4095,.2872,.1536,.9299,.0245,.0316,.0036,.0016,.0087,.0701
04000000000042099,"Perry, PA",2017,All,All,All,All people,All,.0501,899,.1987,.1660,.9576,.0087,.0176,.0036,.0015,.0109,.0424
04000000000042101,"Philadelphia, PA",2017,All,All,All,All people,All,.3091,182792,.4779,.2708,.3493,.4134,.1413,.0706,.0019,.0235,.6507
04000000000042103,"Pike, PA",2017,All,All,All,All people,All,.0447,956,.1589,.2653,.8113,.0567,.1034,.0122,.0011,.0152,.1887
04000000000042105,"Potter, PA",2017,All,All,All,All people,All,.0719,470,.2281,.1504,.9673,.0037,.0124,.0033,.0021,.0113,.0327
04000000000042107,"Schuylkill, PA",2017,All,All,All,All people,All,.0928,5454,.2522,.1598,.9171,.0261,.0384,.0049,.0013,.0122,.0829
04000000000042109,"Snyder, PA",2017,All,All,All,All people,All,.0737,1074,.2732,.1751,.9517,.0080,.0218,.0073,.0006,.0105,.0483
04000000000042111,"Somerset, PA",2017,All,All,All,All people,All,.0709,2122,.2213,.1571,.9459,.0264,.0142,.0043,.0006,.0086,.0541
04000000000042113,"Sullivan, PA",2017,All,All,All,All people,All,.0548,145,.1847,.1655,.9306,.0245,.0178,.0045,.0052,.0174,.0694
04000000000042115,"Susquehanna, PA",2017,All,All,All,All people,All,.0521,907,.2293,.1752,.9640,.0059,.0167,.0039,.0019,.0076,.0360
04000000000042117,"Tioga, PA",2017,All,All,All,All people,All,.0511,823,.2607,.2017,.9629,.0057,.0124,.0058,.0007,.0125,.0371
04000000000042119,"Union, PA",2017,All,All,All,All people,All,.0811,1192,.2923,.2375,.8443,.0620,.0568,.0177,.0051,.0141,.1557
04000000000042121,"Venango, PA",2017,All,All,All,All people,All,.0816,1789,.2519,.1718,.9608,.0086,.0109,.0037,.0003,.0157,.0392
04000000000042123,"Warren, PA",2017,All,All,All,All people,All,.0708,1211,.2380,.1886,.9699,.0046,.0101,.0052,.0012,.0091,.0301
04000000000042125,"Washington, PA",2017,All,All,All,All people,All,.0752,6312,.2441,.2903,.9254,.0295,.0157,.0089,.0007,.0198,.0746
04000000000042127,"Wayne, PA",2017,All,All,All,All people,All,.0542,1040,.2077,.2039,.9097,.0309,.0415,.0058,.0020,.0101,.0903
04000000000042129,"Westmoreland, PA",2017,All,All,All,All people,All,.0746,11331,.2244,.2798,.9414,.0231,.0109,.0087,.0004,.0155,.0586
04000000000042131,"Wyoming, PA",2017,All,All,All,All people,All,.0468,505,.2209,.1884,.9577,.0067,.0179,.0036,.0006,.0135,.0423
04000000000042133,"York, PA",2017,All,All,All,All people,All,.0575,9756,.2556,.2369,.8428,.0521,.0693,.0146,.0008,.0204,.1572
04000000000044001,"Bristol, RI",2017,All,All,All,All people,All,.0606,1183,.3102,.4677,.9269,.0126,.0272,.0202,.0003,.0127,.0731
04000000000044003,"Kent, RI",2017,All,All,All,All people,All,.0604,4171,.2951,.3211,.8952,.0134,.0437,.0250,.0008,.0219,.1048
04000000000044005,"Newport, RI",2017,All,All,All,All people,All,.0772,2735,.3797,.4650,.8599,.0312,.0556,.0207,.0035,.0292,.1401
04000000000044007,"Providence, RI",2017,All,All,All,All people,All,.1237,29510,.4681,.2781,.6223,.0802,.2162,.0416,.0038,.0358,.3777
04000000000044009,"Washington, RI",2017,All,All,All,All people,All,.0456,2260,.2671,.4501,.9130,.0128,.0299,.0200,.0083,.0160,.0870
04000000000045001,"Abbeville, SC",2017,All,All,All,All people,All,.0949,891,.2296,.1471,.6889,.2761,.0134,.0029,.0010,.0178,.3111
04000000000045003,"Aiken, SC",2017,All,All,All,All people,All,.0566,3718,.2773,.2585,.6665,.2446,.0550,.0106,.0023,.0210,.3335
04000000000045005,"Allendale, SC",2017,All,All,All,All people,All,.1930,634,.3385,.0942,.2250,.7352,.0306,.0003,.0048,.0041,.7750
04000000000045007,"Anderson, SC",2017,All,All,All,All people,All,.0667,5081,.2937,.2076,.7763,.1599,.0351,.0091,.0020,.0175,.2237
04000000000045009,"Bamberg, SC",2017,All,All,All,All people,All,.0988,552,.2404,.1910,.3557,.6154,.0194,.0042,.0005,.0046,.6443
04000000000045011,"Barnwell, SC",2017,All,All,All,All people,All,.1183,997,.3086,.1168,.5116,.4510,.0230,.0045,.0013,.0087,.4884
04000000000045013,"Beaufort, SC",2017,All,All,All,All people,All,.0479,3293,.2951,.3984,.6738,.1815,.1126,.0125,.0020,.0177,.3262
04000000000045015,"Berkeley, SC",2017,All,All,All,All people,All,.0434,3176,.3000,.2333,.6401,.2389,.0628,.0233,.0037,.0312,.3599
04000000000045017,"Calhoun, SC",2017,All,All,All,All people,All,.0758,466,.2068,.1824,.5361,.4159,.0358,.0000,.0045,.0078,.4639
04000000000045019,"Charleston, SC",2017,All,All,All,All people,All,.0703,10825,.3943,.4189,.6386,.2759,.0503,.0138,.0013,.0201,.3614
04000000000045021,"Cherokee, SC",2017,All,All,All,All people,All,.0936,1916,.2946,.1504,.7309,.1988,.0411,.0068,.0010,.0214,.2691
04000000000045023,"Chester, SC",2017,All,All,All,All people,All,.0952,1179,.2498,.1429,.5888,.3637,.0191,.0037,.0029,.0219,.4112
04000000000045025,"Chesterfield, SC",2017,All,All,All,All people,All,.0903,1652,.2819,.1125,.6076,.3201,.0419,.0052,.0036,.0216,.3924
04000000000045027,"Clarendon, SC",2017,All,All,All,All people,All,.0974,1322,.2515,.1491,.4738,.4832,.0300,.0025,.0009,.0096,.5262
04000000000045029,"Colleton, SC",2017,All,All,All,All people,All,.0574,869,.2721,.1535,.5630,.3804,.0308,.0094,.0068,.0097,.4370
04000000000045031,"Darlington, SC",2017,All,All,All,All people,All,.1104,2966,.3138,.1783,.5501,.4072,.0192,.0044,.0033,.0158,.4499
04000000000045033,"Dillon, SC",2017,All,All,All,All people,All,.1231,1347,.3398,.1117,.4610,.4644,.0267,.0034,.0203,.0241,.5390
04000000000045035,"Dorchester, SC",2017,All,All,All,All people,All,.0427,2307,.2895,.2742,.6461,.2532,.0504,.0194,.0045,.0264,.3539
04000000000045037,"Edgefield, SC",2017,All,All,All,All people,All,.0539,488,.2523,.1948,.5650,.3642,.0565,.0040,.0028,.0075,.4350
04000000000045039,"Fairfield, SC",2017,All,All,All,All people,All,.0800,710,.2558,.1763,.3740,.5491,.0200,.0027,.0031,.0511,.6260
04000000000045041,"Florence, SC",2017,All,All,All,All people,All,.0909,4735,.3419,.2253,.5256,.4216,.0248,.0134,.0018,.0128,.4744
04000000000045043,"Georgetown, SC",2017,All,All,All,All people,All,.0743,1846,.2354,.2711,.6332,.3130,.0301,.0040,.0012,.0185,.3668
04000000000045045,"Greenville, SC",2017,All,All,All,All people,All,.0617,11457,.3392,.3333,.6895,.1799,.0884,.0225,.0018,.0179,.3105
04000000000045047,"Greenwood, SC",2017,All,All,All,All people,All,.0810,2189,.3574,.2331,.6007,.3117,.0584,.0093,.0004,.0196,.3993
04000000000045049,"Hampton, SC",2017,All,All,All,All people,All,.0714,509,.2427,.1167,.4091,.5303,.0398,.0037,.0018,.0153,.5909
04000000000045051,"Horry, SC",2017,All,All,All,All people,All,.0496,6204,.3011,.2297,.7713,.1351,.0599,.0131,.0042,.0165,.2287
04000000000045053,"Jasper, SC",2017,All,All,All,All people,All,.0511,496,.3065,.1482,.4157,.4335,.1324,.0074,.0007,.0102,.5843
04000000000045055,"Kershaw, SC",2017,All,All,All,All people,All,.0360,890,.1862,.2044,.6910,.2395,.0408,.0050,.0022,.0216,.3090
04000000000045057,"Lancaster, SC",2017,All,All,All,All people,All,.0464,1459,.2109,.2506,.7014,.2170,.0504,.0101,.0018,.0192,.2986
04000000000045059,"Laurens, SC",2017,All,All,All,All people,All,.0693,1771,.2858,.1462,.6810,.2501,.0448,.0041,.0010,.0190,.3190
04000000000045061,"Lee, SC",2017,All,All,All,All people,All,.0875,569,.2518,.1162,.3264,.6261,.0234,.0003,.0035,.0203,.6736
04000000000045063,"Lexington, SC",2017,All,All,All,All people,All,.0494,5397,.2634,.3012,.7556,.1441,.0582,.0176,.0025,.0220,.2444
04000000000045065,"McCormick, SC",2017,All,All,All,All people,All,.0643,262,.2389,.1933,.4922,.4750,.0088,.0036,.0017,.0188,.5078
04000000000045067,"Marion, SC",2017,All,All,All,All people,All,.1227,1461,.3109,.1645,.3876,.5657,.0270,.0066,.0050,.0080,.6124
04000000000045069,"Marlboro, SC",2017,All,All,All,All people,All,.1310,1271,.3374,.0888,.3921,.5019,.0330,.0035,.0327,.0368,.6079
04000000000045071,"Newberry, SC",2017,All,All,All,All people,All,.0806,1200,.2719,.1715,.5980,.3158,.0731,.0022,.0034,.0074,.4020
04000000000045073,"Oconee, SC",2017,All,All,All,All people,All,.0612,1918,.2705,.2418,.8477,.0710,.0514,.0072,.0021,.0205,.1523
04000000000045075,"Orangeburg, SC",2017,All,All,All,All people,All,.0841,2779,.3135,.2014,.3327,.6165,.0210,.0096,.0035,.0167,.6673
04000000000045077,"Pickens, SC",2017,All,All,All,All people,All,.0639,2966,.3199,.2356,.8611,.0650,.0351,.0186,.0024,.0178,.1389
04000000000045079,"Richland, SC",2017,All,All,All,All people,All,.0693,10337,.4102,.3772,.4325,.4616,.0504,.0282,.0012,.0260,.5675
04000000000045081,"Saluda, SC",2017,All,All,All,All people,All,.0708,499,.2811,.1629,.5789,.2547,.1540,.0000,.0010,.0113,.4211
04000000000045083,"Spartanburg, SC",2017,All,All,All,All people,All,.0671,7592,.3100,.2381,.6880,.2034,.0649,.0227,.0014,.0196,.3120
04000000000045085,"Sumter, SC",2017,All,All,All,All people,All,.0846,3504,.3515,.1951,.4570,.4687,.0381,.0119,.0028,.0215,.5430
04000000000045087,"Union, SC",2017,All,All,All,All people,All,.0983,1137,.2976,.1252,.6513,.3091,.0135,.0000,.0012,.0248,.3487
04000000000045089,"Williamsburg, SC",2017,All,All,All,All people,All,.1214,1494,.2633,.1259,.3117,.6491,.0233,.0047,.0028,.0084,.6883
04000000000045091,"York, SC",2017,All,All,All,All people,All,.0407,3889,.2897,.3105,.7119,.1891,.0515,.0192,.0062,.0220,.2881
04000000000046003,"Aurora, SD",2017,All,All,All,All people,All,.0127,15,.2239,.2018,.8879,.0164,.0668,.0000,.0230,.0058,.1121
04000000000046005,"Beadle, SD",2017,All,All,All,All people,All,.0647,495,.3296,.1955,.7953,.0039,.0905,.0932,.0144,.0027,.2047
04000000000046007,"Bennett, SD",2017,All,All,All,All people,All,.0429,41,.3916,.1730,.3099,.0023,.0727,.0023,.4715,.1413,.6901
04000000000046009,"Bon Homme, SD",2017,All,All,All,All people,All,.0462,118,.2463,.1897,.8742,.0135,.0297,.0141,.0499,.0186,.1258
04000000000046011,"Brookings, SD",2017,All,All,All,All people,All,.0430,542,.4039,.4042,.9095,.0142,.0260,.0290,.0106,.0107,.0905
04000000000046013,"Brown, SD",2017,All,All,All,All people,All,.0725,1184,.3407,.2882,.8859,.0163,.0246,.0256,.0339,.0137,.1141
04000000000046015,"Brule, SD",2017,All,All,All,All people,All,.0751,163,.3198,.2544,.8477,.0000,.0254,.0032,.0985,.0252,.1523
04000000000046017,"Buffalo, SD",2017,All,All,All,All people,All,.1019,54,.5811,.0893,.1182,.0039,.0239,.0195,.8125,.0220,.8818
04000000000046019,"Butte, SD",2017,All,All,All,All people,All,.0489,204,.2546,.2081,.9181,.0063,.0350,.0000,.0176,.0231,.0819
04000000000046021,"Campbell, SD",2017,All,All,All,All people,All,.0087,6,.1478,.2365,.9723,.0000,.0014,.0000,.0104,.0159,.0277
04000000000046023,"Charles Mix, SD",2017,All,All,All,All people,All,.0631,201,.3210,.1723,.6328,.0005,.0307,.0033,.2993,.0334,.3672
04000000000046025,"Clark, SD",2017,All,All,All,All people,All,.0536,81,.2219,.1799,.9476,.0000,.0181,.0088,.0170,.0085,.0524
04000000000046027,"Clay, SD",2017,All,All,All,All people,All,.0434,230,.4842,.4925,.8821,.0146,.0274,.0246,.0288,.0225,.1179
04000000000046029,"Codington, SD",2017,All,All,All,All people,All,.0538,646,.3486,.2165,.9324,.0048,.0210,.0064,.0166,.0187,.0676
04000000000046031,"Corson, SD",2017,All,All,All,All people,All,.1340,166,.4657,.1774,.2933,.0045,.0074,.0022,.6742,.0184,.7067
04000000000046033,"Custer, SD",2017,All,All,All,All people,All,.0300,117,.1718,.2453,.9064,.0020,.0304,.0041,.0356,.0215,.0936
04000000000046035,"Davison, SD",2017,All,All,All,All people,All,.0446,388,.3925,.2395,.9166,.0060,.0245,.0009,.0300,.0220,.0834
04000000000046037,"Day, SD",2017,All,All,All,All people,All,.0347,89,.2704,.1858,.8631,.0000,.0201,.0013,.0997,.0157,.1369
04000000000046039,"Deuel, SD",2017,All,All,All,All people,All,.0169,31,.1782,.2006,.9682,.0000,.0276,.0000,.0007,.0035,.0318
04000000000046041,"Dewey, SD",2017,All,All,All,All people,All,.0995,164,.4157,.1460,.2035,.0012,.0131,.0007,.7711,.0103,.7965
04000000000046043,"Douglas, SD",2017,All,All,All,All people,All,.0393,50,.2305,.1887,.9490,.0000,.0058,.0003,.0272,.0177,.0510
04000000000046045,"Edmunds, SD",2017,All,All,All,All people,All,.0488,77,.1609,.2500,.9738,.0005,.0171,.0010,.0043,.0033,.0262
04000000000046047,"Fall River, SD",2017,All,All,All,All people,All,.0774,241,.2732,.2299,.8520,.0069,.0395,.0159,.0489,.0367,.1480
04000000000046049,"Faulk, SD",2017,All,All,All,All people,All,.0371,35,.2288,.2668,.9467,.0004,.0116,.0009,.0378,.0026,.0533
04000000000046051,"Grant, SD",2017,All,All,All,All people,All,.0293,94,.1630,.1490,.9386,.0000,.0182,.0011,.0343,.0077,.0614
04000000000046053,"Gregory, SD",2017,All,All,All,All people,All,.0551,107,.3031,.2111,.8836,.0000,.0147,.0052,.0701,.0264,.1164
04000000000046055,"Haakon, SD",2017,All,All,All,All people,All,.0246,22,.2150,.1781,.8872,.0005,.0053,.0000,.0768,.0302,.1128
04000000000046057,"Hamlin, SD",2017,All,All,All,All people,All,.0301,66,.1856,.2161,.9445,.0017,.0367,.0022,.0074,.0074,.0555
04000000000046059,"Hand, SD",2017,All,All,All,All people,All,.0381,57,.3051,.2456,.9791,.0003,.0073,.0021,.0000,.0112,.0209
04000000000046061,"Hanson, SD",2017,All,All,All,All people,All,.0085,9,.1169,.2184,.9389,.0461,.0000,.0000,.0112,.0038,.0611
04000000000046063,"Harding, SD",2017,All,All,All,All people,All,.0094,5,.2889,.3080,.9383,.0133,.0180,.0070,.0187,.0047,.0617
04000000000046065,"Hughes, SD",2017,All,All,All,All people,All,.0697,515,.3533,.3441,.8315,.0049,.0295,.0037,.1028,.0277,.1685
04000000000046067,"Hutchinson, SD",2017,All,All,All,All people,All,.0479,138,.2364,.2372,.9515,.0044,.0188,.0021,.0144,.0088,.0485
04000000000046069,"Hyde, SD",2017,All,All,All,All people,All,.0326,19,.1924,.1958,.8558,.0000,.0080,.0000,.0947,.0415,.1442
04000000000046071,"Jackson, SD",2017,All,All,All,All people,All,.0904,89,.3720,.2181,.4287,.0021,.0070,.0043,.5203,.0376,.5713
04000000000046073,"Jerauld, SD",2017,All,All,All,All people,All,.0285,26,.2634,.1932,.9626,.0000,.0221,.0000,.0044,.0108,.0374
04000000000046075,"Jones, SD",2017,All,All,All,All people,All,.0222,9,.2420,.1586,1.0000,.0000,.0000,.0000,.0000,.0000,.0000
04000000000046077,"Kingsbury, SD",2017,All,All,All,All people,All,.0352,82,.2028,.2220,.9506,.0000,.0214,.0156,.0052,.0072,.0494
04000000000046079,"Lake, SD",2017,All,All,All,All people,All,.0465,224,.2547,.3166,.9380,.0055,.0232,.0190,.0003,.0139,.0620
04000000000046081,"Lawrence, SD",2017,All,All,All,All people,All,.0857,934,.3583,.3087,.9135,.0094,.0316,.0107,.0223,.0126,.0865
04000000000046083,"Lincoln, SD",2017,All,All,All,All people,All,.0183,343,.2111,.4096,.9362,.0104,.0188,.0109,.0048,.0189,.0638
04000000000046085,"Lyman, SD",2017,All,All,All,All people,All,.0644,89,.3008,.1793,.5636,.0005,.0219,.0054,.3962,.0124,.4364
04000000000046087,"McCook, SD",2017,All,All,All,All people,All,.0280,61,.2498,.2149,.9463,.0082,.0316,.0000,.0051,.0089,.0537
04000000000046089,"McPherson, SD",2017,All,All,All,All people,All,.0373,38,.2061,.1531,.8981,.0013,.0216,.0059,.0664,.0068,.1019
04000000000046091,"Marshall, SD",2017,All,All,All,All people,All,.0375,68,.2819,.2361,.8378,.0048,.0740,.0002,.0733,.0099,.1622
04000000000046093,"Meade, SD",2017,All,All,All,All people,All,.0200,220,.2636,.2473,.8800,.0179,.0408,.0117,.0229,.0267,.1200
04000000000046095,"Mellette, SD",2017,All,All,All,All people,All,.1201,82,.3236,.1520,.4108,.0000,.0519,.0000,.5301,.0073,.5892
04000000000046097,"Miner, SD",2017,All,All,All,All people,All,.0152,15,.2152,.2005,.9517,.0102,.0208,.0031,.0013,.0129,.0483
04000000000046099,"Minnehaha, SD",2017,All,All,All,All people,All,.0547,4035,.3642,.3088,.8358,.0475,.0466,.0194,.0234,.0273,.1642
04000000000046101,"Moody, SD",2017,All,All,All,All people,All,.0435,116,.2417,.2394,.7765,.0055,.0365,.0209,.1084,.0522,.2235
04000000000046103,"Pennington, SD",2017,All,All,All,All people,All,.0506,2182,.3228,.2955,.8052,.0107,.0481,.0119,.0800,.0440,.1948
04000000000046105,"Perkins, SD",2017,All,All,All,All people,All,.0557,73,.2593,.1942,.9470,.0010,.0159,.0000,.0263,.0098,.0530
04000000000046107,"Potter, SD",2017,All,All,All,All people,All,.0078,8,.1737,.2224,.9305,.0000,.0229,.0121,.0233,.0112,.0695
04000000000046109,"Roberts, SD",2017,All,All,All,All people,All,.0437,164,.3206,.1745,.5770,.0048,.0280,.0013,.3601,.0289,.4230
04000000000046111,"Sanborn, SD",2017,All,All,All,All people,All,.0067,7,.2629,.1848,.9522,.0000,.0296,.0059,.0068,.0055,.0478
04000000000046113,"Shannon, SD",2017,All,All,All,All people,All,,,,,,,,,,,
04000000000046115,"Spink, SD",2017,All,All,All,All people,All,.0282,74,.2654,.2191,.9495,.0012,.0185,.0022,.0191,.0094,.0505
04000000000046117,"Stanley, SD",2017,All,All,All,All people,All,.0145,19,.2116,.2790,.8778,.0000,.0107,.0094,.0835,.0187,.1222
04000000000046119,"Sully, SD",2017,All,All,All,All people,All,.0216,13,.2313,.2489,.9547,.0000,.0094,.0000,.0151,.0209,.0453
04000000000046121,"Todd, SD",2017,All,All,All,All people,All,.2070,573,.5838,.1623,.0849,.0032,.0422,.0131,.7716,.0851,.9151
04000000000046123,"Tripp, SD",2017,All,All,All,All people,All,.0487,118,.3082,.2211,.8212,.0000,.0033,.0000,.1330,.0425,.1788
04000000000046125,"Turner, SD",2017,All,All,All,All people,All,.0375,132,.2186,.2257,.9570,.0036,.0209,.0000,.0053,.0131,.0430
04000000000046127,"Union, SD",2017,All,All,All,All people,All,.0325,204,.2679,.3063,.9279,.0070,.0295,.0103,.0065,.0187,.0721
04000000000046129,"Walworth, SD",2017,All,All,All,All people,All,.0371,85,.2875,.2235,.7984,.0047,.0196,.0245,.1218,.0309,.2016
04000000000046135,"Yankton, SD",2017,All,All,All,All people,All,.0564,524,.3468,.2753,.8944,.0181,.0371,.0074,.0229,.0200,.1056
04000000000046137,"Ziebach, SD",2017,All,All,All,All people,All,.1374,105,.4660,.1487,.2341,.0000,.0039,.0102,.7448,.0070,.7659
04000000000047001,"Anderson, TN",2017,All,All,All,All people,All,.0659,2010,.3255,.2376,.8958,.0343,.0266,.0144,.0013,.0276,.1042
04000000000047003,"Bedford, TN",2017,All,All,All,All people,All,.0585,998,.3181,.1565,.7775,.0659,.1180,.0044,.0012,.0330,.2225
