fips,state,fi_rate,total_fi_people,child_fi_rate,num_fi_children,cost_per_meal,est_annual_food_budget_shortfall,region
19035,IA,10.3,1200,16.6, 410 ,2.93,600000.0,M
19037,IA,10.0,1210,15.1, 430 ,2.81,581000.0,M
19039,IA,10.9,1010,18.0, 400 ,2.98,513000.0,M
19041,IA,11.8,1940,17.7, 660 ,2.99,989000.0,M
19043,IA,11.1,1960,16.9, 650 ,2.8,936000.0,M
19045,IA,12.1,5750,17.3, 1890 ,2.47,2423000.0,M
19047,IA,9.8,1670,17.2, 740 ,2.85,813000.0,M
19049,IA,7.6,6140,11.6, 2670 ,3.03,3179000.0,M
19051,IA,11.0,970,17.2, 440 ,2.5,413000.0,M
19053,IA,13.6,1100,18.6, 320 ,2.71,509000.0,M
19055,IA,9.3,1610,15.6, 650 ,2.81,772000.0,M
19057,IA,13.4,5320,19.4, 1760 ,2.6,2358000.0,M
19059,IA,10.0,1710,15.1, 490 ,2.96,863000.0,M
19061,IA,11.2,10840,16.0, 3570 ,2.9,5372000.0,M
19063,IA,10.4,1010,16.4, 340 ,3.11,537000.0,M
19065,IA,11.6,2340,17.5, 750 ,2.93,1171000.0,M
19067,IA,12.3,1960,19.6, 710 ,2.87,958000.0,M
19069,IA,10.6,1100,18.2, 430 ,2.85,535000.0,M
19071,IA,10.3,720,16.3, 250 ,2.89,355000.0,M
19073,IA,10.2,930,15.3, 310 ,2.96,469000.0,M
19075,IA,8.7,1080,13.0, 380 ,2.74,506000.0,M
19077,IA,9.9,1060,15.2, 360 ,2.99,540000.0,M
19079,IA,10.1,1530,14.9, 520 ,2.84,741000.0,M
19081,IA,9.4,1030,14.7, 360 ,2.85,501000.0,M
19083,IA,9.8,1680,14.5, 550 ,2.8,802000.0,M
19085,IA,10.1,1430,15.4, 500 ,2.94,719000.0,M
19087,IA,11.2,2220,17.4, 770 ,2.55,968000.0,M
19089,IA,10.5,980,15.8, 370 ,2.83,474000.0,M
19091,IA,11.1,1060,17.7, 400 ,2.72,492000.0,M
19093,IA,10.1,710,14.4, 230 ,2.9,351000.0,M
19095,IA,9.8,1580,15.5, 590 ,2.91,785000.0,M
19097,IA,11.1,2150,16.8, 730 ,2.76,1013000.0,M
19099,IA,10.4,3830,14.8, 1210 ,2.89,1887000.0,M
19101,IA,13.1,2340,18.3, 630 ,2.57,1028000.0,M
19103,IA,13.4,19310,13.7, 4010 ,2.99,9860000.0,M
19105,IA,10.6,2160,15.5, 690 ,2.78,1024000.0,M
19107,IA,11.0,1130,16.2, 370 ,2.84,547000.0,M
19109,IA,9.7,1470,15.3, 510 ,3.06,766000.0,M
19111,IA,13.5,4700,20.6, 1550 ,2.43,1950000.0,M
19113,IA,10.8,23690,14.9, 7790 ,2.87,11615000.0,M
19115,IA,8.6,960,15.0, 390 ,2.82,462000.0,M
19117,IA,10.5,900,14.7, 290 ,2.7,415000.0,M
19119,IA,7.3,860,12.4, 410 ,2.88,423000.0,M
19121,IA,9.8,1530,13.8, 560 ,2.98,778000.0,M
19123,IA,12.2,2730,17.0, 910 ,2.76,1287000.0,M
19125,IA,10.3,3430,14.4, 1140 ,2.89,1692000.0,M
19127,IA,9.4,3800,16.2, 1650 ,2.54,1649000.0,M
19129,IA,9.3,1390,13.9, 490 ,2.95,699000.0,M
19131,IA,8.9,950,13.9, 360 ,2.82,457000.0,M
19133,IA,12.8,1140,19.1, 340 ,2.9,563000.0,M
19135,IA,10.9,870,16.0, 310 ,2.57,381000.0,M
19137,IA,12.8,1310,20.0, 470 ,2.78,621000.0,M
19139,IA,8.9,3800,15.2, 1650 ,2.56,1658000.0,M
19141,IA,9.9,1390,14.9, 480 ,2.92,694000.0,M
19143,IA,9.5,580,15.8, 230 ,2.94,291000.0,M
19145,IA,12.1,1860,17.9, 560 ,2.92,928000.0,M
19147,IA,9.7,880,14.5, 300 ,3.03,456000.0,M
19149,IA,9.0,2250,15.2, 960 ,2.96,1137000.0,M
19151,IA,11.0,770,15.6, 240 ,2.77,363000.0,M
19153,IA,11.2,52160,15.7, 18410 ,2.99,26580000.0,M
19155,IA,10.5,9760,15.6, 3450 ,2.75,4580000.0,M
19157,IA,11.2,2060,15.4, 560 ,2.67,939000.0,M
19159,IA,10.6,530,14.7, 170 ,2.69,244000.0,M
19161,IA,9.8,980,14.6, 320 ,2.86,478000.0,M
19163,IA,12.0,20540,16.3, 6720 ,2.89,10142000.0,M
19165,IA,9.3,1090,14.6, 390 ,2.78,518000.0,M
19167,IA,7.4,2570,12.9, 1210 ,2.9,1272000.0,M
19169,IA,14.9,14280,13.3, 2150 ,2.97,7239000.0,M
19171,IA,9.8,1700,17.0, 710 ,2.73,793000.0,M
19173,IA,9.5,590,14.0, 200 ,2.85,287000.0,M
19175,IA,11.8,1480,16.7, 480 ,2.78,703000.0,M
19177,IA,10.9,800,19.3, 340 ,2.49,340000.0,M
19179,IA,12.6,4440,18.7, 1490 ,2.46,1864000.0,M
19181,IA,8.6,4200,13.6, 1650 ,2.99,2145000.0,M
19183,IA,9.7,2140,15.0, 830 ,2.74,1000000.0,M
19185,IA,12.0,770,19.4, 300 ,2.48,326000.0,M
19187,IA,13.4,4950,18.3, 1460 ,2.54,2144000.0,M
19189,IA,10.5,1110,15.6, 350 ,2.91,550000.0,M
19191,IA,9.5,1960,13.8, 530 ,2.94,983000.0,M
19193,IA,10.6,10900,16.3, 4390 ,2.94,5464000.0,M
19195,IA,10.0,750,16.0, 260 ,2.82,362000.0,M
19197,IA,10.3,1330,17.4, 520 ,2.75,625000.0,M
20001,KS,14.3,1830,20.9, 620 ,3.11,971000.0,M
20003,KS,13.9,1090,21.7, 430 ,3.2,595000.0,M
20005,KS,16.1,2640,22.9, 890 ,3.05,1374000.0,M
20007,KS,13.5,660,20.8, 240 ,3.07,346000.0,M
20009,KS,12.5,3380,19.7, 1280 ,2.83,1631000.0,M
20011,KS,15.4,2270,22.8, 860 ,2.93,1134000.0,M
20013,KS,13.0,1260,19.7, 490 ,2.9,624000.0,M
20015,KS,12.0,7970,18.9, 3250 ,3.08,4183000.0,M
20017,KS,12.0,320,18.6, 110 ,2.9,158000.0,M
20019,KS,13.6,470,21.6, 160 ,2.98,239000.0,M
20021,KS,13.4,2750,20.5, 1010 ,2.96,1389000.0,M
20023,KS,10.8,290,17.6, 100 ,3.06,151000.0,M
20025,KS,10.8,230,16.4, 80 ,2.84,112000.0,M
20027,KS,11.5,940,18.5, 360 ,2.98,478000.0,M
20029,KS,13.1,1210,18.9, 390 ,2.99,618000.0,M
20031,KS,12.9,1080,20.0, 360 ,2.88,530000.0,M
20033,KS,9.6,170,18.1, 70 ,3.03,88000.0,M
20035,KS,13.7,4880,20.2, 1730 ,2.83,2357000.0,M
20037,KS,16.6,6480,20.7, 1760 ,2.71,3000000.0,M
20039,KS,14.2,410,22.9, 130 ,3.1,217000.0,M
20041,KS,12.6,2410,18.5, 860 ,3.04,1249000.0,M
20043,KS,13.5,1050,20.8, 330 ,2.9,520000.0,M
20045,KS,15.9,18730,17.4, 3860 ,3.31,10566000.0,M
20047,KS,9.1,270,17.5, 120 ,2.87,132000.0,M
20049,KS,12.7,330,19.5, 100 ,3.04,171000.0,M
20051,KS,14.0,4030,16.8, 1050 ,2.95,2027000.0,M
20053,KS,11.9,750,17.9, 210 ,2.81,360000.0,M
20055,KS,7.6,2830,16.9, 1960 ,2.72,1316000.0,M
20057,KS,6.9,2390,16.9, 1790 ,2.85,1164000.0,M
20059,KS,12.8,3270,19.7, 1240 ,3.14,1751000.0,M
20061,KS,17.4,6240,21.6, 2400 ,3.07,3269000.0,M
20063,KS,10.8,280,16.3, 90 ,3.06,146000.0,M
20065,KS,12.8,330,18.9, 100 ,2.98,168000.0,M
20067,KS,4.8,370,13.8, 340 ,2.71,171000.0,M
20069,KS,8.6,520,15.5, 270 ,2.77,246000.0,M
20071,KS,9.7,120,17.7, 50 ,3.19,65000.0,M
20073,KS,13.2,820,19.7, 260 ,2.91,407000.0,M
20075,KS,7.7,200,15.3, 120 ,2.8,96000.0,M
20077,KS,13.4,770,20.3, 280 ,2.86,375000.0,M
20079,KS,11.6,4020,18.1, 1560 ,2.99,2053000.0,M
20081,KS,8.0,330,16.9, 200 ,2.74,154000.0,M
20083,KS,10.4,200,17.2, 70 ,2.78,95000.0,M
20085,KS,11.5,1530,17.2, 590 ,3.02,790000.0,M
20087,KS,10.8,2050,17.9, 790 ,3.2,1118000.0,M
20089,KS,12.7,380,21.5, 120 ,3.0,195000.0,M
20091,KS,10.2,58910,14.9, 21620 ,3.33,33428000.0,M
20093,KS,7.9,310,15.5, 180 ,2.73,145000.0,M
20095,KS,11.0,830,17.4, 300 ,2.89,409000.0,M
20097,KS,11.3,290,15.7, 90 ,2.87,142000.0,M
20099,KS,15.2,3120,22.9, 1120 ,3.11,1655000.0,M
20101,KS,11.1,190,17.9, 70 ,2.75,89000.0,M
20103,KS,12.5,9920,18.0, 3440 ,2.97,5022000.0,M
20105,KS,10.7,330,16.2, 110 ,2.77,156000.0,M
20107,KS,15.0,1440,21.8, 480 ,3.03,745000.0,M
20109,KS,10.6,300,15.4, 100 ,3.0,153000.0,M
20111,KS,13.5,4510,19.1, 1430 ,2.71,2086000.0,M
20113,KS,11.0,3180,16.2, 1080 ,3.05,1657000.0,M
20115,KS,11.7,1420,17.6, 460 ,2.88,698000.0,M
20117,KS,11.3,1110,17.2, 400 ,3.11,590000.0,M
20119,KS,10.1,430,18.4, 210 ,2.77,204000.0,M
20121,KS,11.0,3610,16.9, 1410 ,3.39,2087000.0,M
20123,KS,13.2,820,18.8, 260 ,3.0,420000.0,M
20125,KS,15.4,5150,22.4, 1760 ,3.08,2711000.0,M
20127,KS,11.2,630,17.4, 210 ,3.02,324000.0,M
20129,KS,9.7,280,15.4, 110 ,2.89,138000.0,M
20131,KS,11.7,1180,17.1, 450 ,2.97,597000.0,M
20133,KS,16.0,2590,26.3, 1060 ,2.94,1297000.0,M
20135,KS,9.6,290,16.6, 110 ,2.8,139000.0,M
20137,KS,11.4,630,19.8, 210 ,3.18,342000.0,M
20139,KS,12.8,2040,18.9, 700 ,3.01,1046000.0,M
20141,KS,13.5,500,21.2, 170 ,2.99,255000.0,M
20143,KS,11.0,650,18.6, 270 ,2.8,310000.0,M
20145,KS,11.6,790,15.7, 200 ,2.89,390000.0,M
20147,KS,11.0,600,17.3, 220 ,3.19,326000.0,M
20149,KS,10.6,2470,16.4, 1110 ,2.87,1208000.0,M
20151,KS,11.6,1120,17.0, 400 ,2.81,536000.0,M
20153,KS,10.5,270,15.5, 80 ,3.05,141000.0,M
20155,KS,13.2,8350,20.0, 2900 ,2.76,3934000.0,M
20157,KS,12.3,580,19.7, 180 ,3.06,303000.0,M
20159,KS,12.6,1240,19.7, 440 ,2.81,595000.0,M
20161,KS,17.5,13240,18.0, 2300 ,3.82,8628000.0,M
20163,KS,12.2,630,18.6, 220 ,2.96,318000.0,M
20165,KS,10.8,340,15.0, 100 ,2.88,167000.0,M
20167,KS,12.8,890,20.2, 300 ,2.93,445000.0,M
20169,KS,12.4,6860,18.2, 2420 ,2.76,3231000.0,M
20171,KS,7.3,360,13.0, 160 ,2.78,171000.0,M
20173,KS,13.8,70300,19.6, 26260 ,2.88,34536000.0,M
20175,KS,7.1,1640,18.2, 1310 ,2.79,782000.0,M
20177,KS,13.3,23680,18.4, 7930 ,2.92,11804000.0,M
20179,KS,9.4,230,15.5, 90 ,3.04,119000.0,M
20181,KS,12.7,760,20.0, 290 ,3.05,395000.0,M
20183,KS,12.5,460,20.7, 150 ,3.12,245000.0,M
20185,KS,10.7,460,18.5, 190 ,2.79,219000.0,M
20187,KS,6.9,150,14.4, 90 ,2.81,72000.0,M
20189,KS,8.6,500,18.4, 320 ,2.88,246000.0,M
20191,KS,12.3,2870,18.4, 1080 ,2.86,1399000.0,M
20193,KS,11.4,900,15.5, 270 ,2.97,456000.0,M
20195,KS,10.4,300,15.2, 90 ,2.98,153000.0,M
20197,KS,9.7,670,15.9, 270 ,2.98,340000.0,M
20199,KS,10.7,170,18.1, 80 ,3.01,87000.0,M
20201,KS,11.2,630,17.8, 230 ,3.33,358000.0,M
20203,KS,6.7,140,12.5, 70 ,2.78,67000.0,M
20205,KS,14.5,1280,22.7, 480 ,3.08,673000.0,M
20207,KS,15.3,490,23.5, 160 ,2.85,239000.0,M
20209,KS,16.3,26570,22.3, 10210 ,2.94,13328000.0,M
21001,KY,15.4,2980,20.7, 810 ,2.6,1322000.0,S
21003,KY,14.0,2880,19.2, 940 ,2.96,1454000.0,S
21005,KY,11.5,2530,15.4, 820 ,2.75,1185000.0,S
21007,KY,15.1,1230,22.2, 400 ,2.67,561000.0,S
21009,KY,15.6,6750,21.2, 2180 ,2.66,3061000.0,S
21011,KY,16.8,2050,23.3, 720 ,2.71,948000.0,S
21013,KY,21.8,5970,28.3, 1660 ,2.79,2841000.0,S
21015,KY,9.7,12380,13.6, 4630 ,2.92,6167000.0,S
21017,KY,13.9,2780,17.8, 810 ,2.78,1321000.0,S
21019,KY,15.6,7550,21.6, 2230 ,2.68,3457000.0,S
21021,KY,14.3,4240,17.0, 1020 ,2.46,1780000.0,S
21023,KY,15.0,1250,20.0, 410 ,2.96,632000.0,S
21025,KY,20.5,2720,28.5, 790 ,2.79,1295000.0,S
21027,KY,13.9,2770,18.9, 870 ,2.61,1235000.0,S
21029,KY,10.2,8020,14.7, 2640 ,2.87,3934000.0,S
21031,KY,14.8,1880,22.6, 650 ,2.66,855000.0,S
21033,KY,14.3,1820,18.4, 520 ,2.69,834000.0,S
21035,KY,15.6,6030,18.2, 1280 ,3.09,3183000.0,S
21037,KY,12.4,11350,16.0, 3160 ,3.05,5903000.0,S
21039,KY,14.1,690,22.1, 240 ,2.64,311000.0,S
21041,KY,16.0,1710,23.9, 650 ,2.49,728000.0,S
21043,KY,16.8,4610,23.9, 1470 ,3.09,2432000.0,S
21045,KY,15.1,2390,20.9, 750 ,2.52,1027000.0,S
21047,KY,18.4,13350,19.7, 3930 ,2.68,6108000.0,S
21049,KY,13.5,4830,17.5, 1430 ,2.74,2261000.0,S
21051,KY,21.6,4520,29.6, 1320 ,2.53,1951000.0,S
21053,KY,15.3,1570,20.1, 470 ,2.64,708000.0,S
21055,KY,13.3,1220,19.4, 400 ,2.61,542000.0,S
21057,KY,15.5,1040,17.8, 260 ,2.65,470000.0,S
21059,KY,13.5,13450,17.7, 4280 ,2.57,5894000.0,S
21061,KY,14.3,1730,20.0, 470 ,2.69,794000.0,S
21063,KY,20.9,1570,29.2, 410 ,2.79,747000.0,S
21065,KY,17.9,2580,24.5, 760 ,2.8,1233000.0,S
21067,KY,15.3,48330,16.2, 10790 ,2.97,24456000.0,S
21069,KY,15.0,2170,20.4, 720 ,2.7,999000.0,S
21071,KY,19.1,7150,26.8, 2190 ,3.01,3675000.0,S
21073,KY,13.6,6800,16.5, 1740 ,2.92,3384000.0,S
21075,KY,21.0,1310,23.9, 310 ,2.59,580000.0,S
21077,KY,12.0,1030,17.1, 370 ,2.87,505000.0,S
21079,KY,13.0,2240,19.4, 740 ,2.71,1037000.0,S
21081,KY,14.9,3690,21.7, 1460 ,2.52,1589000.0,S
21083,KY,14.3,5320,19.2, 1740 ,2.54,2304000.0,S
21085,KY,16.5,4310,23.3, 1480 ,2.51,1844000.0,S
21087,KY,14.1,1550,17.4, 410 ,2.6,687000.0,S
21089,KY,14.4,5180,21.2, 1650 ,2.99,2643000.0,S
21091,KY,12.9,1120,18.9, 420 ,2.61,499000.0,S
21093,KY,14.2,15260,17.2, 4610 ,2.67,6956000.0,S
21095,KY,21.4,5910,28.3, 1780 ,2.69,2717000.0,S
21097,KY,13.4,2500,17.5, 760 ,2.93,1249000.0,S
21099,KY,15.1,2800,19.4, 890 ,2.63,1257000.0,S
21101,KY,15.5,7170,19.5, 2100 ,2.57,3148000.0,S
21103,KY,13.6,2130,18.6, 690 ,2.76,1003000.0,S
21105,KY,14.4,670,17.6, 160 ,2.69,308000.0,S
21107,KY,14.3,6570,18.8, 2010 ,2.69,3017000.0,S
21109,KY,19.4,2590,27.5, 840 ,2.65,1171000.0,S
21111,KY,15.3,116790,16.7, 28770 ,2.92,58258000.0,S
21113,KY,13.9,7160,18.3, 2350 ,2.84,3468000.0,S
21115,KY,17.2,3970,21.9, 1140 ,2.89,1961000.0,S
21117,KY,12.5,20440,16.3, 6460 ,2.97,10368000.0,S
21119,KY,19.1,3000,28.4, 930 ,2.87,1470000.0,S
21121,KY,20.6,6460,27.2, 2030 ,2.62,2893000.0,S
21123,KY,13.2,1870,18.3, 580 ,2.65,845000.0,S
21125,KY,16.3,9740,23.1, 3240 ,2.47,4104000.0,S
21127,KY,17.3,2740,23.3, 860 ,2.75,1284000.0,S
21129,KY,19.7,1320,27.5, 380 ,2.71,610000.0,S
21131,KY,20.5,2180,26.6, 610 ,2.74,1020000.0,S
21133,KY,19.3,4430,27.6, 1370 ,2.84,2146000.0,S
21135,KY,18.0,2440,24.7, 740 ,2.73,1135000.0,S
21137,KY,15.8,3860,21.1, 1220 ,2.53,1664000.0,S
21139,KY,14.5,1340,20.2, 390 ,2.68,613000.0,S
21141,KY,14.4,3860,17.2, 1090 ,2.61,1722000.0,S
21143,KY,12.7,1050,18.5, 220 ,2.71,485000.0,S
21145,KY,15.6,10210,19.2, 2770 ,2.66,4640000.0,S
21147,KY,21.3,3780,27.4, 1100 ,2.55,1645000.0,S
21149,KY,13.5,1260,20.9, 470 ,2.57,552000.0,S
21151,KY,15.2,13400,16.9, 3160 ,2.84,6483000.0,S
21153,KY,22.5,2880,31.5, 940 ,2.9,1424000.0,S
21155,KY,14.1,2720,17.8, 850 ,2.59,1202000.0,S
21157,KY,11.8,3660,16.8, 1080 ,2.88,1801000.0,S
21159,KY,18.6,2260,23.7, 590 ,2.87,1106000.0,S
21161,KY,15.6,2670,20.2, 810 ,2.84,1293000.0,S
21163,KY,12.5,3560,16.8, 1150 ,2.86,1734000.0,S
21165,KY,15.4,990,24.5, 330 ,2.69,455000.0,S
21167,KY,13.5,2890,18.0, 860 ,2.66,1312000.0,S
21169,KY,14.4,1440,20.3, 480 ,2.63,645000.0,S
21171,KY,14.7,1560,20.6, 500 ,2.74,729000.0,S
21173,KY,16.4,4520,21.5, 1430 ,2.67,2059000.0,S
21175,KY,17.3,2300,24.5, 610 ,2.77,1089000.0,S
21177,KY,15.3,4770,21.3, 1400 ,2.52,2054000.0,S
21179,KY,11.4,5170,15.2, 1680 ,2.8,2472000.0,S
21181,KY,16.8,1180,26.1, 430 ,2.71,545000.0,S
21183,KY,14.8,3570,22.9, 1300 ,2.43,1483000.0,S
21185,KY,7.6,4940,11.7, 1950 ,3.0,2526000.0,S
21187,KY,12.9,1380,16.5, 420 ,2.81,662000.0,S
21189,KY,20.0,900,24.2, 230 ,2.76,424000.0,S
21191,KY,12.5,1820,18.0, 590 ,2.96,918000.0,S
21193,KY,17.8,4870,23.4, 1420 ,2.79,2322000.0,S
21195,KY,17.6,10850,24.4, 3160 ,2.91,5387000.0,S
21197,KY,16.6,2050,21.7, 650 ,2.71,948000.0,S
21199,KY,16.3,10400,21.3, 3050 ,2.46,4358000.0,S
21201,KY,17.5,380,28.6, 130 ,2.69,174000.0,S
21203,KY,14.8,2490,20.9, 780 ,2.56,1089000.0,S
21205,KY,17.6,4290,22.1, 1030 ,2.69,1971000.0,S
21207,KY,16.4,2910,23.3, 930 ,2.52,1252000.0,S
21209,KY,11.3,5930,14.9, 2020 ,2.99,3029000.0,S
21211,KY,11.1,5100,15.0, 1640 ,2.84,2474000.0,S
21213,KY,15.0,2680,19.7, 860 ,2.93,1342000.0,S
21215,KY,9.3,1670,13.1, 540 ,2.91,829000.0,S
21217,KY,16.3,4130,22.2, 1260 ,2.56,1803000.0,S
21219,KY,14.5,1800,18.2, 610 ,2.78,853000.0,S
21221,KY,13.5,1920,19.9, 620 ,2.82,925000.0,S
21223,KY,12.2,1060,18.8, 370 ,2.66,481000.0,S
21225,KY,17.3,2580,20.0, 610 ,2.64,1164000.0,S
21227,KY,14.8,18320,17.3, 4850 ,2.73,8531000.0,S
21229,KY,12.7,1530,16.4, 460 ,2.61,680000.0,S
21231,KY,16.5,3420,22.6, 1050 ,2.6,1517000.0,S
21233,KY,14.7,1940,22.1, 670 ,2.62,866000.0,S
21235,KY,16.4,5910,22.0, 1920 ,2.63,2652000.0,S
21237,KY,21.8,1580,28.0, 480 ,2.74,738000.0,S
21239,KY,11.5,2960,17.7, 1040 ,3.05,1538000.0,S
22001,LA,15.1,9430,23.0, 3840 ,3.1,4988000.0,S
22003,LA,12.9,3320,21.4, 1210 ,2.8,1587000.0,S
22005,LA,10.2,12150,17.4, 5670 ,3.36,6966000.0,S
22007,LA,14.7,3350,22.4, 1160 ,2.96,1694000.0,S
22009,LA,17.4,7140,24.1, 2370 ,3.01,3666000.0,S
22011,LA,12.3,4500,20.6, 1870 ,3.0,2307000.0,S
22013,LA,18.8,2590,25.4, 780 ,3.03,1338000.0,S
22015,LA,13.3,16690,20.1, 6360 ,3.01,8580000.0,S
22017,LA,19.7,49490,24.4, 14830 ,3.05,25750000.0,S
22019,LA,13.6,27110,20.3, 10040 ,3.08,14238000.0,S
22021,LA,15.8,1580,24.2, 560 ,2.93,789000.0,S
22023,LA,6.4,430,15.5, 250 ,2.97,218000.0,S
22025,LA,17.1,1720,24.6, 540 ,2.88,844000.0,S
22027,LA,21.4,3490,26.7, 790 ,3.03,1805000.0,S
22029,LA,22.0,4440,29.2, 1420 ,2.98,2258000.0,S
22031,LA,18.1,4920,26.4, 1750 ,2.9,2433000.0,S
22033,LA,17.2,76910,20.2, 20550 ,3.23,42387000.0,S
22035,LA,33.1,2420,39.6, 530 ,2.95,1219000.0,S
22037,LA,15.6,3040,20.1, 760 ,3.22,1668000.0,S
22039,LA,17.8,6000,25.3, 2170 ,3.02,3093000.0,S
22041,LA,20.1,4090,28.3, 1470 ,2.78,1942000.0,S
22043,LA,14.6,3260,23.5, 1140 ,2.96,1649000.0,S
22045,LA,17.1,12520,24.6, 4780 ,2.93,6266000.0,S
22047,LA,17.4,5760,22.7, 1600 ,3.12,3071000.0,S
22049,LA,16.8,2670,24.6, 860 ,2.98,1359000.0,S
22051,LA,12.7,55720,20.7, 19840 ,3.33,31700000.0,S
22053,LA,13.9,4370,21.5, 1730 ,3.07,2291000.0,S
22055,LA,14.0,33320,19.9, 11320 ,3.18,18109000.0,S
22057,LA,11.9,11630,20.8, 4810 ,3.18,6313000.0,S
22059,LA,14.4,2150,24.1, 830 ,2.83,1039000.0,S
22061,LA,21.0,10000,22.8, 2190 ,3.16,5398000.0,S
22063,LA,9.3,12740,18.7, 6730 ,3.19,6942000.0,S
22065,LA,26.3,3060,30.2, 850 ,2.91,1518000.0,S
22067,LA,21.7,5690,27.6, 1790 ,2.72,2642000.0,S
22069,LA,22.3,8690,26.1, 2430 ,3.02,4480000.0,S
22071,LA,21.8,84580,23.9, 18850 ,3.64,52527000.0,S
22073,LA,18.6,29080,24.4, 9740 ,3.05,15154000.0,S
22075,LA,13.5,3150,20.3, 1250 ,3.19,1714000.0,S
22077,LA,15.2,3390,21.4, 1080 ,3.18,1842000.0,S
22079,LA,16.6,21900,22.5, 7480 ,2.81,10506000.0,S
22081,LA,16.3,1430,20.8, 440 ,3.01,736000.0,S
22083,LA,19.5,4030,27.3, 1370 ,2.99,2055000.0,S
22085,LA,13.7,3320,22.1, 1290 ,3.03,1716000.0,S
22087,LA,13.8,6210,21.8, 2650 ,3.23,3422000.0,S
22089,LA,11.0,5790,17.7, 2350 ,3.4,3359000.0,S
22091,LA,20.0,2100,25.0, 590 ,3.21,1151000.0,S
22093,LA,16.7,3580,21.7, 1090 ,3.12,1904000.0,S
22095,LA,17.1,7460,21.2, 2310 ,3.32,4222000.0,S
22097,LA,19.9,16660,27.0, 6150 ,2.92,8290000.0,S
22099,LA,14.5,7800,22.6, 3010 ,3.24,4315000.0,S
22101,LA,17.2,9070,23.8, 3060 ,3.09,4777000.0,S
22103,LA,9.2,22850,17.4, 10590 ,3.47,13547000.0,S
22105,LA,16.2,20870,23.5, 7490 ,3.21,11431000.0,S
22107,LA,25.7,1230,31.5, 370 ,2.91,611000.0,S
22109,LA,14.1,16000,22.2, 6450 ,3.03,8280000.0,S
22111,LA,14.6,3300,25.0, 1270 ,2.97,1671000.0,S
22113,LA,13.0,7780,21.4, 3350 ,2.94,3905000.0,S
22115,LA,14.3,7430,22.5, 3000 ,3.06,3884000.0,S
22117,LA,17.7,8230,24.5, 2750 ,3.16,4443000.0,S
22119,LA,18.6,7430,26.2, 2410 ,3.04,3860000.0,S
22121,LA,14.9,3800,20.5, 1270 ,3.36,2179000.0,S
22123,LA,16.6,1870,28.7, 760 ,2.83,904000.0,S
22125,LA,14.4,2210,20.6, 530 ,3.18,1201000.0,S
22127,LA,19.0,2780,27.0, 850 ,2.99,1417000.0,S
23001,ME,14.2,15240,19.8, 4650 ,3.5,9095000.0,N
23003,ME,15.4,10620,21.9, 2810 ,3.5,6338000.0,N
23005,ME,12.2,35420,16.6, 9310 ,3.93,23733000.0,N
23007,ME,12.8,3870,18.7, 1040 ,3.52,2326000.0,N
23009,ME,12.9,7040,19.1, 1820 ,3.84,4618000.0,N
23011,ME,13.5,16410,19.8, 4740 ,3.5,9808000.0,N
23013,ME,12.3,4880,18.5, 1350 ,3.91,3254000.0,N
23015,ME,12.1,4130,18.9, 1100 ,4.06,2859000.0,N
23017,ME,13.4,7690,21.0, 2350 ,3.44,4511000.0,N
23019,ME,14.4,21890,20.1, 5680 ,3.45,12873000.0,N
23021,ME,14.8,2520,22.5, 660 ,3.67,1579000.0,N
23023,ME,11.8,4140,19.2, 1310 ,4.06,2869000.0,N
23025,ME,15.0,7670,23.0, 2320 ,3.26,4273000.0,N
23027,ME,13.0,5120,19.8, 1500 ,3.93,3433000.0,N
23029,ME,15.1,4820,22.4, 1350 ,3.42,2815000.0,N
23031,ME,11.3,22770,16.6, 6560 ,3.81,14811000.0,N
24001,MD,12.5,9070,20.9, 2670 ,2.85,4408000.0,N
24003,MD,7.0,39760,13.1, 16560 ,3.34,22635000.0,N
24005,MD,11.0,91410,14.9, 26610 ,3.12,48724000.0,N
24009,MD,6.1,5580,12.8, 2790 ,3.85,3665000.0,N
24011,MD,11.1,3630,19.5, 1530 ,3.12,1931000.0,N
24013,MD,5.4,8950,13.4, 4990 ,3.43,5235000.0,N
24015,MD,8.6,8790,16.4, 3910 ,3.05,4577000.0,N
24017,MD,10.7,16660,13.3, 5110 ,3.21,9121000.0,N
24019,MD,13.9,4510,20.4, 1400 ,2.97,2284000.0,N
24021,MD,6.4,15800,13.5, 7900 ,3.27,8816000.0,N
24023,MD,9.2,2720,18.8, 1070 ,3.2,1485000.0,N
24025,MD,7.6,18970,14.1, 8020 ,3.25,10516000.0,N
24027,MD,6.4,20100,11.8, 9050 ,3.71,12731000.0,N
24029,MD,10.8,2120,18.7, 600 ,3.23,1169000.0,N
24031,MD,6.1,63380,12.3, 30070 ,3.75,40564000.0,N
24033,MD,13.3,120230,13.5, 27440 ,3.12,63940000.0,N
24035,MD,6.2,3020,13.8, 1500 ,3.86,1991000.0,N
24037,MD,8.3,9240,14.8, 4060 ,3.16,4981000.0,N
24039,MD,18.3,4730,24.7, 1070 ,3.04,2450000.0,N
24041,MD,8.9,3340,16.1, 1110 ,3.16,1804000.0,N
24043,MD,10.8,16220,18.1, 6030 ,2.98,8237000.0,N
24045,MD,14.1,14350,19.1, 4290 ,3.01,7381000.0,N
24047,MD,11.7,6040,20.0, 1830 ,3.35,3449000.0,N
24510,MD,21.3,131860,21.8, 28340 ,3.32,74689000.0,N
