fips,state,fi_rate,total_fi_people,child_fi_rate,num_fi_children,cost_per_meal,est_annual_food_budget_shortfall,region
13023,GA,17.1,2190,24.7, 670 ,2.96,1106000.0,S
13025,GA,13.3,2450,23.8, 1070 ,3.07,1284000.0,S
13027,GA,16.2,2540,24.7, 840 ,3.0,1298000.0,S
13029,GA,11.2,3890,18.4, 1880 ,3.39,2248000.0,S
13031,GA,19.6,14470,23.3, 3460 ,3.03,7479000.0,S
13033,GA,21.2,4810,28.5, 1690 ,2.69,2206000.0,S
13035,GA,16.4,3850,23.1, 1150 ,3.59,2362000.0,S
13037,GA,22.4,1460,25.2, 300 ,2.95,736000.0,S
13039,GA,13.0,6780,20.6, 2660 ,3.24,3749000.0,S
13043,GA,17.4,1900,25.7, 710 ,2.9,939000.0,S
13045,GA,14.0,16130,21.6, 6010 ,2.86,7876000.0,S
13047,GA,9.5,6250,18.4, 2850 ,2.86,3047000.0,S
13049,GA,15.2,1970,24.6, 620 ,3.27,1101000.0,S
13051,GA,16.6,47310,20.5, 12900 ,3.28,26490000.0,S
13053,GA,16.4,1820,22.0, 540 ,3.12,970000.0,S
13055,GA,14.3,3560,23.1, 1300 ,2.87,1745000.0,S
13057,GA,7.5,17630,16.2, 9790 ,3.13,9415000.0,S
13059,GA,20.6,25440,24.2, 5200 ,3.13,13609000.0,S
13061,GA,27.4,830,33.9, 240 ,2.96,419000.0,S
13063,GA,21.1,57790,22.6, 17490 ,2.7,26578000.0,S
13065,GA,20.6,1400,27.1, 490 ,2.84,679000.0,S
13067,GA,11.1,81880,16.5, 29680 ,3.3,46090000.0,S
13069,GA,15.8,6810,23.4, 2480 ,2.65,3083000.0,S
13071,GA,14.8,6780,23.7, 2900 ,2.81,3252000.0,S
13073,GA,9.1,13050,16.2, 6040 ,2.99,6649000.0,S
13075,GA,16.2,2780,22.3, 1000 ,2.96,1404000.0,S
13077,GA,10.5,14480,18.1, 6370 ,3.1,7649000.0,S
13079,GA,14.3,1770,21.4, 570 ,2.93,884000.0,S
13081,GA,21.2,4870,25.4, 1450 ,2.83,2353000.0,S
13083,GA,11.2,1820,21.2, 660 ,3.05,947000.0,S
13085,GA,8.4,1970,18.2, 910 ,3.43,1152000.0,S
13087,GA,18.9,5110,22.8, 1520 ,3.02,2636000.0,S
13089,GA,17.9,131820,20.6, 35730 ,3.17,71349000.0,S
13091,GA,17.3,3650,24.2, 1040 ,2.86,1779000.0,S
13093,GA,18.9,2660,22.5, 590 ,2.94,1333000.0,S
13095,GA,25.5,23360,27.1, 6130 ,2.9,11553000.0,S
13097,GA,14.9,20920,18.2, 6780 ,2.95,10520000.0,S
13099,GA,20.7,2160,26.0, 670 ,3.09,1140000.0,S
13101,GA,11.5,460,20.2, 230 ,2.9,228000.0,S
13103,GA,9.6,5500,17.4, 2670 ,3.01,2822000.0,S
13105,GA,16.1,3110,23.4, 990 ,2.99,1588000.0,S
13107,GA,19.6,4420,27.6, 1570 ,2.58,1944000.0,S
13109,GA,16.1,1730,23.8, 680 ,3.03,893000.0,S
13111,GA,10.8,2640,19.9, 850 ,3.11,1402000.0,S
13113,GA,8.4,9260,14.8, 3890 ,3.25,5137000.0,S
13115,GA,13.3,12820,21.2, 4810 ,2.8,6135000.0,S
13117,GA,5.3,11110,14.7, 8910 ,3.41,6461000.0,S
13119,GA,14.8,3310,23.6, 1170 ,2.88,1626000.0,S
13121,GA,16.7,168680,19.4, 44690 ,3.61,103936000.0,S
13123,GA,10.6,3130,23.8, 1430 ,2.89,1543000.0,S
13125,GA,10.8,330,17.6, 120 ,2.73,154000.0,S
13127,GA,15.1,12580,22.5, 4290 ,3.33,7142000.0,S
13129,GA,11.0,6230,22.2, 3170 ,2.68,2851000.0,S
13131,GA,16.5,4140,24.7, 1560 ,2.74,1934000.0,S
13133,GA,16.2,2710,23.4, 760 ,3.22,1487000.0,S
13135,GA,10.2,90640,17.1, 42210 ,2.93,45246000.0,S
13137,GA,9.8,4280,19.9, 1990 ,2.88,2106000.0,S
13139,GA,8.0,15340,18.8, 9550 ,3.0,7847000.0,S
13141,GA,23.7,2060,29.6, 370 ,2.89,1015000.0,S
13143,GA,12.7,3650,22.3, 1550 ,2.95,1836000.0,S
13145,GA,8.8,2940,16.0, 1170 ,3.31,1663000.0,S
13147,GA,13.4,3430,20.7, 1120 ,2.76,1614000.0,S
13149,GA,13.4,1560,22.0, 590 ,3.01,802000.0,S
13151,GA,13.7,29740,18.0, 10450 ,2.97,15054000.0,S
13153,GA,14.6,21890,20.5, 7960 ,2.94,10988000.0,S
13155,GA,17.8,1650,25.6, 520 ,2.79,785000.0,S
13157,GA,9.0,5770,17.2, 2800 ,3.48,3430000.0,S
13159,GA,13.8,1890,20.9, 680 ,2.9,936000.0,S
13161,GA,13.5,2030,22.5, 910 ,2.72,944000.0,S
13163,GA,21.4,3420,26.9, 1030 ,2.9,1693000.0,S
13165,GA,19.9,1780,27.7, 600 ,2.9,880000.0,S
13167,GA,16.8,1650,24.0, 480 ,2.81,791000.0,S
13169,GA,12.4,3540,19.4, 1330 ,2.62,1582000.0,S
13171,GA,16.6,3040,23.4, 900 ,2.99,1550000.0,S
13173,GA,17.9,1860,23.6, 620 ,2.95,935000.0,S
13175,GA,19.6,9290,25.3, 2980 ,2.95,4674000.0,S
13177,GA,11.3,3320,18.5, 1450 ,3.17,1797000.0,S
13179,GA,17.3,10720,20.4, 3640 ,2.93,5360000.0,S
13181,GA,16.9,1310,25.1, 380 ,2.96,662000.0,S
13183,GA,13.9,2490,21.7, 1100 ,2.86,1214000.0,S
13185,GA,18.8,21370,22.3, 6100 ,3.05,11106000.0,S
13187,GA,12.4,3910,19.6, 1150 ,3.11,2077000.0,S
13189,GA,19.8,4250,27.3, 1550 ,2.69,1948000.0,S
13191,GA,15.9,2230,22.7, 570 ,3.08,1173000.0,S
13193,GA,22.8,3110,26.1, 690 ,2.95,1564000.0,S
13195,GA,11.7,3340,20.9, 1380 ,3.18,1814000.0,S
13197,GA,17.8,1520,25.0, 470 ,2.95,764000.0,S
13199,GA,18.3,3870,23.6, 1100 ,3.16,2087000.0,S
13201,GA,17.1,1010,24.9, 340 ,2.99,515000.0,S
13205,GA,20.5,4630,25.7, 1370 ,2.72,2148000.0,S
13207,GA,12.3,3310,16.9, 940 ,2.92,1649000.0,S
13209,GA,15.3,1370,22.7, 440 ,2.72,637000.0,S
13211,GA,12.3,2210,19.2, 790 ,3.02,1140000.0,S
13213,GA,11.2,4410,22.6, 2260 ,2.69,2024000.0,S
13215,GA,19.7,39230,23.4, 11550 ,3.18,21294000.0,S
13217,GA,16.1,16920,20.5, 5790 ,2.87,8284000.0,S
13219,GA,6.8,2460,15.7, 1510 ,3.43,1438000.0,S
13221,GA,12.6,1850,22.5, 720 ,3.25,1027000.0,S
13223,GA,9.9,15120,17.0, 7120 ,3.01,7763000.0,S
13225,GA,17.1,4630,21.7, 1280 ,3.31,2618000.0,S
13227,GA,8.4,2560,17.6, 1090 ,3.25,1421000.0,S
13229,GA,12.9,2470,22.1, 1070 ,2.73,1149000.0,S
13231,GA,10.2,1830,18.3, 800 ,2.99,935000.0,S
13233,GA,12.8,5310,22.9, 2470 ,2.78,2522000.0,S
13235,GA,17.5,2000,25.7, 500 ,2.91,993000.0,S
13237,GA,13.7,2940,21.4, 900 ,2.8,1406000.0,S
13239,GA,19.6,420,27.8, 100 ,3.05,219000.0,S
13241,GA,11.7,1910,23.2, 660 ,2.85,930000.0,S
13243,GA,24.9,1790,32.5, 540 ,3.07,937000.0,S
13245,GA,21.4,43130,24.8, 11710 ,2.92,21526000.0,S
13247,GA,16.2,14350,20.0, 4520 ,2.93,7173000.0,S
13249,GA,16.5,850,24.0, 320 ,2.86,414000.0,S
13251,GA,18.8,2640,25.6, 790 ,2.96,1333000.0,S
13253,GA,18.4,1570,26.7, 490 ,3.07,824000.0,S
13255,GA,17.5,11220,24.2, 3760 ,3.07,5870000.0,S
13257,GA,13.4,3440,21.7, 1250 ,2.77,1625000.0,S
13259,GA,21.8,1270,30.4, 250 ,3.09,670000.0,S
13261,GA,23.5,7220,29.8, 2150 ,2.88,3546000.0,S
13263,GA,17.7,1140,19.9, 230 ,3.1,604000.0,S
13265,GA,22.9,420,28.2, 80 ,3.18,228000.0,S
13267,GA,15.7,3980,24.3, 1290 ,2.68,1821000.0,S
13269,GA,21.4,1770,27.2, 470 ,2.97,898000.0,S
13271,GA,20.2,3310,27.7, 790 ,2.79,1575000.0,S
13273,GA,24.8,2230,30.3, 660 ,2.94,1118000.0,S
13275,GA,17.2,7730,22.0, 2390 ,3.2,4226000.0,S
13277,GA,17.4,7040,25.0, 2530 ,3.03,3638000.0,S
13279,GA,16.9,4580,23.2, 1710 ,2.87,2245000.0,S
13281,GA,11.4,1270,23.1, 350 ,2.96,642000.0,S
13283,GA,16.8,1140,24.9, 360 ,2.83,551000.0,S
13285,GA,17.3,12030,22.0, 3840 ,2.73,5607000.0,S
13287,GA,19.2,1540,27.0, 540 ,2.85,748000.0,S
13289,GA,20.2,1680,24.1, 380 ,2.92,838000.0,S
13291,GA,9.5,2120,22.1, 800 ,3.08,1114000.0,S
13293,GA,17.2,4520,24.0, 1410 ,2.79,2151000.0,S
13295,GA,11.9,8190,21.7, 3310 ,2.94,4114000.0,S
13297,GA,11.3,10060,19.1, 4300 ,3.12,5357000.0,S
13299,GA,17.3,6170,25.1, 2130 ,2.76,2906000.0,S
13301,GA,22.0,1190,24.5, 280 ,2.77,563000.0,S
13303,GA,20.8,4270,25.1, 1160 ,2.75,2003000.0,S
13305,GA,15.6,4650,22.4, 1650 ,2.76,2188000.0,S
13307,GA,18.6,490,23.0, 140 ,2.87,240000.0,S
13309,GA,22.4,1780,29.7, 400 ,2.86,868000.0,S
13311,GA,11.2,3180,22.6, 1350 ,2.92,1587000.0,S
13313,GA,9.0,9370,21.1, 5880 ,2.83,4525000.0,S
13315,GA,17.0,1510,23.3, 400 ,2.84,732000.0,S
13317,GA,19.2,1900,27.4, 560 ,3.17,1029000.0,S
13319,GA,17.5,1600,23.5, 500 ,2.87,784000.0,S
13321,GA,16.2,3380,23.4, 1140 ,2.7,1558000.0,S
15001,HI,11.8,23190,19.5, 8420 ,3.45,13652000.0,O
15003,HI,10.5,103870,15.8, 33600 ,3.45,61177000.0,O
15005,HI,17.8,20,18.8, -   ,3.48,12000.0,O
15007,HI,9.7,6930,15.2, 2400 ,3.41,4034000.0,O
15009,HI,10.3,16910,16.3, 5940 ,3.7,10672000.0,O
16001,ID,12.0,52080,14.3, 15420 ,3.29,29234000.0,W
16003,ID,14.0,550,19.5, 140 ,3.75,352000.0,W
16005,ID,13.7,11510,16.7, 3770 ,2.99,5868000.0,W
16007,ID,12.7,750,17.5, 280 ,2.92,374000.0,W
16009,ID,14.9,1340,19.8, 400 ,3.2,732000.0,W
16011,ID,10.5,4740,15.4, 2210 ,2.86,2313000.0,W
16013,ID,10.7,2300,17.1, 850 ,4.58,1796000.0,W
16015,ID,12.4,860,18.1, 230 ,3.14,461000.0,W
16017,ID,14.0,5860,18.0, 1530 ,3.34,3344000.0,W
16019,ID,11.1,12260,14.7, 5070 ,2.86,5993000.0,W
16021,ID,15.1,1710,19.9, 530 ,3.34,976000.0,W
16023,ID,13.2,350,16.7, 90 ,2.92,174000.0,W
16025,ID,14.3,130,20.8, 50 ,3.0,66000.0,W
16027,ID,11.5,23870,16.3, 10020 ,2.89,11777000.0,W
16029,ID,10.5,720,14.1, 280 ,2.92,358000.0,W
16031,ID,9.7,2290,14.7, 1120 ,2.88,1124000.0,W
16033,ID,11.6,120,18.5, 70 ,3.0,61000.0,W
16035,ID,14.8,1260,19.5, 270 ,3.21,690000.0,W
16037,ID,14.7,610,18.0, 120 ,3.6,374000.0,W
16039,ID,13.4,3520,16.6, 1130 ,3.05,1831000.0,W
16041,ID,11.1,1450,15.4, 680 ,2.96,732000.0,W
16043,ID,10.4,1340,14.8, 530 ,3.12,713000.0,W
16045,ID,14.4,2430,19.5, 770 ,3.13,1299000.0,W
16047,ID,10.0,1520,15.3, 640 ,2.95,765000.0,W
16049,ID,13.6,2220,17.5, 560 ,3.31,1256000.0,W
16051,ID,9.7,2660,13.8, 1320 ,3.08,1398000.0,W
16053,ID,9.7,2240,15.4, 1110 ,2.78,1062000.0,W
16055,ID,13.1,19590,17.2, 6070 ,3.2,10712000.0,W
16057,ID,16.7,6480,16.7, 1220 ,3.08,3406000.0,W
16059,ID,15.5,1200,20.8, 280 ,3.75,767000.0,W
16061,ID,14.8,570,19.1, 170 ,3.07,298000.0,W
16063,ID,9.0,480,14.4, 240 ,2.95,242000.0,W
16065,ID,19.0,7260,16.8, 1740 ,2.85,3537000.0,W
16067,ID,9.5,1940,16.7, 980 ,2.62,868000.0,W
16069,ID,13.1,5260,16.6, 1430 ,2.84,2552000.0,W
16071,ID,12.1,520,16.6, 200 ,2.93,260000.0,W
16073,ID,13.1,1500,20.0, 610 ,3.12,799000.0,W
16075,ID,11.8,2700,16.0, 990 ,3.72,1715000.0,W
16077,ID,8.6,660,14.5, 340 ,2.92,328000.0,W
16079,ID,16.0,2000,21.8, 550 ,3.18,1086000.0,W
16081,ID,9.3,1000,13.0, 380 ,3.0,511000.0,W
16083,ID,11.7,9660,15.4, 3530 ,2.95,4862000.0,W
16085,ID,12.3,1250,13.0, 240 ,3.16,673000.0,W
16087,ID,12.6,1260,17.8, 420 ,2.91,626000.0,W
17001,IL,11.1,7380,15.6, 2360 ,2.73,3443000.0,M
17003,IL,22.2,1500,30.1, 490 ,2.74,701000.0,M
17005,IL,11.1,1890,17.1, 570 ,2.76,889000.0,M
17007,IL,7.7,4140,15.4, 2140 ,2.65,1869000.0,M
17009,IL,10.9,740,14.1, 150 ,2.7,341000.0,M
17011,IL,9.4,3150,17.0, 1250 ,2.91,1564000.0,M
17013,IL,10.2,500,16.0, 160 ,2.96,253000.0,M
17015,IL,9.7,1430,14.7, 420 ,2.62,638000.0,M
17017,IL,8.6,1110,14.4, 450 ,2.83,535000.0,M
17019,IL,15.0,31250,15.4, 6100 ,2.94,15656000.0,M
17021,IL,10.9,3660,17.1, 1190 ,2.56,1596000.0,M
17023,IL,11.0,1750,18.5, 680 ,2.63,785000.0,M
17025,IL,10.9,1460,17.3, 500 ,2.67,665000.0,M
17027,IL,8.3,3120,13.4, 1070 ,2.51,1335000.0,M
17029,IL,14.2,7440,18.1, 1710 ,2.46,3128000.0,M
17031,IL,12.0,630380,15.8, 184900 ,3.05,327609000.0,M
17033,IL,10.7,2050,15.7, 580 ,2.75,962000.0,M
17035,IL,10.2,1110,16.3, 400 ,2.59,491000.0,M
17037,IL,12.6,13180,16.0, 3650 ,3.03,6808000.0,M
17039,IL,10.1,1630,17.3, 610 ,2.85,792000.0,M
17041,IL,9.4,1860,15.8, 790 ,2.77,880000.0,M
17043,IL,6.7,62420,11.7, 25370 ,3.24,34541000.0,M
17045,IL,11.5,2020,18.4, 680 ,2.76,951000.0,M
17047,IL,9.5,620,16.5, 250 ,2.72,288000.0,M
17049,IL,9.3,3190,15.6, 1280 ,2.68,1457000.0,M
17051,IL,12.3,2700,19.7, 900 ,2.45,1130000.0,M
17053,IL,11.4,1540,19.0, 590 ,2.86,752000.0,M
17055,IL,13.7,5400,20.7, 1810 ,2.9,2671000.0,M
17057,IL,12.1,4310,18.4, 1310 ,2.53,1863000.0,M
17059,IL,12.2,640,20.2, 230 ,2.56,280000.0,M
17061,IL,12.1,1610,19.2, 550 ,2.71,745000.0,M
17063,IL,9.0,4530,14.8, 1920 ,3.0,2323000.0,M
17065,IL,10.6,870,16.5, 300 ,2.67,396000.0,M
17067,IL,9.9,1810,17.3, 670 ,2.63,812000.0,M
17069,IL,13.2,550,19.7, 140 ,2.55,239000.0,M
17071,IL,10.1,700,18.4, 240 ,2.6,310000.0,M
17073,IL,9.9,4890,16.1, 1810 ,2.53,2110000.0,M
17075,IL,10.4,2960,17.3, 1090 ,2.99,1512000.0,M
17077,IL,17.6,10420,19.3, 2070 ,2.79,4962000.0,M
17079,IL,9.8,940,15.4, 350 ,2.75,441000.0,M
17081,IL,13.6,5200,20.5, 1730 ,2.65,2348000.0,M
17083,IL,9.2,2030,14.5, 690 ,2.81,973000.0,M
17085,IL,8.5,1880,13.6, 580 ,3.12,1000000.0,M
17087,IL,12.6,1630,18.0, 420 ,2.7,752000.0,M
17089,IL,5.7,30090,13.2, 18600 ,2.91,14927000.0,M
17091,IL,12.2,13550,16.4, 4330 ,2.78,6433000.0,M
17093,IL,5.5,6710,11.6, 4180 ,2.77,3169000.0,M
17095,IL,13.4,6910,19.0, 1930 ,2.64,3116000.0,M
17097,IL,6.5,45980,12.2, 21530 ,3.23,25326000.0,M
17099,IL,10.4,11510,17.4, 4230 ,2.73,5362000.0,M
17101,IL,13.3,2190,20.2, 630 ,2.85,1064000.0,M
17103,IL,9.9,3440,14.9, 1030 ,2.56,1503000.0,M
17105,IL,10.7,3940,16.5, 1330 ,2.65,1782000.0,M
17107,IL,10.0,2940,15.3, 860 ,2.44,1226000.0,M
17109,IL,14.3,4510,16.2, 850 ,2.65,2042000.0,M
17111,IL,6.4,19740,12.6, 9540 ,3.04,10229000.0,M
17113,IL,11.6,20070,13.6, 5160 ,2.91,9966000.0,M
17115,IL,14.0,15070,18.8, 4520 ,2.67,6862000.0,M
17117,IL,10.6,4880,17.5, 1730 ,3.16,2629000.0,M
17119,IL,11.6,30920,16.0, 9390 ,2.77,14613000.0,M
17121,IL,12.6,4840,20.4, 1780 ,2.81,2319000.0,M
17123,IL,9.2,1090,16.0, 390 ,2.8,521000.0,M
17125,IL,11.6,1610,18.9, 550 ,2.74,752000.0,M
17127,IL,13.6,1990,19.4, 630 ,2.7,915000.0,M
17129,IL,9.5,1180,17.1, 470 ,2.8,563000.0,M
17131,IL,10.0,1570,16.6, 570 ,2.73,732000.0,M
17133,IL,6.7,2270,11.3, 870 ,3.16,1226000.0,M
17135,IL,12.1,3540,19.1, 1120 ,2.54,1536000.0,M
17137,IL,12.0,4150,17.5, 1190 ,2.53,1792000.0,M
17139,IL,9.8,1450,16.1, 600 ,2.63,651000.0,M
17141,IL,9.0,4650,15.4, 1830 ,2.63,2087000.0,M
17143,IL,14.3,26680,17.7, 7860 ,2.84,12923000.0,M
17145,IL,12.5,2690,18.0, 740 ,2.85,1310000.0,M
17147,IL,7.5,1230,13.0, 480 ,2.83,593000.0,M
17149,IL,11.1,1770,17.1, 610 ,2.67,808000.0,M
17151,IL,11.2,490,17.9, 120 ,2.65,222000.0,M
17153,IL,17.1,980,20.0, 250 ,2.72,455000.0,M
17155,IL,8.3,480,16.5, 190 ,2.75,225000.0,M
17157,IL,11.1,3630,16.0, 1010 ,2.47,1529000.0,M
17159,IL,11.5,1830,17.3, 610 ,2.85,891000.0,M
17161,IL,11.2,16430,17.0, 5570 ,2.68,7512000.0,M
17163,IL,15.5,41100,17.9, 11280 ,2.86,20089000.0,M
17165,IL,14.3,3480,20.5, 1100 ,2.53,1501000.0,M
17167,IL,12.6,24950,17.3, 7790 ,2.89,12297000.0,M
17169,IL,13.0,930,16.2, 210 ,2.68,426000.0,M
17171,IL,11.3,580,17.2, 200 ,2.62,260000.0,M
17173,IL,9.8,2150,15.5, 730 ,2.96,1085000.0,M
17175,IL,11.1,610,19.6, 240 ,2.71,282000.0,M
17177,IL,12.8,5870,17.8, 1770 ,2.73,2736000.0,M
17179,IL,9.3,12570,14.6, 4530 ,2.72,5841000.0,M
17181,IL,11.7,2010,18.0, 660 ,2.75,944000.0,M
17183,IL,14.7,11670,20.7, 3920 ,2.65,5282000.0,M
17185,IL,10.7,1240,15.9, 400 ,2.76,584000.0,M
17187,IL,9.8,1710,15.8, 610 ,2.63,769000.0,M
17189,IL,8.5,1210,13.6, 420 ,2.75,567000.0,M
17191,IL,12.0,1990,20.0, 750 ,2.75,932000.0,M
17193,IL,10.8,1530,17.1, 530 ,2.69,702000.0,M
17195,IL,8.8,4970,14.9, 1910 ,2.6,2203000.0,M
17197,IL,7.2,49530,12.8, 22940 ,3.01,25445000.0,M
17199,IL,12.0,8090,17.7, 2620 ,2.67,3686000.0,M
17201,IL,12.7,36390,18.1, 12370 ,2.74,16993000.0,M
17203,IL,7.9,3070,14.2, 1380 ,3.06,1605000.0,M
18001,IN,12.4,4340,19.1, 2090 ,2.76,2046000.0,M
18003,IN,13.3,48900,17.2, 16520 ,2.86,23876000.0,M
18005,IN,10.9,8870,16.0, 3100 ,2.77,4187000.0,M
18007,IN,11.9,1030,17.9, 390 ,2.81,494000.0,M
18009,IN,12.2,1490,17.4, 460 ,2.58,655000.0,M
18011,IN,9.0,5690,12.9, 2180 ,2.86,2772000.0,M
18013,IN,10.2,1540,14.3, 400 ,2.74,721000.0,M
18015,IN,10.0,2010,15.0, 690 ,2.68,918000.0,M
18017,IN,10.7,4080,16.9, 1530 ,2.37,1653000.0,M
18019,IN,11.6,13320,15.4, 4070 ,2.68,6095000.0,M
18021,IN,12.1,3200,17.6, 1080 ,2.41,1316000.0,M
18023,IN,10.0,3250,16.3, 1390 ,2.3,1278000.0,M
18025,IN,13.0,1380,18.4, 430 ,2.62,616000.0,M
18027,IN,11.3,3700,15.3, 1460 ,2.8,1768000.0,M
18029,IN,10.8,5330,16.4, 1890 ,2.48,2255000.0,M
18031,IN,11.5,3050,16.1, 1050 ,2.47,1286000.0,M
18033,IN,11.0,4690,17.2, 1810 ,2.91,2330000.0,M
18035,IN,16.1,18660,19.5, 4280 ,2.55,8106000.0,M
18037,IN,9.5,4030,13.7, 1430 ,2.65,1823000.0,M
18039,IN,10.7,21670,15.4, 8710 ,2.71,10007000.0,M
18041,IN,15.0,3500,20.4, 1060 ,2.69,1608000.0,M
18043,IN,11.6,8870,15.6, 2750 ,2.8,4243000.0,M
18045,IN,12.0,2000,16.1, 600 ,2.79,953000.0,M
18047,IN,10.5,2410,15.1, 830 ,3.09,1271000.0,M
18049,IN,11.4,2310,16.3, 790 ,2.81,1106000.0,M
18051,IN,11.0,3710,15.4, 1210 ,2.65,1676000.0,M
18053,IN,14.9,10050,21.0, 2950 ,2.47,4230000.0,M
18055,IN,12.1,3940,17.6, 1280 ,2.65,1784000.0,M
18057,IN,8.2,25520,11.9, 10420 ,3.28,14299000.0,M
18059,IN,9.5,6900,14.0, 2440 ,2.73,3212000.0,M
18061,IN,11.0,4330,15.6, 1400 ,2.59,1912000.0,M
18063,IN,9.0,14290,12.5, 5110 ,2.83,6893000.0,M
18065,IN,13.2,6440,19.3, 1960 ,2.54,2794000.0,M
18067,IN,14.1,11660,18.8, 3540 ,2.68,5337000.0,M
18069,IN,11.4,4160,16.7, 1340 ,2.53,1793000.0,M
18071,IN,11.8,5170,16.6, 1780 ,2.4,2119000.0,M
18073,IN,10.4,3490,15.7, 1270 ,3.06,1824000.0,M
18075,IN,13.1,2770,19.1, 1040 ,2.85,1346000.0,M
18077,IN,12.4,4010,17.9, 1190 ,2.44,1672000.0,M
18079,IN,12.3,3430,17.7, 1180 ,2.54,1486000.0,M
18081,IN,10.5,15680,14.8, 5600 ,2.74,7321000.0,M
18083,IN,13.8,5200,18.3, 1470 ,2.84,2524000.0,M
18085,IN,10.0,7850,15.3, 2950 ,2.74,3673000.0,M
18087,IN,9.2,3560,14.4, 1850 ,3.38,2055000.0,M
18089,IN,14.3,69750,18.8, 22240 ,2.81,33437000.0,M
18091,IN,14.2,15700,20.2, 4900 ,2.69,7214000.0,M
18093,IN,11.6,5310,17.5, 1780 ,2.46,2227000.0,M
18095,IN,14.4,18640,19.3, 5530 ,2.68,8521000.0,M
18097,IN,17.4,163410,19.0, 44320 ,2.76,76832000.0,M
18099,IN,10.0,4670,14.9, 1770 ,2.59,2066000.0,M
18101,IN,11.4,1160,17.3, 400 ,2.58,510000.0,M
18103,IN,13.6,4900,19.5, 1530 ,2.42,2021000.0,M
18105,IN,16.8,24260,17.6, 4070 ,2.99,12366000.0,M
18107,IN,10.7,4120,15.6, 1380 ,2.82,1984000.0,M
18109,IN,11.2,7760,17.1, 2780 ,2.9,3838000.0,M
18111,IN,12.1,1700,19.4, 600 ,2.8,814000.0,M
18113,IN,9.4,4470,14.4, 1740 ,2.83,2158000.0,M
18115,IN,9.5,560,12.7, 150 ,2.88,275000.0,M
18117,IN,12.8,2520,19.1, 880 ,2.53,1088000.0,M
18119,IN,12.7,2670,20.1, 910 ,3.14,1431000.0,M
18121,IN,12.5,2130,17.4, 640 ,2.65,962000.0,M
18123,IN,12.5,2410,18.4, 750 ,2.61,1075000.0,M
18125,IN,10.7,1330,17.1, 480 ,2.7,613000.0,M
18127,IN,10.4,17470,15.7, 5970 ,2.97,8840000.0,M
18129,IN,10.0,2560,14.3, 810 ,3.06,1338000.0,M
18131,IN,11.7,1490,17.2, 500 ,2.61,663000.0,M
18133,IN,11.7,4400,17.7, 1300 ,2.5,1876000.0,M
18135,IN,13.0,3280,19.5, 1150 ,2.36,1321000.0,M
18137,IN,11.0,3120,16.4, 1120 ,2.68,1427000.0,M
18139,IN,13.3,2230,18.7, 720 ,2.68,1018000.0,M
18141,IN,14.1,37850,18.1, 11650 ,2.87,18554000.0,M
18143,IN,12.1,2880,18.1, 990 ,2.62,1288000.0,M
18145,IN,10.8,4800,15.7, 1610 ,2.54,2082000.0,M
18147,IN,10.1,2080,15.5, 720 ,2.79,989000.0,M
18149,IN,12.6,2890,19.1, 1030 ,2.64,1300000.0,M
18151,IN,10.2,3510,15.7, 1130 ,2.62,1572000.0,M
18153,IN,13.7,2860,18.7, 790 ,2.77,1351000.0,M
18155,IN,14.4,1530,20.3, 540 ,2.75,717000.0,M
18157,IN,15.0,27880,16.3, 6300 ,2.85,13537000.0,M
18159,IN,10.1,1550,17.0, 550 ,2.94,778000.0,M
18161,IN,10.9,790,14.2, 240 ,2.95,398000.0,M
18163,IN,15.0,27200,19.0, 7550 ,2.69,12472000.0,M
18165,IN,13.1,2050,18.6, 650 ,2.65,926000.0,M
18167,IN,16.1,17340,19.9, 4440 ,2.69,7951000.0,M
18169,IN,11.9,3800,18.4, 1250 ,2.85,1848000.0,M
18171,IN,10.0,820,16.2, 290 ,2.79,391000.0,M
18173,IN,9.6,5880,14.2, 2140 ,2.75,2761000.0,M
18175,IN,12.1,3350,17.2, 1130 ,2.47,1413000.0,M
18177,IN,14.6,9780,19.5, 2900 ,2.64,4410000.0,M
18179,IN,10.4,2900,15.7, 1080 ,2.79,1379000.0,M
18181,IN,9.7,2360,15.0, 850 ,2.8,1126000.0,M
18183,IN,10.1,3370,15.5, 1210 ,2.55,1466000.0,M
19001,IA,10.2,730,15.4, 240 ,2.98,372000.0,M
19003,IA,10.3,390,14.3, 110 ,2.81,187000.0,M
19005,IA,10.7,1490,16.5, 520 ,2.76,701000.0,M
19007,IA,12.9,1610,20.0, 550 ,2.45,673000.0,M
19009,IA,10.8,620,16.5, 190 ,2.86,303000.0,M
19011,IA,9.5,2430,14.9, 920 ,2.91,1207000.0,M
19013,IA,13.8,18360,17.2, 4940 ,2.75,8617000.0,M
19015,IA,9.7,2570,14.7, 880 ,2.89,1266000.0,M
19017,IA,9.0,2230,13.7, 750 ,3.04,1155000.0,M
19019,IA,9.5,2010,14.6, 820 ,2.89,992000.0,M
19021,IA,8.8,1790,15.8, 830 ,2.85,870000.0,M
19023,IA,10.3,1530,16.3, 550 ,2.8,731000.0,M
19025,IA,12.0,1170,18.2, 370 ,2.73,546000.0,M
19027,IA,10.1,2070,14.6, 730 ,2.9,1023000.0,M
19029,IA,12.6,1670,19.8, 590 ,2.77,789000.0,M
19031,IA,8.7,1590,12.6, 530 ,2.81,762000.0,M
19033,IA,11.1,4810,15.5, 1390 ,2.79,2292000.0,M
