fips,pop_estimate,percent_white,percent_black,percent_native_american,percent_asian,percent_nhpi,percent_multi,percent_nonwhite_hispanic
18033,42524,97.20,0.30,0.10,0.30,0.00,0.20,0.01
18035,115938,88.50,7.30,0.10,1.30,0.10,0.30,0.01
18037,42379,94.20,0.60,0.20,0.60,0.00,0.70,0.04
18039,202924,87.60,5.50,0.20,1.00,0.10,0.40,0.03
18041,23426,96.20,2.50,0.00,0.10,0.00,0.30,0.01
18043,76481,90.30,5.30,0.50,1.10,0.00,0.40,0.01
18045,16620,97.60,0.40,0.30,0.10,0.00,0.30,0.00
18047,22835,99.00,0.20,0.00,0.30,0.00,0.40,0.00
18049,20296,94.50,1.00,0.50,0.40,0.10,0.40,0.03
18051,33596,95.00,2.00,0.10,0.30,0.00,0.50,0.01
18053,67615,88.00,7.50,0.20,0.90,0.00,0.60,0.01
18055,32431,97.90,0.30,0.00,0.40,0.00,0.20,0.00
18057,309687,87.40,3.60,0.10,5.80,0.00,0.30,0.01
18059,72776,95.10,1.90,0.10,0.80,0.00,0.60,0.00
18061,39450,96.80,0.20,0.60,0.40,0.00,0.50,0.01
18063,158170,88.20,6.30,0.20,2.60,0.00,0.40,0.01
18065,48649,95.00,2.30,0.30,0.50,0.00,0.40,0.01
18067,82457,87.80,7.30,0.40,1.30,0.00,0.40,0.01
18069,36520,96.50,0.90,0.30,0.80,0.00,0.20,0.01
18071,43779,92.00,1.10,0.40,1.90,0.00,0.40,0.04
18073,33448,95.00,0.70,0.10,0.40,0.00,0.40,0.03
18075,21107,97.50,0.30,0.10,0.50,0.00,0.40,0.01
18077,32293,95.30,2.00,0.30,0.80,0.00,0.40,0.00
18079,27840,97.10,1.40,0.20,0.40,0.00,0.30,0.01
18081,149359,92.10,2.40,0.20,2.80,0.00,0.30,0.02
18083,37763,94.20,3.10,0.10,0.80,0.10,0.30,0.01
18085,78720,93.90,0.80,0.30,1.00,0.00,0.30,0.03
18087,38720,97.80,0.10,0.10,0.20,0.00,0.30,0.00
18089,488694,62.00,24.30,0.30,1.40,0.00,0.20,0.11
18091,110839,83.10,11.00,0.30,0.60,0.00,0.50,0.03
18093,45669,96.60,0.30,0.50,0.40,0.00,0.40,0.01
18095,129641,87.90,7.70,0.20,0.50,0.00,0.40,0.01
18097,939964,62.70,27.40,0.30,2.90,0.00,0.20,0.04
18099,46752,92.40,0.70,0.30,0.50,0.00,0.60,0.05
18101,10219,97.50,0.50,0.70,0.20,0.20,0.60,0.00
18103,36035,90.90,5.10,0.80,0.60,0.10,0.40,0.01
18105,144436,86.50,3.10,0.20,6.30,0.00,0.40,0.01
18107,38288,96.00,0.80,0.20,0.80,0.00,0.60,0.01
18109,69533,97.40,0.40,0.10,0.70,0.00,0.20,0.00
18111,14056,95.60,0.10,0.10,0.60,0.00,0.50,0.02
18113,47421,97.10,0.40,0.00,0.70,0.00,0.30,0.01
18115,5911,97.20,1.30,0.10,0.30,0.00,0.40,0.00
18117,19623,96.60,1.30,0.10,0.50,0.00,0.30,0.00
18119,20957,97.30,0.80,0.30,0.50,0.00,0.40,0.00
18121,17062,95.90,1.00,0.20,0.00,0.50,0.80,0.00
18123,19229,94.50,2.80,0.20,0.30,0.00,0.70,0.01
18125,12471,97.20,1.00,0.00,1.00,0.00,0.50,0.00
18127,167391,91.60,3.60,0.20,1.40,0.10,0.30,0.02
18129,25599,96.90,1.50,0.00,0.40,0.00,0.50,0.00
18131,12761,95.90,0.50,0.10,0.60,0.00,0.70,0.02
18133,37543,93.80,3.10,0.20,1.00,0.00,0.40,0.01
18135,25203,96.40,0.70,0.00,0.20,0.00,0.30,0.01
18137,28372,97.20,0.50,0.50,1.00,0.00,0.30,0.00
18139,16765,97.20,1.40,0.00,0.10,0.00,0.50,0.00
18141,268613,79.00,13.00,0.40,2.20,0.10,0.30,0.03
18143,23722,97.60,0.30,0.20,0.40,0.00,0.40,0.00
18145,44339,94.40,1.00,0.10,0.70,0.00,0.40,0.02
18147,20610,96.70,0.60,0.30,0.20,0.10,0.30,0.01
18149,22966,96.50,0.30,0.10,0.50,0.00,0.50,0.02
18151,34459,97.30,0.20,0.10,0.50,0.00,0.20,0.00
18153,20900,93.30,3.90,0.20,0.80,0.00,0.40,0.01
18155,10617,96.60,0.80,0.00,0.50,0.00,0.70,0.00
18157,186081,83.20,4.80,0.20,8.00,0.00,0.30,0.02
18159,15290,96.10,0.20,0.00,0.00,0.40,0.70,0.02
18161,7225,95.80,0.10,0.00,0.50,0.00,0.70,0.00
18163,181831,85.70,9.10,0.20,1.20,0.10,0.30,0.01
18165,15644,97.90,0.40,0.30,0.20,0.00,0.40,0.00
18167,107723,87.40,6.20,0.20,1.90,0.00,0.50,0.01
18169,31848,95.70,0.90,0.70,0.20,0.00,0.40,0.01
18171,8269,98.00,0.50,0.20,0.00,0.00,0.40,0.00
18173,61581,94.10,1.60,0.20,2.50,0.00,0.30,0.00
18175,27807,98.20,0.10,0.30,0.20,0.00,0.40,0.00
18177,66972,90.00,5.10,0.20,1.00,0.00,0.50,0.01
18179,27832,96.60,0.80,0.20,0.50,0.00,0.50,0.01
18181,24279,92.00,0.50,0.30,0.20,0.00,0.40,0.06
18183,33481,96.60,0.40,0.30,0.50,0.00,0.60,0.01
19001,7192,98.00,0.30,0.00,0.50,0.00,0.30,0.00
19003,3785,97.40,0.40,0.20,0.60,0.00,0.60,0.01
19005,13940,96.80,0.90,0.10,0.30,0.00,0.50,0.01
19007,12547,97.40,0.60,0.10,0.50,0.00,0.40,0.00
19009,5711,97.30,0.60,0.00,0.50,0.00,0.70,0.00
19011,25646,97.80,0.70,0.10,0.30,0.00,0.30,0.00
19013,132960,84.70,8.90,0.30,2.10,0.20,0.30,0.02
19015,26381,96.60,0.40,0.30,0.40,0.70,0.80,0.00
19017,24741,96.10,0.90,0.20,1.10,0.00,0.30,0.01
19019,21101,97.70,0.30,0.30,0.60,0.00,0.30,0.00
19021,20369,78.10,2.70,0.00,9.10,1.30,0.40,0.08
19023,14822,97.70,0.20,0.30,0.40,0.10,0.40,0.00
19025,9814,96.00,1.80,0.30,0.30,0.00,0.50,0.01
19027,20428,97.20,1.50,0.10,0.20,0.00,0.60,0.00
19029,13327,97.40,0.30,0.30,0.60,0.20,0.40,0.01
19031,18368,97.00,0.70,0.30,0.30,0.00,0.50,0.01
19033,43134,94.50,1.70,0.40,1.10,0.00,0.50,0.01
19035,11577,97.20,1.00,0.40,0.40,0.00,0.30,0.00
19037,12140,98.10,0.50,0.30,0.40,0.00,0.30,0.00
19039,9267,94.20,0.10,0.20,1.00,0.00,1.10,0.03
19041,16387,96.00,0.50,0.00,0.50,0.00,0.70,0.01
19043,17711,97.80,1.00,0.10,0.40,0.00,0.20,0.00
19045,47587,93.70,2.60,0.40,0.70,0.00,0.40,0.01
19047,17131,88.50,1.50,0.70,1.90,0.10,0.80,0.06
19049,80864,91.30,1.30,0.10,4.20,0.10,0.40,0.01
19051,8834,98.00,0.10,0.00,0.30,0.00,0.50,0.00
19053,8105,95.40,1.70,0.30,0.70,0.20,0.40,0.00
19055,17326,98.10,0.30,0.10,0.40,0.00,0.30,0.00
19057,39876,90.50,6.10,0.20,0.60,0.00,0.70,0.00
19059,17000,97.30,0.50,0.30,0.40,0.00,0.30,0.01
19061,96571,93.20,2.90,0.10,1.30,0.40,0.30,0.01
19063,9661,96.10,1.70,0.40,0.20,0.00,0.60,0.01
19065,20139,95.60,1.30,0.00,0.90,0.00,0.60,0.01
19067,15904,94.50,1.90,0.40,1.70,0.10,0.70,0.01
19069,10326,92.40,1.50,0.10,0.10,0.00,0.60,0.05
19071,6985,96.10,0.70,0.50,0.00,0.00,0.50,0.02
19073,9046,97.70,0.10,0.10,1.30,0.00,0.40,0.00
19075,12354,98.30,0.70,0.00,0.30,0.00,0.40,0.00
19077,10664,97.40,0.30,0.30,0.30,0.00,0.50,0.01
19079,15201,93.80,1.10,0.00,3.00,0.00,0.30,0.02
19081,10971,96.70,0.60,0.30,0.40,0.10,0.40,0.01
19083,17239,95.40,1.50,0.40,0.60,0.00,0.50,0.01
19085,14196,97.60,0.20,0.60,0.30,0.10,0.30,0.01
19087,19865,92.00,2.10,0.40,2.60,0.00,0.60,0.01
19089,9321,98.20,0.70,0.00,0.20,0.00,0.40,0.00
19091,9586,97.60,0.20,0.30,0.30,0.00,0.40,0.00
19093,6965,97.50,0.10,0.80,0.40,0.00,0.40,0.01
19095,16231,97.60,0.80,0.00,0.20,0.00,0.50,0.00
19097,19409,96.90,0.60,0.00,0.50,0.70,0.40,0.00
19099,36789,95.60,1.60,0.20,0.40,0.10,0.50,0.01
19101,17945,83.20,5.90,0.00,5.20,0.00,2.20,0.00
19103,144425,83.00,6.40,0.20,6.20,0.10,0.40,0.02
19105,20468,95.80,2.50,0.40,0.10,0.00,0.70,0.00
19107,10223,98.10,0.10,0.10,0.40,0.10,0.40,0.00
19109,15166,97.20,0.80,0.10,0.60,0.00,0.40,0.00
19111,34785,93.60,2.50,0.20,0.60,0.00,0.50,0.01
19113,220008,88.80,4.90,0.20,2.30,0.10,0.30,0.01
19115,11238,91.60,1.00,0.30,3.90,0.00,0.30,0.03
19117,8600,99.20,0.10,0.00,0.00,0.00,0.50,0.00
19119,11745,97.00,0.10,0.60,0.20,0.10,0.20,0.02
19121,15720,97.50,0.30,0.00,1.10,0.10,0.40,0.00
19123,22301,95.30,1.50,0.30,1.30,0.10,0.30,0.00
19125,33127,95.70,0.60,0.30,1.10,0.00,0.40,0.01
19127,40476,84.20,1.10,0.30,3.30,0.00,0.50,0.09
19129,14933,96.70,0.80,0.70,0.20,0.00,0.40,0.01
19131,10663,97.90,0.10,0.30,0.60,0.00,0.70,0.00
19133,8865,95.80,0.10,2.60,0.20,0.00,0.80,0.00
19135,7912,96.20,0.10,0.00,0.90,0.00,1.80,0.00
19137,10239,95.30,0.00,0.60,0.00,0.00,0.80,0.02
19139,42923,91.00,2.00,0.20,1.10,0.10,0.90,0.04
19141,13944,94.60,0.90,0.30,0.90,0.00,0.30,0.03
19143,6149,94.60,1.30,0.10,0.10,0.10,0.70,0.03
19145,15393,93.90,2.00,0.90,1.10,0.10,0.60,0.01
19147,9110,96.40,2.00,0.20,0.50,0.00,0.50,0.00
19149,25027,95.50,0.40,0.30,0.60,0.10,0.50,0.02
19151,6972,96.20,1.80,0.00,0.60,0.10,0.60,0.01
19153,467235,84.60,6.50,0.30,4.30,0.10,0.20,0.02
19155,93287,93.40,1.50,0.30,0.60,0.00,0.30,0.02
19157,18428,94.30,2.10,0.00,2.00,0.00,0.50,0.01
19159,4986,97.10,0.10,0.30,0.90,0.00,0.30,0.01
19161,9936,97.60,0.90,0.00,0.00,0.00,0.70,0.01
19163,171493,85.90,7.90,0.30,2.50,0.00,0.30,0.01
19165,11772,95.90,0.50,0.20,0.30,0.00,0.30,0.02
19167,34692,93.30,0.40,0.40,0.70,0.00,0.40,0.04
19169,95888,87.10,1.90,0.30,7.30,0.00,0.50,0.01
19171,17236,88.20,0.60,7.70,0.40,0.00,0.50,0.03
19173,6214,95.60,0.30,0.30,0.70,0.00,0.30,0.03
19175,12497,97.00,1.20,0.30,0.70,0.10,0.40,0.00
19177,7308,97.90,0.60,0.10,0.10,0.00,0.20,0.00
19179,35321,88.10,3.00,0.10,0.90,0.30,0.40,0.06
19181,48630,96.50,0.30,0.20,0.60,0.30,0.40,0.01
19183,22095,96.70,1.00,0.30,0.60,0.00,0.30,0.01
19185,6405,97.00,0.70,0.30,0.00,0.00,0.60,0.00
19187,36945,91.90,4.70,0.30,1.30,0.00,0.40,0.01
19189,10545,95.30,1.10,0.30,1.20,0.00,0.70,0.01
19191,20575,96.90,1.00,0.20,1.10,0.00,0.30,0.00
19193,102397,86.30,3.20,1.80,2.80,0.20,0.50,0.04
19195,7502,97.00,1.10,0.10,0.30,0.00,0.60,0.01
19197,12864,93.50,0.50,0.20,0.40,0.00,0.40,0.04
20001,12752,93.60,1.50,0.10,0.60,0.10,0.40,0.00
20003,7840,95.60,0.20,3.50,0.00,0.00,0.70,0.00
20005,16466,90.60,3.10,0.50,0.30,0.10,1.30,0.01
20007,4905,95.50,0.70,1.50,0.70,0.00,0.90,0.00
20009,27067,92.70,1.40,0.80,0.20,0.30,0.50,0.04
20011,14757,92.70,3.20,0.70,0.90,0.00,0.80,0.00
20013,9736,85.80,1.10,8.70,0.60,0.10,0.80,0.02
20015,66260,93.40,2.20,0.80,1.20,0.00,0.40,0.01
20017,2665,94.70,1.50,0.00,0.00,0.00,1.30,0.01
20019,3425,90.00,0.40,5.30,0.00,0.00,1.20,0.00
20021,20501,90.60,0.40,3.10,0.20,0.50,0.90,0.00
20023,2677,93.50,0.00,0.00,0.90,0.00,0.80,0.03
20025,2089,93.70,1.10,1.40,0.90,0.00,1.40,0.00
20027,8203,96.70,0.70,0.60,0.60,0.00,0.70,0.00
20029,9191,95.00,0.70,0.30,0.30,0.00,0.80,0.01
20031,8328,95.90,0.80,0.60,0.50,0.00,0.70,0.00
20033,1741,98.90,0.00,0.00,0.00,0.00,0.80,0.00
20035,35732,88.20,3.00,2.00,1.60,0.10,0.70,0.03
20037,39099,91.60,2.50,0.60,1.80,0.00,0.50,0.01
20039,2891,96.80,0.20,0.90,0.50,0.00,1.10,0.01
20041,19162,94.50,0.90,0.90,0.40,0.00,0.60,0.01
20043,7790,92.10,3.70,1.50,0.20,0.00,1.00,0.01
20045,117806,83.00,4.10,2.30,4.90,0.00,0.60,0.02
20047,2946,94.30,1.30,0.20,0.30,0.00,1.10,0.03
20049,2581,93.50,0.20,1.90,0.50,0.00,0.80,0.02
20051,28877,94.70,0.90,0.20,1.40,0.10,0.80,0.01
20053,6331,89.50,3.80,1.80,0.60,0.00,1.00,0.03
20055,37097,76.60,2.20,0.90,3.90,0.00,1.10,0.15
20057,34658,89.10,2.30,0.50,1.40,0.00,0.60,0.05
20059,25599,92.90,1.50,0.40,0.30,0.00,0.40,0.02
20061,35796,69.70,17.30,0.80,3.10,0.80,1.20,0.03
20063,2632,97.00,0.20,0.90,0.80,0.00,0.70,0.00
20065,2561,91.60,4.10,0.10,0.70,0.00,1.80,0.00
20067,7716,83.60,0.00,0.30,0.00,0.00,1.70,0.15
20069,6004,98.60,0.60,0.00,0.00,0.20,0.30,0.01
20071,1210,88.10,0.80,0.70,0.20,0.00,1.60,0.09
20073,6227,95.40,0.20,0.20,0.00,0.00,0.50,0.01
20075,2621,86.30,3.30,0.20,0.00,0.00,1.10,0.11
20077,5746,96.40,0.20,2.40,0.20,0.00,0.50,0.00
20079,34683,93.50,2.00,0.50,0.60,0.20,0.40,0.01
20081,4081,88.50,0.00,1.30,0.60,0.00,0.50,0.11
20083,1875,95.60,0.00,0.10,3.00,0.00,1.40,0.00
20085,13322,86.90,0.70,7.90,0.20,0.30,0.80,0.02
20087,18856,95.80,0.60,0.60,0.00,0.00,0.40,0.01
20089,2963,97.50,0.40,0.30,0.00,0.10,0.70,0.01
20091,578797,86.50,4.60,0.30,4.80,0.00,0.20,0.01
20093,3931,86.50,0.70,0.60,0.40,0.00,1.70,0.10
20095,7576,96.80,0.40,0.40,0.00,0.00,0.30,0.00
20097,2524,94.50,1.50,0.60,1.20,0.00,0.70,0.01
20099,20553,88.90,3.90,1.10,0.30,0.00,1.00,0.01
20101,1702,96.90,0.10,2.30,0.00,0.40,0.30,0.00
20103,79359,82.90,8.90,0.60,1.50,0.00,0.60,0.03
20105,3121,98.70,0.70,0.10,0.00,0.00,0.40,0.00
20107,9602,96.10,0.80,1.10,0.30,0.00,0.40,0.00
20109,2790,95.70,0.00,0.40,0.00,0.00,0.70,0.01
20111,33302,88.50,2.20,0.50,2.10,0.00,0.90,0.04
20113,28792,94.80,1.00,0.60,0.50,0.00,0.50,0.01
20115,12087,95.50,0.70,0.70,0.30,0.00,0.40,0.01
20117,9859,96.80,0.30,0.30,0.30,0.30,0.40,0.01
20119,4295,87.30,0.70,0.00,1.00,0.10,0.80,0.10
20121,32976,95.70,1.50,0.80,0.40,0.00,0.50,0.00
20123,6230,97.40,0.70,0.40,0.50,0.00,0.50,0.00
20125,33463,85.10,5.30,3.10,1.00,0.20,0.70,0.01
20127,5605,95.90,0.10,0.20,0.60,0.00,0.30,0.01
20129,2931,90.70,0.80,0.10,0.10,0.00,2.20,0.04
20131,10095,97.10,0.50,0.60,0.30,0.00,0.50,0.00
20133,16209,94.60,1.20,0.40,0.40,0.00,0.40,0.01
20135,3001,97.90,0.20,0.20,0.30,0.00,0.20,0.01
20137,5527,91.60,2.40,1.00,0.40,0.30,1.20,0.03
20139,15894,96.20,0.70,0.30,0.20,0.00,0.50,0.00
20141,3684,96.30,0.50,0.40,0.30,0.00,0.90,0.00
20143,5957,96.10,0.80,0.20,0.40,0.00,0.80,0.01
20145,6776,89.90,5.20,0.30,0.10,0.00,1.60,0.02
20147,5446,97.00,0.40,0.30,0.30,0.10,0.50,0.00
20149,23188,94.30,0.60,1.30,0.80,0.00,0.70,0.01
20151,9670,97.40,0.30,0.90,0.10,0.00,0.70,0.01
20153,2520,96.50,0.40,0.40,0.30,0.00,0.70,0.01
20155,63360,92.20,2.80,0.70,0.60,0.10,0.30,0.02
20157,4705,97.80,0.20,0.30,0.70,0.00,0.60,0.00
20159,9868,91.80,1.90,0.30,0.70,0.20,0.80,0.03
20161,75696,82.30,6.50,0.50,4.90,0.20,0.70,0.03
20163,5148,96.60,0.70,0.30,0.40,0.00,0.70,0.00
20165,3119,96.80,0.00,0.20,0.60,0.00,0.70,0.01
20167,6987,95.40,1.20,0.40,0.00,1.10,0.70,0.01
20169,55334,87.20,3.10,0.30,2.40,0.00,0.60,0.04
20171,4981,94.60,0.00,1.00,0.90,0.00,0.80,0.03
20173,510484,79.10,9.00,0.90,4.40,0.00,0.20,0.04
20175,22948,60.40,4.70,0.80,3.00,0.00,1.70,0.31
20177,178392,82.90,7.90,0.70,1.30,0.10,0.40,0.04
20179,2497,97.50,0.50,1.20,0.00,0.00,0.10,0.01
20181,5999,92.00,0.30,0.20,1.90,0.00,1.20,0.05
20183,3693,96.50,0.40,0.60,0.20,0.00,0.80,0.00
20185,4251,95.70,0.70,0.20,0.20,0.00,0.80,0.01
20187,2107,84.20,0.40,0.30,0.00,0.00,3.10,0.12
20189,5741,88.50,0.10,0.30,0.30,0.20,2.80,0.09
20191,23336,94.50,1.00,1.00,0.40,0.00,0.60,0.01
20193,7847,94.10,1.60,0.90,0.50,0.10,0.80,0.03
20195,2899,95.50,0.10,1.30,1.60,0.00,1.00,0.00
20197,6918,96.00,0.30,0.50,0.50,0.00,0.60,0.00
20199,1591,96.80,0.00,0.40,0.00,0.00,1.10,0.02
20201,5572,96.70,0.40,0.10,0.10,0.00,0.50,0.01
20203,2157,90.30,0.70,0.40,0.50,0.00,1.40,0.07
20205,8858,94.40,0.50,0.50,0.70,0.00,0.60,0.01
20207,3178,93.70,1.10,0.60,0.70,0.00,1.50,0.00
20209,163227,60.40,23.10,0.50,3.90,0.10,0.40,0.09
21001,19304,94.60,3.60,0.10,0.10,0.00,0.80,0.01
21003,20628,96.10,1.90,0.00,0.20,0.00,0.50,0.01
21005,22017,95.40,2.40,0.00,0.70,0.00,0.60,0.01
21007,8152,93.60,3.90,0.40,0.40,0.00,0.60,0.01
21009,43418,93.10,3.90,0.20,0.50,0.00,0.50,0.01
21011,12189,96.10,1.00,0.10,0.30,0.00,0.40,0.01
21013,27469,94.70,3.30,0.10,0.20,0.00,0.70,0.00
21015,127682,91.40,3.10,0.10,2.30,0.00,0.40,0.01
21017,20017,90.40,7.20,0.00,0.30,0.00,0.40,0.01
21019,48486,94.40,2.50,0.10,0.40,0.00,0.30,0.01
21021,29773,88.30,7.20,0.20,0.80,0.00,0.70,0.01
21023,8330,97.10,0.00,0.20,0.50,0.00,0.40,0.01
21025,13276,97.50,1.00,0.20,0.20,0.00,0.60,0.00
21027,19991,95.60,1.70,0.10,0.40,0.00,0.50,0.00
21029,78622,96.30,0.70,0.20,0.70,0.10,0.30,0.00
21031,12735,96.90,0.40,0.20,0.10,0.00,0.40,0.01
21033,12747,92.30,6.80,0.00,0.00,0.00,0.70,0.00
21035,38616,91.30,3.70,0.30,1.80,0.10,0.50,0.01
21037,91804,93.80,3.20,0.00,1.00,0.00,0.30,0.01
21039,4890,96.10,1.60,0.60,0.20,0.00,0.90,0.01
21041,10695,90.70,2.80,0.10,0.30,0.00,0.50,0.05
21043,27385,97.60,0.80,0.40,0.10,0.00,0.50,0.00
21045,15805,97.40,0.60,0.30,0.40,0.00,0.50,0.00
21047,72438,71.70,20.90,0.70,1.40,0.40,0.60,0.02
21049,35757,92.70,5.10,0.10,0.50,0.00,0.30,0.00
21051,20866,93.60,3.80,0.30,0.00,0.10,0.70,0.02
21053,10208,97.30,0.50,0.00,0.20,0.00,0.60,0.02
21055,9154,97.20,1.30,0.00,0.00,0.00,0.70,0.00
21057,6744,93.10,3.00,0.00,0.30,0.00,1.30,0.00
21059,99258,91.30,4.50,0.20,1.30,0.00,0.40,0.00
21061,12063,95.90,1.60,0.40,0.10,0.00,0.70,0.00
21063,7533,96.20,3.50,0.10,0.00,0.00,0.20,0.00
21065,14382,97.70,0.10,0.40,0.00,0.00,0.50,0.00
21067,315109,75.60,14.50,0.30,3.60,0.10,0.30,0.03
21069,14515,96.30,1.70,0.00,0.10,0.00,0.60,0.01
21071,37447,97.80,0.90,0.10,0.30,0.00,0.30,0.00
21073,49969,82.70,10.00,0.30,1.80,0.00,0.80,0.02
21075,6259,71.30,24.40,0.10,0.20,0.00,1.90,0.01
21077,8652,94.10,1.50,0.00,0.10,0.00,0.70,0.02
21079,17226,96.20,0.90,0.20,0.10,0.00,0.50,0.00
21081,24800,94.90,0.90,0.10,0.10,0.00,0.60,0.02
21083,37259,90.50,4.70,0.20,0.50,0.20,0.70,0.03
21085,26129,96.30,1.30,0.40,0.20,0.10,0.50,0.00
21087,11044,95.00,3.10,0.00,0.30,0.00,0.70,0.00
21089,36012,97.00,0.80,0.10,0.40,0.00,0.30,0.00
21091,8700,96.60,1.40,0.10,0.60,0.00,0.70,0.01
21093,107699,79.70,11.60,0.30,2.00,0.30,0.70,0.02
21095,27548,95.40,2.60,0.10,0.40,0.00,0.30,0.01
21097,18630,95.10,1.70,0.00,0.00,0.00,0.60,0.01
21099,18531,93.10,4.30,0.40,0.50,0.00,0.60,0.00
21101,46252,88.40,7.20,0.20,0.40,0.00,0.40,0.01
21103,15677,93.00,3.50,0.30,0.10,0.10,0.50,0.02
21105,4625,87.70,8.70,0.30,0.30,0.00,1.40,0.01
21107,45985,90.00,6.20,0.30,0.50,0.00,0.60,0.01
21109,13369,99.40,0.10,0.00,0.00,0.00,0.50,0.00
21111,764378,72.30,21.20,0.10,2.70,0.00,0.20,0.01
21113,51667,91.90,3.90,0.60,1.40,0.00,0.60,0.01
21115,23064,97.60,0.50,0.10,1.20,0.00,0.50,0.00
21117,163987,90.40,4.40,0.10,1.30,0.00,0.30,0.01
21119,15690,97.90,0.40,0.00,0.10,0.10,0.60,0.00
21121,31424,97.00,1.20,0.60,0.40,0.00,0.40,0.00
21123,14102,92.70,3.60,0.10,0.30,0.00,0.60,0.02
21125,59901,97.10,0.70,0.50,0.50,0.00,0.30,0.00
21127,15844,97.80,0.40,0.00,0.40,0.00,0.60,0.00
21129,6717,97.30,1.30,0.30,0.50,0.00,0.60,0.00
21131,10648,97.80,0.10,0.00,0.40,0.00,0.50,0.01
21133,23011,98.20,0.30,0.20,0.20,0.00,0.30,0.00
21135,13565,97.90,0.40,0.80,0.10,0.00,0.60,0.00
21137,24413,94.90,2.20,0.20,0.00,0.00,0.50,0.01
21139,9288,97.40,0.20,0.20,0.20,0.00,0.60,0.00
21141,26847,90.50,6.30,0.20,0.10,0.00,0.80,0.01
21143,8268,91.80,5.40,0.50,0.50,0.00,1.10,0.00
21145,65285,85.30,11.10,0.20,0.70,0.00,0.50,0.01
21147,17748,90.70,5.50,0.80,0.20,0.00,1.50,0.02
21149,9361,97.50,0.30,0.20,0.60,0.00,0.60,0.00
21151,88376,91.70,4.30,0.30,0.90,0.00,0.40,0.00
21153,12783,99.90,0.00,0.00,0.00,0.00,0.20,0.00
21155,19335,89.20,8.50,0.00,0.30,0.00,0.60,0.01
21157,31177,97.80,0.60,0.10,0.40,0.00,0.30,0.00
21159,12175,93.60,5.00,0.10,0.00,0.10,1.10,0.01
21161,17167,90.10,5.80,0.00,0.70,0.00,1.40,0.00
21163,28452,92.10,3.30,0.80,0.60,0.00,0.60,0.01
21165,6381,98.60,0.10,0.00,0.30,0.00,1.00,0.00
21167,21378,92.40,4.10,0.20,0.70,0.00,0.50,0.01
21169,9990,96.30,0.70,0.20,0.50,0.00,0.90,0.00
21171,10645,95.80,2.60,0.00,0.20,0.10,0.50,0.01
21173,27550,94.50,2.90,0.30,0.00,0.10,0.50,0.01
21175,13281,94.00,3.30,0.10,0.70,0.00,0.70,0.00
21177,31153,92.60,4.90,0.20,0.20,0.00,0.60,0.01
21179,45131,91.70,5.30,0.10,0.40,0.00,0.50,0.01
21181,7061,96.60,1.30,0.20,0.00,0.00,0.70,0.01
21183,24062,96.30,2.00,0.00,0.30,0.00,0.30,0.02
21185,64633,91.10,3.70,0.20,1.40,0.10,0.50,0.01
21187,10686,95.80,1.80,0.30,0.00,0.10,0.50,0.02
21189,4497,94.80,4.10,0.30,0.00,0.00,0.40,0.00
21191,14530,97.10,0.90,0.10,0.40,0.00,0.80,0.00
21193,27329,96.20,1.60,0.10,0.90,0.40,0.50,0.00
21195,61586,97.50,0.80,0.10,0.50,0.00,0.40,0.00
21197,12349,96.70,0.30,0.10,1.00,0.10,0.90,0.01
21199,63974,96.00,1.00,0.20,0.70,0.00,0.40,0.01
21201,2161,96.90,1.90,0.00,0.00,0.00,1.80,0.00
21203,16815,98.30,0.20,1.00,0.10,0.10,0.40,0.00
21205,24392,96.30,1.40,0.10,0.70,0.00,0.70,0.00
21207,17731,95.20,0.50,0.20,0.50,0.60,0.40,0.02
21209,52322,88.20,4.70,0.20,1.00,0.00,0.50,0.03
21211,45831,87.20,6.90,0.00,0.80,0.00,0.50,0.02
21213,17881,85.70,9.60,1.00,0.80,0.00,0.80,0.02
21215,18012,96.20,1.00,0.00,1.00,0.00,0.70,0.00
21217,25406,91.60,4.70,0.00,1.00,0.00,0.80,0.01
21219,12377,86.80,7.80,0.10,0.10,0.00,0.70,0.03
21221,14286,90.30,8.80,0.00,0.40,0.00,0.40,0.00
21223,8697,97.30,0.00,0.30,0.10,0.30,0.60,0.00
21225,14915,83.70,13.20,0.10,0.30,0.00,0.80,0.01
21227,123824,82.00,9.30,0.40,3.30,0.20,0.40,0.03
21229,11999,89.20,5.20,0.00,0.80,0.00,1.00,0.03
21231,20692,95.80,1.50,0.10,0.20,0.00,0.60,0.01
21233,13180,90.70,4.10,0.10,0.00,0.00,0.70,0.03
21235,36027,96.80,1.20,0.30,0.10,0.00,0.40,0.00
21237,7251,98.50,0.30,0.40,0.00,0.00,0.50,0.00
21239,25817,90.80,4.40,0.00,0.30,0.00,0.70,0.02
22001,62607,78.80,17.70,0.10,0.10,0.00,0.60,0.01
22003,25667,73.50,19.50,2.00,0.70,0.00,0.80,0.02
22005,119129,73.60,21.90,0.00,0.90,0.00,0.70,0.01
22007,22881,67.70,29.80,0.60,0.30,0.00,0.50,0.01
22009,41095,66.60,30.10,1.20,0.10,0.10,0.80,0.01
22011,36598,83.00,12.70,0.80,0.40,0.00,0.50,0.01
22013,13806,55.70,41.50,0.10,0.00,0.00,0.40,0.00
22015,125698,72.40,21.90,0.60,1.50,0.20,0.40,0.02
22017,251069,46.80,48.60,0.40,1.20,0.00,0.40,0.02
