fips,pop_estimate,percent_white,percent_black,percent_native_american,percent_asian,percent_nhpi,percent_multi,percent_nonwhite_hispanic
29097,118522,90.40,2.20,1.40,1.10,0.10,0.40,0.02
29099,222639,96.20,1.00,0.20,0.80,0.00,0.20,0.00
29101,53941,89.10,4.50,0.60,1.50,0.30,0.60,0.01
29103,3976,96.70,0.40,0.00,0.10,0.40,0.60,0.01
29105,35488,95.80,0.50,0.60,0.40,0.00,0.50,0.00
29107,32655,94.20,2.00,0.20,0.50,0.10,0.30,0.01
29109,38131,94.90,0.60,0.50,0.50,0.00,0.40,0.02
29111,10078,94.50,2.90,0.60,0.20,0.10,0.60,0.00
29113,54800,95.00,1.90,0.30,0.40,0.10,0.30,0.01
29115,12248,96.30,0.50,0.20,0.30,0.10,0.40,0.01
29117,15025,94.00,2.80,0.60,0.50,0.20,0.60,0.01
29119,22753,87.80,1.80,2.60,1.40,1.60,0.80,0.02
29121,15319,94.50,2.40,0.30,0.40,0.00,0.60,0.01
29123,12226,97.20,0.90,0.30,0.40,0.00,0.70,0.00
29125,8959,98.30,0.40,0.90,0.20,0.00,0.20,0.00
29127,28703,91.20,5.30,0.20,0.70,0.10,0.60,0.01
29129,3669,96.80,0.40,0.00,0.60,0.10,0.60,0.01
29131,24947,96.40,0.40,1.20,0.50,0.00,0.60,0.00
29133,13916,73.30,24.10,0.90,0.10,0.00,0.60,0.00
29135,15904,92.70,3.40,0.70,0.00,0.00,0.70,0.02
29137,8676,94.80,3.40,0.20,0.20,0.20,0.50,0.00
29139,11618,95.40,1.50,0.10,0.10,0.20,0.30,0.01
29141,20097,96.20,0.80,0.50,0.10,0.00,0.70,0.00
29143,18030,81.30,16.10,0.40,0.00,0.00,0.70,0.01
29145,58237,90.70,1.00,2.40,1.30,0.90,0.50,0.01
29147,22744,93.90,2.70,0.30,1.70,0.30,0.40,0.01
29149,10779,95.60,0.20,1.00,0.80,0.00,1.10,0.00
29151,13610,98.10,0.70,0.50,0.00,0.00,0.30,0.00
29153,9328,96.30,0.00,0.20,0.30,0.00,0.90,0.01
29155,17344,69.80,27.20,0.10,0.00,0.00,0.80,0.01
29157,19135,97.30,0.30,0.60,0.70,0.00,0.40,0.00
29159,42309,90.70,2.80,0.20,0.60,0.10,0.50,0.03
29161,44873,91.00,2.70,0.90,3.70,0.00,0.50,0.01
29163,18517,89.40,6.20,0.50,0.60,0.10,0.70,0.01
29165,96899,85.90,6.80,0.40,2.80,0.00,0.50,0.02
29167,31347,95.50,0.60,1.10,0.30,0.10,0.60,0.01
29169,53132,75.00,12.50,0.90,2.60,0.40,0.90,0.05
29171,4846,96.50,0.50,0.20,0.30,0.00,0.50,0.01
29173,10208,96.80,1.30,0.50,0.50,0.00,0.50,0.00
29175,24987,90.30,5.80,0.50,0.60,0.10,0.80,0.01
29177,22859,95.70,1.50,0.50,0.20,0.00,0.50,0.01
29179,6361,95.30,1.80,0.80,0.10,0.20,0.80,0.00
29181,13807,96.50,0.20,0.40,0.00,0.40,0.60,0.00
29183,385115,90.20,4.30,0.20,2.40,0.00,0.20,0.01
29185,9396,95.20,0.90,0.70,0.20,0.00,0.70,0.00
29186,17882,96.70,2.60,0.00,0.10,0.00,1.00,0.00
29187,66248,93.20,4.40,0.30,0.50,0.00,0.30,0.00
29189,999539,68.90,23.70,0.20,4.00,0.00,0.20,0.01
29195,23010,85.40,4.70,0.30,0.80,0.90,1.00,0.05
29197,4450,97.70,0.80,0.00,0.00,0.00,0.70,0.00
29199,4883,97.80,1.70,0.00,0.00,0.00,0.60,0.00
29201,38858,85.40,11.40,0.50,0.40,0.00,0.60,0.00
29203,8273,95.60,0.10,1.40,0.00,0.00,0.90,0.00
29205,6084,97.30,2.00,0.00,0.10,0.00,0.50,0.00
29207,29634,97.10,1.50,0.10,0.10,0.00,0.50,0.00
29209,31529,96.50,0.20,1.10,0.10,0.10,0.40,0.01
29211,6382,93.10,1.80,0.50,0.40,0.00,0.90,0.03
29213,54308,92.50,1.00,0.80,0.90,0.10,0.60,0.02
29215,25714,92.80,2.00,2.20,0.20,0.00,1.00,0.00
29217,20665,95.60,1.10,0.60,0.60,0.00,0.60,0.01
29219,33554,93.00,2.30,0.50,0.50,0.20,0.50,0.02
29221,24968,95.00,2.40,0.60,0.00,0.00,0.40,0.01
29223,13369,96.90,0.60,0.40,0.10,0.00,0.40,0.00
29225,37558,95.50,1.30,0.30,0.30,0.20,0.30,0.01
29227,2053,97.80,0.30,0.10,0.30,0.00,1.00,0.00
29229,18304,96.40,0.60,0.20,0.50,0.00,0.60,0.01
29510,314867,45.90,47.60,0.30,3.10,0.10,0.20,0.01
30001,9360,94.90,0.10,2.00,0.60,0.00,1.10,0.01
30003,13290,31.10,0.10,66.20,0.10,0.00,1.30,0.02
30005,6646,46.50,0.20,50.40,0.00,0.20,1.00,0.02
30007,5755,96.10,0.10,1.50,0.00,0.00,1.40,0.01
30009,10466,97.00,0.20,0.90,0.30,0.00,0.60,0.00
30011,1320,98.00,0.00,0.40,0.00,0.00,1.30,0.00
30013,81816,88.50,1.30,4.70,0.90,0.10,0.50,0.02
30015,5812,76.60,0.10,19.80,0.40,0.00,1.00,0.02
30017,11895,94.50,0.50,1.90,0.40,0.00,0.80,0.01
30019,1788,98.90,0.00,0.60,0.00,0.00,1.20,0.01
30021,9324,94.60,0.50,2.20,0.40,0.00,0.90,0.01
30023,9131,93.10,0.40,1.30,0.50,0.10,1.10,0.01
30025,2925,95.10,1.40,1.10,1.00,0.00,1.00,0.01
30027,11327,95.80,0.10,1.00,0.80,0.70,0.50,0.01
30029,96147,94.70,0.30,1.50,0.50,0.00,0.40,0.01
30031,100733,94.70,0.30,1.00,1.30,0.00,0.30,0.01
30033,1086,99.90,0.00,0.00,0.00,0.00,0.30,0.00
30035,13677,32.20,0.30,64.60,0.30,0.10,1.30,0.02
30037,747,90.40,4.00,0.00,0.00,0.00,3.20,0.04
30039,3206,96.70,0.10,0.40,0.10,0.00,0.50,0.00
30041,16468,70.80,0.30,24.20,0.40,0.00,1.10,0.03
30043,11625,94.70,0.10,1.40,0.20,0.00,0.70,0.01
30045,1965,97.40,0.00,1.40,0.00,0.00,1.10,0.01
30047,29518,67.70,0.20,24.40,0.30,0.10,1.30,0.02
30049,66290,93.80,0.30,2.00,0.70,0.10,0.50,0.01
30051,2245,98.70,0.00,0.00,0.00,0.00,1.30,0.01
30053,19249,95.30,0.10,1.00,0.40,0.00,0.50,0.01
30055,1728,91.60,0.00,7.10,0.50,0.00,0.90,0.00
30057,7902,95.50,0.50,0.50,0.10,0.00,0.50,0.02
30059,2000,95.80,0.00,1.20,0.00,0.00,1.20,0.02
30061,4194,97.60,0.20,0.30,0.70,0.00,0.70,0.00
30063,114231,91.90,0.40,2.60,1.40,0.00,0.50,0.01
30065,4766,95.30,0.80,0.70,1.50,0.00,0.90,0.00
30067,16001,96.20,0.30,0.70,0.10,0.10,0.50,0.00
30069,453,98.50,0.00,0.00,1.50,0.00,4.80,0.00
30071,4139,85.90,0.00,11.20,0.40,0.00,1.30,0.01
30073,6081,82.10,0.40,14.90,0.30,0.00,0.80,0.01
30075,1610,94.70,0.00,1.50,0.00,0.00,1.70,0.01
30077,6852,91.10,0.60,4.50,1.10,0.00,1.20,0.01
30079,1325,98.80,0.00,1.20,0.00,0.00,1.70,0.01
30081,41387,95.80,0.10,0.60,0.60,0.00,0.50,0.01
30083,11405,94.00,0.00,3.70,0.50,0.00,1.10,0.01
30085,11218,36.90,0.20,55.40,0.40,0.00,2.30,0.02
30087,9292,59.60,0.10,37.00,0.90,0.00,0.80,0.01
30089,11414,92.10,0.10,3.60,0.50,0.00,0.60,0.01
30091,3568,92.60,0.10,1.40,0.90,0.00,1.40,0.01
30093,34514,94.40,0.50,2.30,0.80,0.00,0.70,0.01
30095,9342,95.70,0.20,1.00,0.40,0.00,0.70,0.01
30097,3646,95.30,0.10,0.00,1.00,0.00,1.80,0.00
30099,6040,95.00,0.20,1.40,0.20,0.00,0.70,0.01
30101,5031,90.90,0.10,5.40,0.80,0.00,1.30,0.01
30103,790,94.80,0.00,0.00,1.50,0.00,1.70,0.02
30105,7561,86.60,0.10,9.20,0.40,0.30,1.10,0.01
30107,2108,95.50,0.00,2.90,0.00,0.00,1.80,0.02
30109,1121,99.80,0.00,0.20,0.00,0.00,2.00,0.00
30111,156332,90.90,0.70,4.30,0.60,0.10,0.40,0.01
31001,31564,93.30,0.70,0.30,1.40,0.00,0.40,0.03
31003,6406,97.60,0.20,0.30,0.40,0.00,0.30,0.01
31005,421,97.60,0.00,0.00,0.00,0.00,1.40,0.00
31007,728,97.00,0.50,0.00,0.00,0.00,2.10,0.00
31009,502,98.00,0.00,0.00,0.60,1.40,3.90,0.00
31011,5357,98.50,0.50,0.10,0.10,0.10,0.30,0.00
31013,11200,92.00,0.60,3.30,0.30,0.30,1.90,0.02
31015,2049,95.50,0.50,1.50,0.90,0.00,0.60,0.00
31017,3058,97.40,0.00,0.20,0.40,0.00,0.60,0.00
31019,48834,93.00,1.20,0.20,1.30,0.00,0.40,0.03
31021,6546,95.40,0.60,2.00,0.40,0.00,0.40,0.01
31023,8105,96.70,0.50,0.20,0.50,0.00,0.60,0.01
31025,25513,96.60,0.30,0.20,0.30,0.30,0.40,0.01
31027,8561,98.20,0.00,0.80,0.10,0.00,0.30,0.01
31029,3803,99.20,0.10,0.00,0.00,0.00,0.50,0.00
31031,5792,90.90,0.00,4.00,0.20,0.20,1.90,0.01
31033,10012,95.20,0.40,0.40,0.80,0.00,0.90,0.01
31035,6264,96.80,0.40,0.30,0.30,0.00,0.50,0.01
31037,10616,87.60,2.80,1.30,0.60,0.10,1.60,0.08
31039,9039,93.30,0.10,0.40,0.10,0.20,0.70,0.05
31041,10836,96.70,0.80,0.10,0.80,0.00,0.40,0.01
31043,20529,71.10,4.40,2.80,3.00,0.10,1.00,0.17
31045,8972,88.70,1.60,2.90,0.90,2.20,1.50,0.01
31047,23925,89.80,5.90,0.60,0.00,0.10,0.60,0.03
31049,1901,95.80,0.10,1.00,0.30,0.00,1.00,0.01
31051,5765,94.80,0.30,0.50,0.10,0.10,0.40,0.03
31053,36576,94.20,1.00,0.90,0.60,0.20,0.50,0.02
31055,549706,79.80,11.10,0.50,3.40,0.10,0.20,0.03
31057,2017,99.00,0.10,0.00,0.00,0.00,0.40,0.00
31059,5603,97.10,0.60,0.50,0.20,0.00,0.50,0.01
31061,3019,98.20,0.50,0.00,0.20,0.00,0.30,0.00
31063,2624,97.80,0.00,0.60,0.10,0.00,0.30,0.00
31065,4814,96.70,0.30,0.20,0.10,0.10,0.30,0.01
31067,21632,96.50,0.60,0.40,0.60,0.20,0.30,0.01
31069,1913,97.90,0.20,0.20,0.90,0.00,0.50,0.00
31071,1958,98.10,0.20,0.00,0.30,0.00,0.60,0.01
31073,2019,98.10,0.00,0.00,0.60,0.00,1.20,0.00
31075,682,98.10,0.90,0.00,0.00,0.00,0.80,0.00
31077,2436,97.80,0.60,0.00,0.40,0.00,0.40,0.00
31079,61233,89.20,2.30,0.60,1.30,0.30,0.40,0.06
31081,9149,95.90,0.70,0.70,0.10,0.00,0.50,0.02
31083,3469,96.30,0.90,0.50,0.30,0.00,0.80,0.02
31085,957,99.30,0.00,0.00,0.00,0.00,0.50,0.00
31087,2860,99.50,0.10,0.00,0.00,0.00,0.40,0.00
31089,10293,97.30,0.10,0.80,0.50,0.00,0.40,0.01
31091,684,98.80,0.90,0.00,0.00,0.00,2.90,0.00
31093,6385,96.70,0.00,0.00,0.00,0.10,0.30,0.01
31095,7276,96.80,0.00,1.00,0.10,0.00,0.80,0.01
31097,5200,86.10,6.90,1.30,0.90,0.00,0.60,0.05
31099,6547,97.80,0.10,0.30,0.20,0.00,0.50,0.01
31101,8129,96.50,0.70,0.70,1.10,0.30,0.40,0.01
31103,720,97.80,0.10,0.00,0.10,0.00,1.40,0.01
31105,3688,94.60,0.10,1.00,0.80,0.00,1.50,0.02
31107,8496,86.80,0.20,9.80,0.30,0.20,0.50,0.02
31109,306357,86.50,4.10,0.60,4.20,0.10,0.30,0.02
31111,35569,95.50,1.20,0.20,0.60,0.00,0.50,0.01
31113,919,95.80,0.70,0.20,0.00,0.00,1.40,0.01
31115,537,99.60,0.00,0.40,0.00,0.00,3.70,0.00
31117,432,97.70,0.00,0.00,0.00,0.00,3.20,0.00
31119,35062,91.60,1.50,1.50,1.10,0.00,0.50,0.04
31121,7829,95.50,0.60,0.20,0.10,0.00,0.70,0.02
31123,4903,95.40,0.80,0.50,0.10,0.00,1.00,0.02
31125,3569,99.20,0.10,0.50,0.10,0.10,0.60,0.00
31127,7041,96.40,1.40,0.60,0.70,0.00,0.40,0.01
31129,4318,97.90,0.30,0.10,1.20,0.00,0.50,0.00
31131,15875,95.30,0.20,0.50,0.50,0.00,0.60,0.02
31133,2704,96.70,0.00,0.20,0.00,0.00,0.80,0.01
31135,2904,99.10,0.10,0.10,0.00,0.00,0.40,0.00
31137,9163,96.90,0.10,0.20,0.20,0.00,0.90,0.01
31139,7175,97.60,0.30,0.10,0.40,0.10,0.50,0.01
31141,32875,95.50,0.40,0.30,0.60,0.00,0.40,0.02
31143,5244,97.20,0.10,0.50,0.10,0.00,0.60,0.01
31145,10870,97.10,1.10,0.00,0.30,0.00,1.10,0.00
31147,8045,93.30,0.20,2.70,0.20,0.00,1.00,0.01
31149,1381,98.00,0.30,0.00,0.00,0.00,1.00,0.01
31151,14325,90.50,0.70,0.40,2.90,0.10,1.00,0.05
31153,175188,88.60,3.90,0.40,2.50,0.10,0.30,0.02
31155,20953,97.30,0.30,0.20,0.30,0.00,0.30,0.00
31157,36509,92.40,0.80,1.50,0.60,0.10,0.60,0.04
31159,17045,96.60,0.50,0.10,0.60,0.00,0.30,0.01
31161,5241,83.30,0.50,9.50,0.50,0.00,2.10,0.03
31163,3048,98.40,0.00,0.00,0.60,0.00,0.30,0.01
31165,1256,93.80,0.40,0.20,0.20,0.00,4.60,0.00
31167,6020,97.20,1.30,0.00,0.30,0.00,0.50,0.00
31169,5133,97.40,0.30,0.30,0.00,0.00,0.50,0.00
31171,643,97.70,0.00,0.30,0.00,0.00,1.40,0.00
31173,7055,39.70,0.20,56.90,0.70,0.00,0.80,0.02
31175,4252,98.40,0.40,0.20,0.00,0.00,0.50,0.00
31177,20414,96.40,1.50,0.10,0.30,0.00,0.40,0.01
31179,9409,95.10,2.10,0.50,0.50,0.00,0.90,0.01
31181,3597,95.70,0.20,0.00,0.60,0.20,1.00,0.01
31183,846,98.90,0.00,0.00,0.10,0.00,0.40,0.01
31185,13832,94.80,1.20,0.30,0.30,0.00,0.60,0.01
32001,24022,84.60,2.50,4.40,2.40,0.20,0.80,0.03
32003,2112436,61.60,11.20,0.60,9.60,0.70,0.20,0.13
32005,47632,88.20,0.60,2.00,1.50,0.30,0.50,0.05
32007,52377,87.40,1.00,5.60,1.00,0.20,0.60,0.04
32009,1102,89.90,0.70,2.40,0.00,0.00,1.00,0.06
32011,1728,98.20,0.10,1.70,0.00,0.00,2.00,0.00
32013,17088,88.10,0.60,4.70,0.30,0.00,0.60,0.04
32015,5887,89.20,0.10,7.20,0.10,0.50,0.80,0.05
32017,5203,87.30,3.10,3.20,1.00,0.00,0.60,0.05
32019,52303,85.90,1.00,2.40,1.10,0.20,0.70,0.06
32021,4471,61.80,0.80,26.40,4.60,0.00,2.00,0.07
32023,43296,82.90,3.10,1.70,1.70,0.40,0.80,0.09
32027,6661,83.20,4.90,3.30,1.40,0.50,1.10,0.07
32029,3891,93.00,0.70,1.40,1.90,0.00,1.70,0.00
32031,445551,79.60,2.30,1.60,5.40,0.60,0.30,0.08
32033,9858,85.90,4.80,6.30,0.80,0.20,0.50,0.02
32510,54219,80.90,1.70,2.50,2.40,0.10,0.50,0.11
33001,60383,96.70,0.50,0.30,1.00,0.00,0.20,0.00
33003,47524,97.40,0.50,0.10,0.60,0.00,0.30,0.00
33005,76109,95.50,0.80,0.20,1.30,0.00,0.30,0.01
33007,32119,94.50,2.40,0.40,0.60,0.10,0.40,0.01
33009,89280,92.70,1.20,0.50,3.40,0.10,0.30,0.01
33011,406371,90.30,2.50,0.10,3.80,0.00,0.20,0.02
33013,147958,94.60,1.20,0.10,1.80,0.00,0.20,0.01
33015,302479,95.10,0.70,0.10,1.90,0.00,0.20,0.01
33017,126552,93.10,0.90,0.00,3.30,0.00,0.30,0.00
33019,43073,96.60,0.50,0.30,0.60,0.00,0.40,0.00
34001,272926,66.90,15.10,0.30,8.40,0.00,0.40,0.08
34003,937920,70.80,6.00,0.20,16.30,0.00,0.20,0.06
34005,449192,72.50,16.40,0.10,4.90,0.00,0.30,0.03
34007,510996,63.20,19.40,0.20,5.80,0.00,0.30,0.10
34009,94549,91.30,4.50,0.00,1.00,0.10,0.40,0.02
34011,154952,66.20,19.20,0.80,1.30,0.00,0.50,0.11
34013,800401,42.10,40.00,0.30,5.20,0.00,0.20,0.11
34015,291372,81.70,10.30,0.00,3.10,0.00,0.30,0.03
34017,679756,55.30,12.40,0.30,15.20,0.10,0.20,0.17
34019,125717,91.00,2.70,0.10,3.80,0.00,0.30,0.02
34021,373362,63.40,20.50,0.10,10.70,0.00,0.20,0.04
34023,837288,59.50,10.00,0.20,24.00,0.00,0.20,0.05
34025,627551,82.10,7.20,0.20,5.50,0.00,0.20,0.04
34027,498847,81.50,3.20,0.10,10.10,0.00,0.20,0.04
34029,589699,91.30,3.00,0.10,2.00,0.00,0.10,0.03
34031,510563,62.50,11.80,0.40,5.30,0.00,0.30,0.20
34033,63776,80.60,13.30,0.20,1.00,0.00,0.50,0.03
34035,333316,67.60,9.40,0.20,17.10,0.00,0.20,0.04
34037,143570,93.00,2.10,0.00,2.00,0.00,0.20,0.02
34039,557320,56.60,21.10,0.30,5.00,0.00,0.20,0.15
34041,107088,89.40,4.40,0.10,2.90,0.00,0.20,0.02
35001,674855,74.00,2.90,4.70,2.50,0.10,0.30,0.15
35003,3547,97.90,0.30,0.10,0.30,0.00,0.50,0.01
35005,65454,82.80,1.70,1.50,0.70,0.00,0.70,0.13
35006,27049,45.60,1.20,41.60,0.50,0.00,0.70,0.12
35007,12522,88.10,0.70,2.00,0.30,0.00,1.00,0.08
35009,50283,68.10,5.90,1.10,1.50,0.20,1.00,0.22
35011,2016,74.30,1.50,0.00,0.20,0.00,4.50,0.24
35013,213849,88.30,1.80,1.10,1.00,0.00,0.30,0.07
35015,56793,91.60,1.50,1.40,0.50,0.00,0.40,0.04
35017,28382,93.40,1.00,1.90,0.30,0.00,0.70,0.03
35019,4426,83.90,1.50,1.80,0.00,0.00,3.20,0.13
35021,546,93.20,0.00,0.20,0.00,0.00,4.60,0.06
35023,4446,95.00,0.70,0.60,0.00,0.00,1.50,0.04
35025,69505,88.20,3.80,0.80,0.00,0.10,0.60,0.06
35027,19497,91.30,0.60,1.80,0.50,0.00,0.80,0.04
35028,18031,86.60,0.30,1.20,6.00,0.00,1.10,0.04
35029,24319,91.60,1.40,1.10,0.50,0.00,0.80,0.05
35031,72849,16.30,0.50,75.70,1.00,0.00,0.70,0.07
35033,4605,56.70,0.10,0.10,0.00,0.00,1.20,0.36
35035,65130,78.10,3.40,6.80,1.30,0.10,0.70,0.09
35037,8447,88.20,1.60,1.40,0.70,0.20,2.30,0.07
35039,39455,56.00,0.60,15.80,0.40,0.00,0.70,0.28
35041,19313,72.30,3.20,0.70,0.50,0.00,1.10,0.22
35043,138815,70.10,2.00,12.50,1.50,0.10,0.60,0.12
35045,128221,52.10,0.60,39.00,0.60,0.10,0.50,0.07
35047,28203,50.20,1.30,1.30,1.20,0.20,1.10,0.46
35049,147514,82.90,0.80,3.50,1.30,0.10,0.40,0.11
35051,11254,92.30,0.60,2.10,0.50,0.00,0.60,0.03
35053,17098,77.40,0.10,11.40,2.20,0.00,1.70,0.07
35055,32809,82.00,0.50,7.30,0.30,0.00,0.80,0.10
35057,15534,90.80,1.70,1.10,0.20,0.00,1.10,0.04
35059,4216,83.80,1.30,3.70,0.00,0.00,2.10,0.09
35061,75845,80.70,0.90,4.40,0.80,0.00,0.70,0.13
36001,308580,76.00,12.30,0.20,6.40,0.00,0.30,0.03
36003,47400,95.50,1.40,0.30,1.20,0.00,0.20,0.01
36005,1455846,21.00,33.60,0.70,3.70,0.10,0.20,0.44
36007,196124,86.10,5.80,0.20,4.20,0.00,0.30,0.02
36009,78175,92.10,1.70,3.00,0.90,0.00,0.30,0.01
36011,78319,92.00,4.10,0.30,0.50,0.00,0.40,0.01
36013,130846,92.70,2.60,0.30,0.60,0.00,0.20,0.02
36015,86883,88.30,6.00,0.50,1.60,0.00,0.50,0.01
36017,48763,96.10,0.90,0.30,0.40,0.00,0.40,0.01
36019,81224,91.00,4.20,0.20,1.50,0.00,0.30,0.02
36021,61481,89.60,4.50,0.00,1.70,0.00,0.40,0.02
36023,48334,94.70,1.80,0.20,0.80,0.00,0.50,0.01
36025,45950,95.00,2.00,0.10,0.70,0.00,0.30,0.01
36027,295685,78.60,10.50,0.40,3.70,0.00,0.30,0.05
36029,923995,78.00,13.40,0.50,3.50,0.00,0.20,0.03
36031,38233,92.80,3.20,0.20,0.50,0.00,0.50,0.02
36033,51054,82.50,5.90,6.90,0.40,0.20,0.50,0.03
36035,53955,94.70,1.80,0.30,0.70,0.00,0.40,0.01
36037,58537,92.10,2.50,1.00,0.70,0.00,0.40,0.02
36039,47791,89.60,6.20,0.30,1.10,0.00,0.50,0.02
36041,4646,96.70,0.80,0.00,0.00,0.00,0.60,0.00
36043,62943,96.00,1.20,0.30,0.50,0.10,0.30,0.01
36045,116567,86.10,5.80,0.60,1.50,0.30,0.50,0.03
36047,2635121,43.20,33.00,0.30,11.90,0.00,0.10,0.12
36049,26845,96.60,0.70,0.20,0.40,0.10,0.30,0.01
36051,64373,93.30,2.60,0.20,1.40,0.00,0.30,0.01
36053,71760,94.80,2.00,0.60,0.80,0.10,0.30,0.01
36055,748680,75.90,15.30,0.40,3.70,0.00,0.20,0.03
36057,49500,88.20,1.80,0.10,0.80,0.00,0.60,0.07
36059,1363069,68.90,11.50,0.20,9.10,0.00,0.20,0.09
36061,1653877,56.40,14.90,0.40,12.00,0.10,0.20,0.16
36063,212675,87.80,7.20,1.10,1.00,0.00,0.30,0.01
36065,232324,85.60,6.30,0.20,4.00,0.00,0.30,0.02
36067,467669,79.90,11.20,0.50,3.90,0.00,0.20,0.02
36069,109491,92.70,2.50,0.40,1.30,0.10,0.30,0.02
36071,378174,74.10,10.60,0.30,2.60,0.10,0.40,0.11
36073,41584,89.20,6.00,0.40,0.70,0.10,0.60,0.02
36075,119833,95.70,1.00,0.20,0.70,0.00,0.20,0.01
36077,60750,93.50,2.00,0.20,1.40,0.00,0.20,0.01
36079,99464,89.10,2.40,0.30,2.20,0.00,0.40,0.05
36081,2339280,39.70,18.20,0.40,25.30,0.10,0.10,0.14
36083,159800,86.50,6.50,0.10,2.50,0.00,0.40,0.02
36085,475948,74.80,10.30,0.30,8.50,0.00,0.30,0.05
36087,325027,70.90,12.50,0.20,6.10,0.00,0.30,0.10
36089,110817,93.00,2.40,0.70,1.10,0.10,0.20,0.01
36091,226632,93.20,1.70,0.20,2.80,0.00,0.20,0.01
36093,155239,77.80,10.30,0.20,4.70,0.00,0.40,0.03
36095,31611,96.00,1.60,0.20,0.90,0.00,0.20,0.01
36097,18112,96.60,1.40,0.10,0.50,0.00,0.30,0.00
36099,34843,91.60,4.90,0.30,0.70,0.00,0.40,0.01
36101,97539,94.90,1.60,0.10,1.50,0.00,0.20,0.00
36103,1497595,80.50,7.80,0.20,3.90,0.00,0.20,0.07
36105,75783,81.40,8.60,0.30,1.60,0.00,0.70,0.06
36107,49322,96.70,0.60,0.00,0.80,0.00,0.30,0.00
36109,104415,80.40,4.00,0.20,10.30,0.00,0.50,0.02
36111,180129,85.50,5.70,0.20,2.10,0.10,0.40,0.04
36113,64701,96.00,1.20,0.20,1.00,0.10,0.30,0.01
36115,62183,93.80,3.40,0.20,0.50,0.00,0.20,0.01
36117,91442,93.10,3.00,0.20,0.70,0.10,0.30,0.01
36119,975321,65.40,14.60,0.40,5.90,0.00,0.20,0.13
36121,40886,91.90,5.20,0.40,0.40,0.00,0.30,0.01
36123,25083,96.30,1.10,0.20,0.70,0.00,0.30,0.01
37001,157844,70.50,19.00,0.30,1.50,0.00,0.40,0.07
37003,37159,88.00,5.90,0.20,1.20,0.10,0.50,0.04
37005,10935,91.80,2.40,1.90,0.20,0.00,0.60,0.05
37007,25531,48.00,48.60,0.30,1.20,0.00,0.40,0.01
37009,26833,94.90,0.80,0.40,0.40,0.00,0.50,0.03
37011,17535,93.10,4.20,0.50,0.60,0.00,0.40,0.01
37013,47316,71.20,26.50,0.00,0.20,0.10,0.60,0.02
37015,19913,35.30,62.00,0.70,0.60,0.00,0.50,0.01
37017,34130,56.40,34.90,2.40,0.00,0.00,0.60,0.05
37019,122586,83.50,10.60,0.50,0.60,0.10,0.30,0.03
37021,252268,88.80,6.30,0.40,1.20,0.10,0.30,0.01
37023,88898,84.70,6.00,0.50,3.60,0.10,0.30,0.04
37025,196716,72.60,17.20,0.30,3.10,0.10,0.40,0.05
37027,81805,89.20,4.90,0.40,0.60,0.00,0.30,0.04
37029,10336,82.30,14.30,0.30,1.90,0.00,0.70,0.01
37031,68699,89.30,5.70,0.20,1.10,0.10,0.40,0.01
37033,22833,62.70,33.00,0.10,0.60,0.20,0.70,0.02
37035,156182,78.80,8.10,0.30,4.10,0.00,0.40,0.07
37037,68364,80.20,12.00,0.20,1.40,0.10,0.50,0.04
37039,27463,93.70,1.40,1.20,0.70,0.00,0.40,0.01
37041,14370,62.50,33.90,0.80,0.20,0.00,1.00,0.01
37043,10753,98.10,1.60,0.10,0.00,0.00,0.10,0.00
37045,97038,75.20,20.80,0.20,1.00,0.00,0.30,0.02
37047,56589,61.50,30.90,3.70,0.40,0.00,0.30,0.03
37049,103374,70.20,21.40,0.70,2.80,0.00,0.50,0.03
37051,332766,51.00,36.60,1.40,2.50,0.30,0.40,0.05
37053,25247,90.20,5.40,0.40,0.40,0.00,1.00,0.01
37055,35412,91.50,2.10,0.30,0.60,0.00,0.70,0.03
37057,164118,86.00,9.10,0.30,1.50,0.00,0.30,0.02
37059,41766,89.00,6.10,0.10,0.70,0.00,0.40,0.02
37061,59350,67.10,24.80,0.30,0.40,0.00,0.50,0.06
37063,300865,50.90,37.30,0.30,4.80,0.00,0.30,0.05
37065,54032,38.40,57.20,0.10,0.10,0.10,0.70,0.02
37067,368362,66.40,26.00,0.30,2.20,0.10,0.20,0.03
37069,63866,67.70,25.70,1.10,0.50,0.20,0.60,0.04
37071,214049,76.90,15.70,0.40,1.50,0.10,0.30,0.03
37073,11601,63.00,32.90,0.90,0.40,0.00,1.20,0.00
37075,8607,88.10,0.20,10.60,0.00,0.00,0.60,0.00
37077,58503,61.10,31.00,0.60,0.40,0.00,0.80,0.05
37079,21059,57.90,35.90,0.40,0.10,0.00,1.00,0.04
37081,517197,56.10,33.70,0.40,4.80,0.10,0.20,0.03
37083,52300,40.20,52.80,3.80,0.90,0.00,0.60,0.01
37085,128753,67.50,21.20,0.90,1.10,0.20,0.50,0.07
37087,59854,95.70,1.10,0.40,0.60,0.00,0.40,0.01
37089,112156,90.80,3.40,0.20,1.20,0.10,0.40,0.03
37091,24262,35.50,58.00,1.10,0.70,0.10,1.80,0.02
37093,52571,45.50,33.30,8.20,1.40,0.10,1.00,0.08
37095,5507,68.20,30.70,0.10,0.00,0.00,1.20,0.00
37097,169798,81.50,12.40,0.30,2.30,0.00,0.30,0.02
37099,41725,83.60,3.00,8.40,1.00,0.00,0.80,0.03
37101,186308,77.80,15.40,0.70,0.70,0.00,0.40,0.04
