fips,median_household_income
45021,34962
45023,40850
45025,38881
45027,36647
45029,36139
45031,38886
45033,32229
45035,63269
45037,48059
45039,40285
45041,43727
45043,48373
45045,56311
45047,42740
45049,36834
45051,45979
45053,40960
45055,50627
45057,57667
45059,41695
45061,33756
45063,60329
45065,44644
45067,31438
45069,33412
45071,42538
45073,51087
45075,36358
45077,48133
45079,52187
45081,44487
45083,51035
45085,44375
45087,41327
45089,32421
45091,62620
46003,49406
46005,45878
46007,35529
46009,48110
46011,56947
46013,55572
46015,50165
46017,22679
46019,44135
46021,49459
46023,42196
46025,48207
46027,44943
46029,56913
46031,30446
46033,56894
46035,52171
46037,48656
46039,55326
46041,37621
46043,50666
46045,56083
46047,45273
46049,47700
46051,58575
46053,38420
46055,46694
46057,61935
46059,51252
46061,62790
46063,53035
46065,63049
46067,53170
46069,50134
46071,32023
46073,45021
46075,41679
46077,54274
46079,59743
46081,52141
46083,89458
46085,43798
46087,58271
46089,40867
46091,58651
46093,59563
46095,32358
46097,51405
46099,61182
46101,57740
46102,34411
46103,55104
46105,46997
46107,53386
46109,44020
46111,48923
46115,50965
46117,66343
46119,55421
46121,29046
46123,42724
46125,56203
46127,82100
46129,46550
46135,55907
46137,29985
47001,48679
47003,50904
47005,36034
47007,38261
47009,51391
47011,48663
47013,40866
47015,51795
47017,41492
47019,39725
47021,59103
47023,45261
47025,37886
47027,34035
47029,35788
47031,48188
47033,40480
47035,45118
47037,58264
47039,38988
47041,42080
47043,49518
47045,44549
47047,60112
47049,32895
47051,49596
47053,42859
47055,47838
47057,43190
47059,40145
47061,34454
47063,44181
47065,52096
47067,29689
47069,38426
47071,39318
47073,41397
47075,34556
47077,43806
47079,41756
47081,42824
47083,42018
47085,45866
47087,36815
47089,45556
47091,36331
47093,55299
47095,31144
47097,38718
47099,41505
47101,37959
47103,49295
47105,57641
47107,39860
47109,39407
47111,41266
47113,46424
47115,47331
47117,52415
47119,56999
47121,45695
47123,43749
47125,57431
47127,55448
47129,40667
47131,38160
47133,37154
47135,37135
47137,39858
47139,41191
47141,42437
47143,43426
47145,48391
47147,59771
47149,68082
47151,34828
47153,45100
47155,48482
47157,49563
47159,47653
47161,48175
47163,45224
47165,65174
47167,56511
47169,49711
47171,41188
47173,40357
47175,38478
47177,37692
47179,43194
47181,36612
47183,39424
47185,39642
47187,111427
47189,70674
48001,42412
48003,63451
48005,45318
48007,46970
48009,58311
48011,55337
48013,48636
48015,61111
48017,42045
48019,55578
48021,62992
48023,37013
48025,41392
48027,52164
48029,54163
48031,62115
48033,59039
48035,49139
48037,49153
48039,80840
48041,46083
48043,44617
48045,42678
48047,28106
48049,41538
48051,47409
48053,59009
48055,51895
48057,55240
48059,45843
48061,36624
48063,41932
48065,60668
48067,40104
48069,41746
48071,81018
48073,47147
48075,40925
48077,53438
48079,40796
48081,42314
48083,35596
48085,95394
48087,39809
48089,49100
48091,72562
48093,46161
48095,42723
48097,57382
48099,51486
48101,36201
48103,56356
48105,44991
48107,36942
48109,37825
48111,47838
48113,56732
48115,42127
48117,42698
48119,41644
48121,86462
48123,47657
48125,38702
48127,35696
48129,41867
48131,33495
48133,39620
48135,54422
48137,35164
48139,71512
48141,44120
48143,48230
48145,35988
48147,50598
48149,56320
48151,47292
48153,41390
48155,35007
48157,91661
48159,44358
48161,47616
48163,37853
48165,52138
48167,69674
48169,46587
48171,58412
48173,78088
48175,52403
48177,45052
48179,46599
48181,54431
48183,47208
48185,48023
48187,66886
48189,43570
48191,32980
48193,44230
48195,55761
48197,39022
48199,58829
48201,58664
48203,50584
48205,69000
48207,35075
48209,66525
48211,64338
48213,44500
48215,36978
48217,47162
48219,48449
48221,64687
48223,44925
48225,37723
48227,46899
48229,39683
48231,53421
48233,53465
48235,63827
48237,47824
48239,49350
48241,43368
48243,38537
48245,47852
48247,32319
48249,40681
48251,61813
48253,44132
48255,48708
48257,65942
48259,89637
48261,38031
48263,45330
48265,49748
48267,41081
48269,56346
48271,42650
48273,41257
48275,37749
48277,47212
48279,41099
48281,55759
48283,41518
48285,51191
48287,54164
48289,43189
48291,50420
48293,41434
48295,54091
48297,50430
48299,51078
48301,65203
48303,47460
48305,44567
48307,40157
48309,47306
48311,68133
48313,42058
48315,36936
48317,59907
48319,47213
48321,46801
48323,33507
48325,56173
48327,34033
48329,76307
48331,44855
48333,42463
48335,41512
48337,47590
48339,77149
48341,51444
48343,39627
48345,36782
48347,42367
48349,41944
48351,41736
48353,42662
48355,51910
48357,58962
48359,55451
48361,57257
48363,45869
48365,48971
48367,74076
48369,48189
48371,44352
48373,44596
48375,43778
48377,29761
48379,43403
48381,63077
48383,58168
48385,36146
48387,35643
48389,40694
48391,42898
48393,67688
48395,44355
48397,98442
48399,41830
48401,49872
48403,37770
48405,39133
48407,44707
48409,50752
48411,43112
48413,45821
48415,51772
48417,61155
48419,39745
48421,49349
48423,54044
48425,62803
48427,28377
48429,41977
48431,55690
48433,43702
48435,57986
48437,41264
48439,65021
48441,50338
48443,39033
48445,40899
48447,38162
48449,47097
48451,49462
48453,72785
48455,34741
48457,43394
48459,47517
48461,56448
48463,39610
48465,41441
48467,50308
48469,52161
48471,42304
48473,55224
48475,53242
48477,51276
48479,41979
48481,46194
48483,45356
48485,44593
48487,40353
48489,30392
48491,82131
48493,70829
48495,51965
48497,60675
48499,49739
48501,58363
48503,44909
48505,32172
48507,28867
49001,51187
49003,63624
49005,55036
49007,47627
49009,55521
49011,80433
49013,60569
49015,52877
49017,50945
49019,48920
49021,48168
49023,60078
49025,49982
49027,56215
49029,96201
49031,41334
49033,58807
49035,71396
49037,43962
49039,52251
49041,52668
49043,100879
49045,72198
49047,57355
49049,70461
49051,83344
49053,55518
49055,43805
49057,62937
50001,59467
50003,52770
50005,46299
50007,65851
50009,40288
50011,60670
50013,61971
50015,56965
50017,56138
50019,44070
50021,53492
50023,62203
50025,47827
50027,58403
51001,44038
51003,77591
51005,49655
51007,54979
51009,48980
51011,50148
51013,114705
51015,58368
51017,48753
51019,65172
51021,45564
51023,70388
51025,42569
51027,32993
51029,41763
51031,50849
51033,62207
51035,42262
51036,54504
51037,40864
51041,80573
51043,76359
51045,50210
51047,69318
51049,44699
51051,33383
51053,57284
51057,50112
51059,117989
51061,96835
51063,48341
51065,71863
51067,51031
51069,72139
51071,52808
51073,63902
51075,100686
51077,37247
51079,65394
51081,47097
51083,42552
51085,89723
51087,67434
51089,41206
51091,43939
51093,70842
51095,88149
51097,51055
51099,86878
51101,69806
51103,50793
51105,32152
51107,136191
51109,60641
51111,36591
51113,58680
51115,59296
51117,42275
51119,51534
51121,54297
51125,53965
51127,89682
51131,41160
51133,53381
51135,40911
51137,62707
51139,45691
51141,40421
51143,47411
51145,87756
51147,43761
51149,68884
51153,100431
51155,48743
51157,68166
51159,48355
51161,65171
51163,53606
51165,59492
51167,39219
51169,39640
51171,56733
51173,42008
51175,49512
51177,85743
51179,111184
51181,49064
51183,41594
51185,38855
51187,63785
51191,49866
51193,50046
51195,37460
51197,46795
51199,85292
51510,99959
51520,38232
51530,42924
51540,54034
51550,75529
51570,53769
51580,38000
51590,33626
51595,35770
51600,99662
51610,123923
51620,37117
51630,56580
51640,33391
51650,52894
51660,44688
51670,40209
51678,47749
51680,44122
51683,75621
51685,80482
51690,34463
51700,49635
51710,48218
51720,33442
51730,36038
51735,99089
51740,48532
51750,40941
51760,46073
51770,43135
51775,54989
51790,51551
51800,68961
51810,72126
51820,44008
51830,53737
51840,49588
53001,48056
53003,50777
53005,64717
53007,57284
53009,49070
53011,74243
53013,50322
53015,50617
53017,54580
53019,43665
53021,61285
53023,52682
53025,55807
53027,47619
53029,63529
53031,53364
53033,89519
53035,72795
53037,56393
53039,55282
53041,50086
53043,53504
53045,55030
53047,44819
53049,45526
53051,48574
53053,69027
53055,59538
53057,65505
53059,59639
53061,82405
53063,53438
53065,52136
53067,71370
53069,53694
53071,54243
53073,61026
53075,44913
53077,47573
54001,37255
54003,59071
54005,38584
54007,37762
54009,50775
54011,38191
54013,33527
54015,34321
54017,44370
54019,38063
54021,35429
54023,41040
54025,37902
54027,47606
54029,44623
54031,44263
54033,51711
54035,45199
54037,70203
54039,43598
54041,41908
54043,36055
54045,34925
54047,26491
54049,46514
54051,41471
54053,40314
54055,36160
54057,45144
54059,30880
54061,50621
54063,44230
54065,44448
54067,37358
54069,47818
54071,41281
54073,47118
54075,35367
54077,45215
54079,59815
54081,41286
54083,37208
54085,40636
54087,37067
54089,32375
54091,45400
54093,39539
54095,43951
54097,37896
54099,39355
54101,31446
54103,41882
54105,42330
54107,44742
54109,34603
55001,44767
55003,43784
55005,50940
55007,51120
55009,61240
55011,55297
55013,47727
55015,72309
55017,56678
55019,49718
55021,65931
55023,47341
55025,72385
55027,57862
55029,59956
55031,53091
55033,58902
55035,55418
55037,50284
55039,61591
55041,46137
55043,51157
55045,62456
55047,52917
55049,63476
55051,41251
55053,51131
55055,58759
55057,50931
55059,61312
55061,62107
55063,57145
55065,55586
55067,46910
55069,55564
55071,55741
55073,59302
55075,47449
55077,46901
55078,36936
55079,47795
55081,55690
55083,57860
55085,56170
55087,65945
55089,85098
55091,51544
55093,69271
55095,55180
55097,53883
55099,47302
55101,61118
55103,49092
55105,55905
55107,44780
55109,82253
55111,58372
55113,47183
55115,55546
55117,59231
55119,51038
55121,56051
55123,44444
55125,44740
55127,60675
55129,48139
55131,76551
55133,82627
55135,58474
55137,47653
55139,57529
55141,53346
56001,44745
56003,50380
56005,78240
56007,60634
56009,65469
56011,61664
56013,50134
56015,51023
56017,47775
56019,55412
56021,61658
56023,65137
56025,61049
56027,45768
56029,57619
56031,50775
56033,54482
56035,74811
56037,75590
56039,90145
56041,67404
56043,57989
56045,56214
