fips,popestimate17
45023,32299
45025,45979
45027,34012
45029,37555
45031,66981
45033,30496
45035,158988
45037,26837
45039,22593
45041,138495
45043,61826
45045,506831
45047,70496
45049,19498
45051,332655
45053,28522
45055,65213
45057,92411
45059,66822
45061,17388
45063,290338
45065,9554
45067,31295
45069,26691
45071,38381
45073,77388
45075,87671
45077,123518
45079,411800
45081,20299
45083,306740
45085,106431
45087,27400
45089,31216
45091,266165
46003,2769
46005,18541
46007,3446
46009,6952
46011,34749
46013,39290
46015,5304
46017,2013
46019,10114
46021,1372
46023,9404
46025,3679
46027,14032
46029,28125
46031,4195
46033,8763
46035,19870
46037,5494
46039,4311
46041,5857
46043,2927
46045,3915
46047,6698
46049,2323
46051,7159
46053,4206
46055,1921
46057,5998
46059,3275
46061,3409
46063,1244
46065,17670
46067,7349
46069,1297
46071,3269
46073,2024
46075,922
46077,4929
46079,12795
46081,25677
46083,56681
46085,3876
46087,5561
46089,2401
46091,4945
46093,27941
46095,2063
46097,2200
46099,189538
46101,6494
46102,14384
46103,110503
46105,2962
46107,2214
46109,10265
46111,2435
46115,6507
46117,2986
46119,1398
46121,10277
46123,5443
46125,8303
46127,15277
46129,5497
46135,22682
46137,2748
47001,76056
47003,48211
47005,15993
47007,14895
47009,129999
47011,105421
47013,39791
47015,14157
47017,27807
47019,56510
47021,40366
47023,17154
47025,31661
47027,7663
47029,35528
47031,55016
47033,14436
47035,59023
47037,687159
47039,11732
47041,19876
47043,52774
47045,37339
47047,40150
47049,18214
47051,41623
47053,49255
47055,29379
47057,23106
47059,68821
47061,13332
47063,64062
47065,361032
47067,6593
47069,25488
47071,25738
47073,56620
47075,17607
47077,27851
47079,32380
47081,24839
47083,8158
47085,18503
47087,11702
47089,53730
47091,17603
47093,461565
47095,7451
47097,26093
47099,43388
47101,12025
47103,33892
47105,52260
47107,52931
47109,26001
47111,23905
47113,97491
47115,28406
47117,33020
47119,92237
47121,12042
47123,46035
47125,199771
47127,6391
47129,21555
47131,30375
47133,21998
47135,7954
47137,5062
47139,16759
47141,77299
47143,32671
47145,53020
47147,70328
47149,316531
47151,21964
47153,14767
47155,97307
47157,935251
47159,19732
47161,13422
47163,156924
47165,183756
47167,61305
47169,10831
47171,17796
47173,19399
47175,5747
47177,40717
47179,127603
47181,16641
47183,33325
47185,26764
47187,226048
47189,136691
48001,58175
48003,17603
48005,87572
48007,25392
48009,8783
48011,1867
48013,49083
48015,29722
48017,7066
48019,22327
48021,84585
48023,3555
48025,32592
48027,347377
48029,1956988
48031,11481
48033,670
48035,18295
48037,93458
48039,361853
48041,223917
48043,9325
48045,1514
48047,7132
48049,37815
48051,18053
48053,46600
48055,42328
48057,21712
48059,13968
48061,422227
48063,12845
48065,6005
48067,29966
48069,7696
48071,41269
48073,52116
48075,7269
48077,10484
48079,2853
48081,3285
48083,8399
48085,971864
48087,2964
48089,21291
48091,140721
48093,13533
48095,2707
48097,39932
48099,74760
48101,1375
48103,4685
48105,3535
48107,5849
48109,2230
48111,7272
48113,2620154
48115,12744
48117,18753
48119,5276
48121,835364
48123,20180
48125,2190
48127,10282
48129,3340
48131,11270
48133,18294
48135,156951
48137,1929
48139,173405
48141,837401
48143,41723
48145,17340
48147,34550
48149,25119
48151,3874
48153,5830
48155,1202
48157,767712
48159,10798
48161,19649
48163,19895
48165,20553
48167,334633
48169,6490
48171,26483
48173,1363
48175,7552
48177,20742
48179,22106
48181,131152
48183,122852
48185,27955
48187,159639
48189,33954
48191,3042
48193,8407
48195,5485
48197,3959
48199,57117
48201,4657972
48203,66468
48205,5716
48207,5699
48209,214726
48211,3929
48213,80954
48215,856249
48217,35703
48219,22977
48221,57973
48223,36451
48225,23089
48227,35817
48229,4604
48231,94046
48233,21343
48235,1512
48237,8828
48239,14806
48241,35549
48243,2260
48245,256041
48247,5212
48249,40920
48251,167012
48253,19827
48255,15556
48257,122628
48259,43969
48261,427
48263,759
48265,51892
48267,4385
48269,289
48271,3711
48273,30752
48275,3674
48277,49568
48279,13165
48281,20861
48283,7530
48285,20028
48287,17109
48289,17235
48291,83597
48293,23391
48295,3364
48297,12146
48299,21167
48301,133
48303,305413
48305,5832
48307,7941
48309,251631
48311,765
48313,14251
48315,10057
48317,5531
48319,4179
48321,36805
48323,58111
48325,50183
48327,2110
48329,165318
48331,24939
48333,4917
48335,8215
48337,19399
48339,571615
48341,21604
48343,12375
48345,1226
48347,65317
48349,48739
48351,13908
48353,14854
48355,361235
48357,9996
48359,2104
48361,84971
48363,28544
48365,23211
48367,133501
48369,9710
48371,15634
48373,48990
48375,120340
48377,7100
48379,11730
48381,134015
48383,3712
48385,3417
48387,12164
48389,15166
48391,7180
48393,941
48395,17153
48397,96824
48399,10282
48401,54213
48403,10417
48405,8302
48407,28231
48409,67210
48411,5996
48413,2989
48415,17003
48417,3289
48419,25225
48421,3046
48423,227195
48425,8855
48427,64130
48429,9287
48431,1287
48433,1376
48435,3792
48437,7446
48439,2056451
48441,136634
48443,814
48445,12429
48447,1510
48449,32619
48451,117566
48453,1227585
48455,14677
48457,21517
48459,41069
48461,3658
48463,27043
48465,49028
48467,55163
48469,92045
48471,72816
48473,51717
48475,11383
48477,34861
48479,273691
48481,41837
48483,5300
48485,131689
48487,12683
48489,21508
48491,546251
48493,49211
48495,7605
48497,65848
48499,44263
48501,8557
48503,17922
48505,14254
48507,11957
49001,6421
49003,53977
49005,124236
49007,20131
49009,1013
49011,346658
49013,19868
49015,10006
49017,5025
49019,9589
49021,50761
49023,11293
49025,7520
49027,12821
49029,11829
49031,1407
49033,2395
49035,1136719
49037,15277
49039,29921
49041,21292
49043,41330
49045,67486
49047,35228
49049,606742
49051,31890
49053,165929
49055,2702
49057,251576
50001,36900
50003,35675
50005,30141
50007,163031
50009,6184
50011,48969
50013,6975
50015,25360
50017,28964
50019,26811
50021,59006
50023,58253
50025,42851
50027,55224
51001,32685
51003,107768
51005,15128
51007,12980
51009,31863
51011,15723
51013,234647
51015,75177
51017,4266
51019,78378
51021,6354
51023,33313
51025,16570
51027,21604
51029,17038
51031,55326
51033,30432
51035,29812
51036,7026
51037,12077
51041,343276
51043,14454
51045,5062
51047,51235
51049,9828
51051,14722
51053,28630
51057,10969
51059,1148728
51061,69547
51063,15758
51065,26480
51067,56315
51069,86456
51071,16754
51073,37295
51075,22703
51077,15697
51079,19593
51081,11569
51083,34575
51085,105674
51087,327559
51089,51346
51091,2217
51093,36571
51095,75274
51097,6999
51099,26337
51101,16684
51103,10725
51105,23900
51107,397049
51109,35912
51111,12333
51113,13212
51115,8709
51117,30693
51119,10625
51121,98142
51125,14800
51127,21638
51131,11872
51133,12271
51135,15432
51137,35870
51139,23784
51141,17713
51143,61309
51145,28716
51147,22678
51149,38006
51153,463069
51155,34225
51157,7393
51159,8889
51161,93939
51163,22668
51165,80397
51167,27046
51169,21893
51171,43276
51173,30731
51175,17841
51177,132739
51179,146792
51181,6503
51183,11379
51185,41303
51187,39409
51191,54179
51193,17725
51195,38574
51197,28829
51199,68022
51510,159215
51520,16880
51530,6482
51540,47463
51550,240143
51570,17424
51580,5576
51590,41044
51595,5467
51600,23435
51610,14245
51620,8145
51630,28498
51640,6484
51650,134725
51660,53644
51670,22505
51678,7154
51680,80523
51683,41141
51685,17149
51690,12823
51700,179447
51710,244543
51720,3918
51730,31137
51735,12039
51740,94838
51750,17484
51760,227230
51770,98986
51775,25373
51790,24325
51800,90108
51810,449896
51820,22242
51830,14994
51840,28178
53001,19651
53003,22509
53005,198200
53007,76298
53009,75637
53011,474381
53013,4002
53015,106805
53017,42027
53019,7576
53021,91896
53023,2215
53025,95357
53027,72490
53029,83250
53031,31210
53033,2203836
53035,266289
53037,46176
53039,21751
53041,78320
53043,10585
53045,63740
53047,41915
53049,21742
53051,13358
53053,879654
53055,16729
53057,125860
53059,11809
53061,802089
53063,505623
53065,44636
53067,280269
53069,4251
53071,60512
53073,221410
53075,49382
53077,249922
54001,16515
54003,115073
54005,22369
54007,14217
54009,22373
54011,94452
54013,7310
54015,8693
54017,8518
54019,43607
54021,8042
54023,11627
54025,35208
54027,23386
54029,29383
54031,13849
54033,67905
54035,28908
54037,56444
54039,183385
54041,16178
54043,20872
54045,33028
54047,18505
54049,56349
54051,31252
54053,26806
54055,59869
54057,27223
54059,24142
54061,105782
54063,13382
54065,17716
54067,25125
54069,42001
54071,6973
54073,7455
54075,8493
54077,33826
54079,56692
54081,75066
54083,28894
54085,9851
54087,14004
54089,12882
54091,16914
54093,6992
54095,8800
54097,24555
54099,40215
54101,8348
54103,15433
54105,5786
54107,85060
54109,21271
55001,19900
55003,15501
55005,45141
55007,15006
55009,261762
55011,13105
55013,15295
55015,49995
55017,63747
55019,34571
55021,57244
55023,16199
55025,537453
55027,87705
55029,27454
55031,43328
55033,44714
55035,103582
55037,4335
55039,102417
55041,8969
55043,51728
55045,36877
55047,18720
55049,23676
55051,5675
55053,20485
55055,84733
55057,26460
55059,168356
55061,20401
55063,118033
55065,16689
55067,19175
55069,27751
55071,79099
55073,135452
55075,40300
55077,15280
55078,4599
55079,950172
55081,45715
55083,37531
55085,35236
55087,185816
55089,88443
55091,7246
55093,42016
55095,43397
55097,70565
55099,13380
55101,195825
55103,17517
55105,162205
55107,14148
55109,88560
55111,63967
55113,16367
55115,40846
55117,115089
55119,20314
55121,29372
55123,30702
55125,21684
55127,102850
55129,15739
55131,134930
55133,400899
55135,51118
55137,24193
55139,170394
55141,73038
56001,38459
56003,11859
56005,46402
56007,15252
56009,13733
56011,7397
56013,39818
56015,13361
56017,4686
56019,8447
56021,98377
56023,19278
56025,79586
56027,2392
56029,29194
56031,8541
56033,30147
56035,9745
56037,43464
56039,23384
56041,20431
56043,8010
56045,6968
