fips,retail_soda_sales_14_tax_rate,vending_soda_sales_14_tax_rate,retail_chips_pretzels_14_tax_rate,vending_chips_pretzels_14_tax_rate,general_food_tax_rate
16071,6.0,6.0,6.0,6.0,6.0
16073,6.0,6.0,6.0,6.0,6.0
16075,6.0,6.0,6.0,6.0,6.0
16077,6.0,6.0,6.0,6.0,6.0
16079,6.0,6.0,6.0,6.0,6.0
16081,6.0,6.0,6.0,6.0,6.0
16083,6.0,6.0,6.0,6.0,6.0
16085,6.0,6.0,6.0,6.0,6.0
16087,6.0,6.0,6.0,6.0,6.0
17001,6.25,6.25,1.0,1.0,1.0
17003,6.25,6.25,1.0,1.0,1.0
17005,6.25,6.25,1.0,1.0,1.0
17007,6.25,6.25,1.0,1.0,1.0
17009,6.25,6.25,1.0,1.0,1.0
17011,6.25,6.25,1.0,1.0,1.0
17013,6.25,6.25,1.0,1.0,1.0
17015,6.25,6.25,1.0,1.0,1.0
17017,6.25,6.25,1.0,1.0,1.0
17019,6.25,6.25,1.0,1.0,1.0
17021,6.25,6.25,1.0,1.0,1.0
17023,6.25,6.25,1.0,1.0,1.0
17025,6.25,6.25,1.0,1.0,1.0
17027,6.25,6.25,1.0,1.0,1.0
17029,6.25,6.25,1.0,1.0,1.0
17031,6.25,6.25,1.0,1.0,1.0
17033,6.25,6.25,1.0,1.0,1.0
17035,6.25,6.25,1.0,1.0,1.0
17037,6.25,6.25,1.0,1.0,1.0
17039,6.25,6.25,1.0,1.0,1.0
17041,6.25,6.25,1.0,1.0,1.0
17043,6.25,6.25,1.0,1.0,1.0
17045,6.25,6.25,1.0,1.0,1.0
17047,6.25,6.25,1.0,1.0,1.0
17049,6.25,6.25,1.0,1.0,1.0
17051,6.25,6.25,1.0,1.0,1.0
17053,6.25,6.25,1.0,1.0,1.0
17055,6.25,6.25,1.0,1.0,1.0
17057,6.25,6.25,1.0,1.0,1.0
17059,6.25,6.25,1.0,1.0,1.0
17061,6.25,6.25,1.0,1.0,1.0
17063,6.25,6.25,1.0,1.0,1.0
17065,6.25,6.25,1.0,1.0,1.0
17067,6.25,6.25,1.0,1.0,1.0
17069,6.25,6.25,1.0,1.0,1.0
17071,6.25,6.25,1.0,1.0,1.0
17073,6.25,6.25,1.0,1.0,1.0
17075,6.25,6.25,1.0,1.0,1.0
17077,6.25,6.25,1.0,1.0,1.0
17079,6.25,6.25,1.0,1.0,1.0
17081,6.25,6.25,1.0,1.0,1.0
17083,6.25,6.25,1.0,1.0,1.0
17085,6.25,6.25,1.0,1.0,1.0
17087,6.25,6.25,1.0,1.0,1.0
17089,6.25,6.25,1.0,1.0,1.0
17091,6.25,6.25,1.0,1.0,1.0
17093,6.25,6.25,1.0,1.0,1.0
17095,6.25,6.25,1.0,1.0,1.0
17097,6.25,6.25,1.0,1.0,1.0
17099,6.25,6.25,1.0,1.0,1.0
17101,6.25,6.25,1.0,1.0,1.0
17103,6.25,6.25,1.0,1.0,1.0
17105,6.25,6.25,1.0,1.0,1.0
17107,6.25,6.25,1.0,1.0,1.0
17109,6.25,6.25,1.0,1.0,1.0
17111,6.25,6.25,1.0,1.0,1.0
17113,6.25,6.25,1.0,1.0,1.0
17115,6.25,6.25,1.0,1.0,1.0
17117,6.25,6.25,1.0,1.0,1.0
17119,6.25,6.25,1.0,1.0,1.0
17121,6.25,6.25,1.0,1.0,1.0
17123,6.25,6.25,1.0,1.0,1.0
17125,6.25,6.25,1.0,1.0,1.0
17127,6.25,6.25,1.0,1.0,1.0
17129,6.25,6.25,1.0,1.0,1.0
17131,6.25,6.25,1.0,1.0,1.0
17133,6.25,6.25,1.0,1.0,1.0
17135,6.25,6.25,1.0,1.0,1.0
17137,6.25,6.25,1.0,1.0,1.0
17139,6.25,6.25,1.0,1.0,1.0
17141,6.25,6.25,1.0,1.0,1.0
17143,6.25,6.25,1.0,1.0,1.0
17145,6.25,6.25,1.0,1.0,1.0
17147,6.25,6.25,1.0,1.0,1.0
17149,6.25,6.25,1.0,1.0,1.0
17151,6.25,6.25,1.0,1.0,1.0
17153,6.25,6.25,1.0,1.0,1.0
17155,6.25,6.25,1.0,1.0,1.0
17157,6.25,6.25,1.0,1.0,1.0
17159,6.25,6.25,1.0,1.0,1.0
17161,6.25,6.25,1.0,1.0,1.0
17163,6.25,6.25,1.0,1.0,1.0
17165,6.25,6.25,1.0,1.0,1.0
17167,6.25,6.25,1.0,1.0,1.0
17169,6.25,6.25,1.0,1.0,1.0
17171,6.25,6.25,1.0,1.0,1.0
17173,6.25,6.25,1.0,1.0,1.0
17175,6.25,6.25,1.0,1.0,1.0
17177,6.25,6.25,1.0,1.0,1.0
17179,6.25,6.25,1.0,1.0,1.0
17181,6.25,6.25,1.0,1.0,1.0
17183,6.25,6.25,1.0,1.0,1.0
17185,6.25,6.25,1.0,1.0,1.0
17187,6.25,6.25,1.0,1.0,1.0
17189,6.25,6.25,1.0,1.0,1.0
17191,6.25,6.25,1.0,1.0,1.0
17193,6.25,6.25,1.0,1.0,1.0
17195,6.25,6.25,1.0,1.0,1.0
17197,6.25,6.25,1.0,1.0,1.0
17199,6.25,6.25,1.0,1.0,1.0
17201,6.25,6.25,1.0,1.0,1.0
17203,6.25,6.25,1.0,1.0,1.0
18001,7.0,7.0,0.0,7.0,0.0
18003,7.0,7.0,0.0,7.0,0.0
18005,7.0,7.0,0.0,7.0,0.0
18007,7.0,7.0,0.0,7.0,0.0
18009,7.0,7.0,0.0,7.0,0.0
18011,7.0,7.0,0.0,7.0,0.0
18013,7.0,7.0,0.0,7.0,0.0
18015,7.0,7.0,0.0,7.0,0.0
18017,7.0,7.0,0.0,7.0,0.0
18019,7.0,7.0,0.0,7.0,0.0
18021,7.0,7.0,0.0,7.0,0.0
18023,7.0,7.0,0.0,7.0,0.0
18025,7.0,7.0,0.0,7.0,0.0
18027,7.0,7.0,0.0,7.0,0.0
18029,7.0,7.0,0.0,7.0,0.0
18031,7.0,7.0,0.0,7.0,0.0
18033,7.0,7.0,0.0,7.0,0.0
18035,7.0,7.0,0.0,7.0,0.0
18037,7.0,7.0,0.0,7.0,0.0
18039,7.0,7.0,0.0,7.0,0.0
18041,7.0,7.0,0.0,7.0,0.0
18043,7.0,7.0,0.0,7.0,0.0
18045,7.0,7.0,0.0,7.0,0.0
18047,7.0,7.0,0.0,7.0,0.0
18049,7.0,7.0,0.0,7.0,0.0
18051,7.0,7.0,0.0,7.0,0.0
18053,7.0,7.0,0.0,7.0,0.0
18055,7.0,7.0,0.0,7.0,0.0
18057,7.0,7.0,0.0,7.0,0.0
18059,7.0,7.0,0.0,7.0,0.0
18061,7.0,7.0,0.0,7.0,0.0
18063,7.0,7.0,0.0,7.0,0.0
18065,7.0,7.0,0.0,7.0,0.0
18067,7.0,7.0,0.0,7.0,0.0
18069,7.0,7.0,0.0,7.0,0.0
18071,7.0,7.0,0.0,7.0,0.0
18073,7.0,7.0,0.0,7.0,0.0
18075,7.0,7.0,0.0,7.0,0.0
18077,7.0,7.0,0.0,7.0,0.0
18079,7.0,7.0,0.0,7.0,0.0
18081,7.0,7.0,0.0,7.0,0.0
18083,7.0,7.0,0.0,7.0,0.0
18085,7.0,7.0,0.0,7.0,0.0
18087,7.0,7.0,0.0,7.0,0.0
18089,7.0,7.0,0.0,7.0,0.0
18091,7.0,7.0,0.0,7.0,0.0
18093,7.0,7.0,0.0,7.0,0.0
18095,7.0,7.0,0.0,7.0,0.0
18097,7.0,7.0,0.0,7.0,0.0
18099,7.0,7.0,0.0,7.0,0.0
18101,7.0,7.0,0.0,7.0,0.0
18103,7.0,7.0,0.0,7.0,0.0
18105,7.0,7.0,0.0,7.0,0.0
18107,7.0,7.0,0.0,7.0,0.0
18109,7.0,7.0,0.0,7.0,0.0
18111,7.0,7.0,0.0,7.0,0.0
18113,7.0,7.0,0.0,7.0,0.0
18115,7.0,7.0,0.0,7.0,0.0
18117,7.0,7.0,0.0,7.0,0.0
18119,7.0,7.0,0.0,7.0,0.0
18121,7.0,7.0,0.0,7.0,0.0
18123,7.0,7.0,0.0,7.0,0.0
18125,7.0,7.0,0.0,7.0,0.0
18127,7.0,7.0,0.0,7.0,0.0
18129,7.0,7.0,0.0,7.0,0.0
18131,7.0,7.0,0.0,7.0,0.0
18133,7.0,7.0,0.0,7.0,0.0
18135,7.0,7.0,0.0,7.0,0.0
18137,7.0,7.0,0.0,7.0,0.0
18139,7.0,7.0,0.0,7.0,0.0
18141,7.0,7.0,0.0,7.0,0.0
18143,7.0,7.0,0.0,7.0,0.0
18145,7.0,7.0,0.0,7.0,0.0
18147,7.0,7.0,0.0,7.0,0.0
18149,7.0,7.0,0.0,7.0,0.0
18151,7.0,7.0,0.0,7.0,0.0
18153,7.0,7.0,0.0,7.0,0.0
18155,7.0,7.0,0.0,7.0,0.0
18157,7.0,7.0,0.0,7.0,0.0
18159,7.0,7.0,0.0,7.0,0.0
18161,7.0,7.0,0.0,7.0,0.0
18163,7.0,7.0,0.0,7.0,0.0
18165,7.0,7.0,0.0,7.0,0.0
18167,7.0,7.0,0.0,7.0,0.0
18169,7.0,7.0,0.0,7.0,0.0
18171,7.0,7.0,0.0,7.0,0.0
18173,7.0,7.0,0.0,7.0,0.0
18175,7.0,7.0,0.0,7.0,0.0
18177,7.0,7.0,0.0,7.0,0.0
18179,7.0,7.0,0.0,7.0,0.0
18181,7.0,7.0,0.0,7.0,0.0
18183,7.0,7.0,0.0,7.0,0.0
19001,6.0,6.0,0.0,6.0,0.0
19003,6.0,6.0,0.0,6.0,0.0
19005,6.0,6.0,0.0,6.0,0.0
19007,6.0,6.0,0.0,6.0,0.0
19009,6.0,6.0,0.0,6.0,0.0
19011,6.0,6.0,0.0,6.0,0.0
19013,6.0,6.0,0.0,6.0,0.0
19015,6.0,6.0,0.0,6.0,0.0
19017,6.0,6.0,0.0,6.0,0.0
19019,6.0,6.0,0.0,6.0,0.0
19021,6.0,6.0,0.0,6.0,0.0
19023,6.0,6.0,0.0,6.0,0.0
19025,6.0,6.0,0.0,6.0,0.0
19027,6.0,6.0,0.0,6.0,0.0
19029,6.0,6.0,0.0,6.0,0.0
19031,6.0,6.0,0.0,6.0,0.0
19033,6.0,6.0,0.0,6.0,0.0
19035,6.0,6.0,0.0,6.0,0.0
19037,6.0,6.0,0.0,6.0,0.0
19039,6.0,6.0,0.0,6.0,0.0
19041,6.0,6.0,0.0,6.0,0.0
19043,6.0,6.0,0.0,6.0,0.0
19045,6.0,6.0,0.0,6.0,0.0
19047,6.0,6.0,0.0,6.0,0.0
19049,6.0,6.0,0.0,6.0,0.0
19051,6.0,6.0,0.0,6.0,0.0
19053,6.0,6.0,0.0,6.0,0.0
19055,6.0,6.0,0.0,6.0,0.0
19057,6.0,6.0,0.0,6.0,0.0
19059,6.0,6.0,0.0,6.0,0.0
19061,6.0,6.0,0.0,6.0,0.0
19063,6.0,6.0,0.0,6.0,0.0
19065,6.0,6.0,0.0,6.0,0.0
19067,6.0,6.0,0.0,6.0,0.0
19069,6.0,6.0,0.0,6.0,0.0
19071,6.0,6.0,0.0,6.0,0.0
19073,6.0,6.0,0.0,6.0,0.0
19075,6.0,6.0,0.0,6.0,0.0
19077,6.0,6.0,0.0,6.0,0.0
19079,6.0,6.0,0.0,6.0,0.0
19081,6.0,6.0,0.0,6.0,0.0
19083,6.0,6.0,0.0,6.0,0.0
19085,6.0,6.0,0.0,6.0,0.0
19087,6.0,6.0,0.0,6.0,0.0
19089,6.0,6.0,0.0,6.0,0.0
19091,6.0,6.0,0.0,6.0,0.0
19093,6.0,6.0,0.0,6.0,0.0
19095,6.0,6.0,0.0,6.0,0.0
19097,6.0,6.0,0.0,6.0,0.0
19099,6.0,6.0,0.0,6.0,0.0
19101,6.0,6.0,0.0,6.0,0.0
19103,6.0,6.0,0.0,6.0,0.0
19105,6.0,6.0,0.0,6.0,0.0
19107,6.0,6.0,0.0,6.0,0.0
19109,6.0,6.0,0.0,6.0,0.0
19111,6.0,6.0,0.0,6.0,0.0
19113,6.0,6.0,0.0,6.0,0.0
19115,6.0,6.0,0.0,6.0,0.0
19117,6.0,6.0,0.0,6.0,0.0
19119,6.0,6.0,0.0,6.0,0.0
19121,6.0,6.0,0.0,6.0,0.0
19123,6.0,6.0,0.0,6.0,0.0
19125,6.0,6.0,0.0,6.0,0.0
19127,6.0,6.0,0.0,6.0,0.0
19129,6.0,6.0,0.0,6.0,0.0
19131,6.0,6.0,0.0,6.0,0.0
19133,6.0,6.0,0.0,6.0,0.0
19135,6.0,6.0,0.0,6.0,0.0
19137,6.0,6.0,0.0,6.0,0.0
19139,6.0,6.0,0.0,6.0,0.0
19141,6.0,6.0,0.0,6.0,0.0
19143,6.0,6.0,0.0,6.0,0.0
19145,6.0,6.0,0.0,6.0,0.0
19147,6.0,6.0,0.0,6.0,0.0
19149,6.0,6.0,0.0,6.0,0.0
19151,6.0,6.0,0.0,6.0,0.0
19153,6.0,6.0,0.0,6.0,0.0
19155,6.0,6.0,0.0,6.0,0.0
19157,6.0,6.0,0.0,6.0,0.0
19159,6.0,6.0,0.0,6.0,0.0
19161,6.0,6.0,0.0,6.0,0.0
19163,6.0,6.0,0.0,6.0,0.0
19165,6.0,6.0,0.0,6.0,0.0
19167,6.0,6.0,0.0,6.0,0.0
19169,6.0,6.0,0.0,6.0,0.0
19171,6.0,6.0,0.0,6.0,0.0
19173,6.0,6.0,0.0,6.0,0.0
19175,6.0,6.0,0.0,6.0,0.0
19177,6.0,6.0,0.0,6.0,0.0
19179,6.0,6.0,0.0,6.0,0.0
19181,6.0,6.0,0.0,6.0,0.0
19183,6.0,6.0,0.0,6.0,0.0
19185,6.0,6.0,0.0,6.0,0.0
19187,6.0,6.0,0.0,6.0,0.0
19189,6.0,6.0,0.0,6.0,0.0
19191,6.0,6.0,0.0,6.0,0.0
19193,6.0,6.0,0.0,6.0,0.0
19195,6.0,6.0,0.0,6.0,0.0
19197,6.0,6.0,0.0,6.0,0.0
20001,6.15,6.15,6.15,6.15,6.15
20003,6.15,6.15,6.15,6.15,6.15
20005,6.15,6.15,6.15,6.15,6.15
20007,6.15,6.15,6.15,6.15,6.15
20009,6.15,6.15,6.15,6.15,6.15
20011,6.15,6.15,6.15,6.15,6.15
20013,6.15,6.15,6.15,6.15,6.15
20015,6.15,6.15,6.15,6.15,6.15
20017,6.15,6.15,6.15,6.15,6.15
20019,6.15,6.15,6.15,6.15,6.15
20021,6.15,6.15,6.15,6.15,6.15
20023,6.15,6.15,6.15,6.15,6.15
20025,6.15,6.15,6.15,6.15,6.15
20027,6.15,6.15,6.15,6.15,6.15
20029,6.15,6.15,6.15,6.15,6.15
20031,6.15,6.15,6.15,6.15,6.15
20033,6.15,6.15,6.15,6.15,6.15
20035,6.15,6.15,6.15,6.15,6.15
20037,6.15,6.15,6.15,6.15,6.15
20039,6.15,6.15,6.15,6.15,6.15
20041,6.15,6.15,6.15,6.15,6.15
20043,6.15,6.15,6.15,6.15,6.15
20045,6.15,6.15,6.15,6.15,6.15
20047,6.15,6.15,6.15,6.15,6.15
20049,6.15,6.15,6.15,6.15,6.15
20051,6.15,6.15,6.15,6.15,6.15
20053,6.15,6.15,6.15,6.15,6.15
20055,6.15,6.15,6.15,6.15,6.15
20057,6.15,6.15,6.15,6.15,6.15
20059,6.15,6.15,6.15,6.15,6.15
20061,6.15,6.15,6.15,6.15,6.15
20063,6.15,6.15,6.15,6.15,6.15
20065,6.15,6.15,6.15,6.15,6.15
20067,6.15,6.15,6.15,6.15,6.15
20069,6.15,6.15,6.15,6.15,6.15
20071,6.15,6.15,6.15,6.15,6.15
20073,6.15,6.15,6.15,6.15,6.15
20075,6.15,6.15,6.15,6.15,6.15
20077,6.15,6.15,6.15,6.15,6.15
20079,6.15,6.15,6.15,6.15,6.15
20081,6.15,6.15,6.15,6.15,6.15
20083,6.15,6.15,6.15,6.15,6.15
20085,6.15,6.15,6.15,6.15,6.15
20087,6.15,6.15,6.15,6.15,6.15
20089,6.15,6.15,6.15,6.15,6.15
20091,6.15,6.15,6.15,6.15,6.15
20093,6.15,6.15,6.15,6.15,6.15
20095,6.15,6.15,6.15,6.15,6.15
20097,6.15,6.15,6.15,6.15,6.15
20099,6.15,6.15,6.15,6.15,6.15
20101,6.15,6.15,6.15,6.15,6.15
20103,6.15,6.15,6.15,6.15,6.15
20105,6.15,6.15,6.15,6.15,6.15
20107,6.15,6.15,6.15,6.15,6.15
20109,6.15,6.15,6.15,6.15,6.15
20111,6.15,6.15,6.15,6.15,6.15
20113,6.15,6.15,6.15,6.15,6.15
20115,6.15,6.15,6.15,6.15,6.15
20117,6.15,6.15,6.15,6.15,6.15
20119,6.15,6.15,6.15,6.15,6.15
20121,6.15,6.15,6.15,6.15,6.15
20123,6.15,6.15,6.15,6.15,6.15
20125,6.15,6.15,6.15,6.15,6.15
20127,6.15,6.15,6.15,6.15,6.15
20129,6.15,6.15,6.15,6.15,6.15
20131,6.15,6.15,6.15,6.15,6.15
20133,6.15,6.15,6.15,6.15,6.15
20135,6.15,6.15,6.15,6.15,6.15
20137,6.15,6.15,6.15,6.15,6.15
20139,6.15,6.15,6.15,6.15,6.15
20141,6.15,6.15,6.15,6.15,6.15
20143,6.15,6.15,6.15,6.15,6.15
20145,6.15,6.15,6.15,6.15,6.15
20147,6.15,6.15,6.15,6.15,6.15
20149,6.15,6.15,6.15,6.15,6.15
20151,6.15,6.15,6.15,6.15,6.15
20153,6.15,6.15,6.15,6.15,6.15
20155,6.15,6.15,6.15,6.15,6.15
20157,6.15,6.15,6.15,6.15,6.15
20159,6.15,6.15,6.15,6.15,6.15
20161,6.15,6.15,6.15,6.15,6.15
20163,6.15,6.15,6.15,6.15,6.15
20165,6.15,6.15,6.15,6.15,6.15
20167,6.15,6.15,6.15,6.15,6.15
20169,6.15,6.15,6.15,6.15,6.15
20171,6.15,6.15,6.15,6.15,6.15
20173,6.15,6.15,6.15,6.15,6.15
20175,6.15,6.15,6.15,6.15,6.15
20177,6.15,6.15,6.15,6.15,6.15
20179,6.15,6.15,6.15,6.15,6.15
20181,6.15,6.15,6.15,6.15,6.15
20183,6.15,6.15,6.15,6.15,6.15
20185,6.15,6.15,6.15,6.15,6.15
20187,6.15,6.15,6.15,6.15,6.15
20189,6.15,6.15,6.15,6.15,6.15
20191,6.15,6.15,6.15,6.15,6.15
20193,6.15,6.15,6.15,6.15,6.15
20195,6.15,6.15,6.15,6.15,6.15
20197,6.15,6.15,6.15,6.15,6.15
20199,6.15,6.15,6.15,6.15,6.15
20201,6.15,6.15,6.15,6.15,6.15
20203,6.15,6.15,6.15,6.15,6.15
20205,6.15,6.15,6.15,6.15,6.15
20207,6.15,6.15,6.15,6.15,6.15
20209,6.15,6.15,6.15,6.15,6.15
21001,6.0,6.0,0.0,6.0,0.0
21003,6.0,6.0,0.0,6.0,0.0
21005,6.0,6.0,0.0,6.0,0.0
21007,6.0,6.0,0.0,6.0,0.0
21009,6.0,6.0,0.0,6.0,0.0
21011,6.0,6.0,0.0,6.0,0.0
21013,6.0,6.0,0.0,6.0,0.0
21015,6.0,6.0,0.0,6.0,0.0
21017,6.0,6.0,0.0,6.0,0.0
21019,6.0,6.0,0.0,6.0,0.0
21021,6.0,6.0,0.0,6.0,0.0
21023,6.0,6.0,0.0,6.0,0.0
21025,6.0,6.0,0.0,6.0,0.0
21027,6.0,6.0,0.0,6.0,0.0
21029,6.0,6.0,0.0,6.0,0.0
21031,6.0,6.0,0.0,6.0,0.0
21033,6.0,6.0,0.0,6.0,0.0
21035,6.0,6.0,0.0,6.0,0.0
21037,6.0,6.0,0.0,6.0,0.0
21039,6.0,6.0,0.0,6.0,0.0
21041,6.0,6.0,0.0,6.0,0.0
21043,6.0,6.0,0.0,6.0,0.0
21045,6.0,6.0,0.0,6.0,0.0
21047,6.0,6.0,0.0,6.0,0.0
21049,6.0,6.0,0.0,6.0,0.0
21051,6.0,6.0,0.0,6.0,0.0
21053,6.0,6.0,0.0,6.0,0.0
21055,6.0,6.0,0.0,6.0,0.0
21057,6.0,6.0,0.0,6.0,0.0
21059,6.0,6.0,0.0,6.0,0.0
21061,6.0,6.0,0.0,6.0,0.0
21063,6.0,6.0,0.0,6.0,0.0
21065,6.0,6.0,0.0,6.0,0.0
21067,6.0,6.0,0.0,6.0,0.0
21069,6.0,6.0,0.0,6.0,0.0
21071,6.0,6.0,0.0,6.0,0.0
21073,6.0,6.0,0.0,6.0,0.0
21075,6.0,6.0,0.0,6.0,0.0
21077,6.0,6.0,0.0,6.0,0.0
21079,6.0,6.0,0.0,6.0,0.0
21081,6.0,6.0,0.0,6.0,0.0
21083,6.0,6.0,0.0,6.0,0.0
21085,6.0,6.0,0.0,6.0,0.0
21087,6.0,6.0,0.0,6.0,0.0
21089,6.0,6.0,0.0,6.0,0.0
21091,6.0,6.0,0.0,6.0,0.0
21093,6.0,6.0,0.0,6.0,0.0
21095,6.0,6.0,0.0,6.0,0.0
21097,6.0,6.0,0.0,6.0,0.0
21099,6.0,6.0,0.0,6.0,0.0
21101,6.0,6.0,0.0,6.0,0.0
21103,6.0,6.0,0.0,6.0,0.0
21105,6.0,6.0,0.0,6.0,0.0
21107,6.0,6.0,0.0,6.0,0.0
21109,6.0,6.0,0.0,6.0,0.0
21111,6.0,6.0,0.0,6.0,0.0
21113,6.0,6.0,0.0,6.0,0.0
21115,6.0,6.0,0.0,6.0,0.0
21117,6.0,6.0,0.0,6.0,0.0
21119,6.0,6.0,0.0,6.0,0.0
21121,6.0,6.0,0.0,6.0,0.0
21123,6.0,6.0,0.0,6.0,0.0
21125,6.0,6.0,0.0,6.0,0.0
21127,6.0,6.0,0.0,6.0,0.0
21129,6.0,6.0,0.0,6.0,0.0
21131,6.0,6.0,0.0,6.0,0.0
21133,6.0,6.0,0.0,6.0,0.0
21135,6.0,6.0,0.0,6.0,0.0
21137,6.0,6.0,0.0,6.0,0.0
21139,6.0,6.0,0.0,6.0,0.0
21141,6.0,6.0,0.0,6.0,0.0
21143,6.0,6.0,0.0,6.0,0.0
21145,6.0,6.0,0.0,6.0,0.0
21147,6.0,6.0,0.0,6.0,0.0
21149,6.0,6.0,0.0,6.0,0.0
21151,6.0,6.0,0.0,6.0,0.0
21153,6.0,6.0,0.0,6.0,0.0
21155,6.0,6.0,0.0,6.0,0.0
21157,6.0,6.0,0.0,6.0,0.0
21159,6.0,6.0,0.0,6.0,0.0
21161,6.0,6.0,0.0,6.0,0.0
21163,6.0,6.0,0.0,6.0,0.0
21165,6.0,6.0,0.0,6.0,0.0
21167,6.0,6.0,0.0,6.0,0.0
21169,6.0,6.0,0.0,6.0,0.0
21171,6.0,6.0,0.0,6.0,0.0
21173,6.0,6.0,0.0,6.0,0.0
21175,6.0,6.0,0.0,6.0,0.0
21177,6.0,6.0,0.0,6.0,0.0
21179,6.0,6.0,0.0,6.0,0.0
21181,6.0,6.0,0.0,6.0,0.0
21183,6.0,6.0,0.0,6.0,0.0
21185,6.0,6.0,0.0,6.0,0.0
21187,6.0,6.0,0.0,6.0,0.0
21189,6.0,6.0,0.0,6.0,0.0
21191,6.0,6.0,0.0,6.0,0.0
21193,6.0,6.0,0.0,6.0,0.0
21195,6.0,6.0,0.0,6.0,0.0
21197,6.0,6.0,0.0,6.0,0.0
21199,6.0,6.0,0.0,6.0,0.0
21201,6.0,6.0,0.0,6.0,0.0
21203,6.0,6.0,0.0,6.0,0.0
21205,6.0,6.0,0.0,6.0,0.0
21207,6.0,6.0,0.0,6.0,0.0
21209,6.0,6.0,0.0,6.0,0.0
21211,6.0,6.0,0.0,6.0,0.0
21213,6.0,6.0,0.0,6.0,0.0
21215,6.0,6.0,0.0,6.0,0.0
21217,6.0,6.0,0.0,6.0,0.0
21219,6.0,6.0,0.0,6.0,0.0
21221,6.0,6.0,0.0,6.0,0.0
21223,6.0,6.0,0.0,6.0,0.0
21225,6.0,6.0,0.0,6.0,0.0
21227,6.0,6.0,0.0,6.0,0.0
21229,6.0,6.0,0.0,6.0,0.0
21231,6.0,6.0,0.0,6.0,0.0
21233,6.0,6.0,0.0,6.0,0.0
21235,6.0,6.0,0.0,6.0,0.0
21237,6.0,6.0,0.0,6.0,0.0
21239,6.0,6.0,0.0,6.0,0.0
22001,0.0,0.0,0.0,0.0,0.0
22003,0.0,0.0,0.0,0.0,0.0
22005,0.0,0.0,0.0,0.0,0.0
22007,0.0,0.0,0.0,0.0,0.0
22009,0.0,0.0,0.0,0.0,0.0
22011,0.0,0.0,0.0,0.0,0.0
22013,0.0,0.0,0.0,0.0,0.0
22015,0.0,0.0,0.0,0.0,0.0
22017,0.0,0.0,0.0,0.0,0.0
22019,0.0,0.0,0.0,0.0,0.0
22021,0.0,0.0,0.0,0.0,0.0
22023,0.0,0.0,0.0,0.0,0.0
22025,0.0,0.0,0.0,0.0,0.0
22027,0.0,0.0,0.0,0.0,0.0
22029,0.0,0.0,0.0,0.0,0.0
22031,0.0,0.0,0.0,0.0,0.0
22033,0.0,0.0,0.0,0.0,0.0
22035,0.0,0.0,0.0,0.0,0.0
22037,0.0,0.0,0.0,0.0,0.0
22039,0.0,0.0,0.0,0.0,0.0
22041,0.0,0.0,0.0,0.0,0.0
22043,0.0,0.0,0.0,0.0,0.0
22045,0.0,0.0,0.0,0.0,0.0
22047,0.0,0.0,0.0,0.0,0.0
22049,0.0,0.0,0.0,0.0,0.0
22051,0.0,0.0,0.0,0.0,0.0
22053,0.0,0.0,0.0,0.0,0.0
22055,0.0,0.0,0.0,0.0,0.0
22057,0.0,0.0,0.0,0.0,0.0
22059,0.0,0.0,0.0,0.0,0.0
22061,0.0,0.0,0.0,0.0,0.0
22063,0.0,0.0,0.0,0.0,0.0
22065,0.0,0.0,0.0,0.0,0.0
22067,0.0,0.0,0.0,0.0,0.0
22069,0.0,0.0,0.0,0.0,0.0
22071,0.0,0.0,0.0,0.0,0.0
22073,0.0,0.0,0.0,0.0,0.0
22075,0.0,0.0,0.0,0.0,0.0
22077,0.0,0.0,0.0,0.0,0.0
22079,0.0,0.0,0.0,0.0,0.0
22081,0.0,0.0,0.0,0.0,0.0
22083,0.0,0.0,0.0,0.0,0.0
22085,0.0,0.0,0.0,0.0,0.0
22087,0.0,0.0,0.0,0.0,0.0
22089,0.0,0.0,0.0,0.0,0.0
22091,0.0,0.0,0.0,0.0,0.0
22093,0.0,0.0,0.0,0.0,0.0
22095,0.0,0.0,0.0,0.0,0.0
22097,0.0,0.0,0.0,0.0,0.0
22099,0.0,0.0,0.0,0.0,0.0
22101,0.0,0.0,0.0,0.0,0.0
22103,0.0,0.0,0.0,0.0,0.0
22105,0.0,0.0,0.0,0.0,0.0
22107,0.0,0.0,0.0,0.0,0.0
22109,0.0,0.0,0.0,0.0,0.0
22111,0.0,0.0,0.0,0.0,0.0
22113,0.0,0.0,0.0,0.0,0.0
22115,0.0,0.0,0.0,0.0,0.0
22117,0.0,0.0,0.0,0.0,0.0
22119,0.0,0.0,0.0,0.0,0.0
22121,0.0,0.0,0.0,0.0,0.0
22123,0.0,0.0,0.0,0.0,0.0
22125,0.0,0.0,0.0,0.0,0.0
22127,0.0,0.0,0.0,0.0,0.0
23001,5.5,5.5,0.0,5.5,0.0
23003,5.5,5.5,0.0,5.5,0.0
23005,5.5,5.5,0.0,5.5,0.0
23007,5.5,5.5,0.0,5.5,0.0
23009,5.5,5.5,0.0,5.5,0.0
23011,5.5,5.5,0.0,5.5,0.0
23013,5.5,5.5,0.0,5.5,0.0
23015,5.5,5.5,0.0,5.5,0.0
23017,5.5,5.5,0.0,5.5,0.0
23019,5.5,5.5,0.0,5.5,0.0
23021,5.5,5.5,0.0,5.5,0.0
23023,5.5,5.5,0.0,5.5,0.0
23025,5.5,5.5,0.0,5.5,0.0
23027,5.5,5.5,0.0,5.5,0.0
